# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-006   +9.000025e+01   +8.540562e-08 -5.915187e-02 -1.623140e-03 -1.010983e-01 -8.916571e-01 +2.334111e+03 +1.311053e+03 +1.230224e+05 +5.101608e+06 -2.341379e+11 +5.783097e+10 -8.410747e+12 -1.873915e+14 +4.715570e+18 -1.942046e+17   +2.585713e-07 -9.364148e-06 -5.317423e-04 +2.057917e-02 +9.822020e-02 -1.678762e+02 +6.009413e+02 +1.337769e+05 +1.151956e+07 +3.017336e+09 +2.436367e+10 -7.508875e+12 -6.264966e+13 -1.165609e+16 +2.506191e+18   
Q20-018   +8.999815e+01   +2.011167e-07 -5.912206e-02 -1.295367e-03 -7.595702e-02 -8.297838e-02 +2.323741e+03 +5.620359e+02 -5.154782e+03 +1.183585e+07 -2.332756e+11 -2.130113e+10 -3.134547e+12 -1.115196e+14 +4.723504e+18 -4.616325e+16   -6.682212e-07 -2.270486e-05 +1.379652e-03 +1.332322e-02 -9.020629e-01 -1.987950e+02 -1.732391e+03 +1.269733e+05 -1.058398e+07 +4.161208e+09 -1.581685e+09 -5.717189e+12 -4.633549e+13 -1.029165e+17 +1.976441e+18   
Q20-031   +8.999935e+01   +9.635227e-07 -5.909459e-02 -2.248064e-04 -7.188446e-02 -4.292743e-01 +2.344495e+03 -1.668576e+03 +1.662869e+05 +2.862034e+07 -2.327071e+11 +2.714891e+10 -3.214790e+12 -5.935324e+14 +4.703952e+18 +4.438238e+17   +9.205343e-07 -1.618824e-05 -1.680131e-03 +1.331555e-02 +9.598495e-01 -1.953013e+02 +1.434100e+03 +1.854361e+05 +1.568035e+07 +5.146304e+09 -1.840587e+10 -9.734268e+12 -5.918091e+14 -1.091406e+17 -6.157903e+17   
Q20-042   +8.999905e+01   +5.264488e-07 -5.908479e-02 +3.864957e-04 -8.096600e-02 +9.028929e-01 +2.298375e+03 -3.307214e+03 +2.453034e+03 +5.463507e+06 -2.307509e+11 +4.981718e+10 +4.726798e+12 -1.945431e+14 +4.658406e+18 -1.267823e+18   -1.515114e-07 -1.332542e-05 +7.912208e-04 +1.011295e-02 -9.627792e-02 -2.012373e+02 -1.899803e+03 +8.589386e+04 -1.690681e+06 +4.797397e+09 -5.239852e+09 -7.758401e+12 +2.519154e+14 -9.205415e+16 +5.769079e+17   
Q20-052   +8.999910e+01   +1.666963e-07 -5.901822e-02 -1.281111e-03 -5.061446e-02 -9.445762e-01 +2.302822e+03 -7.459462e+02 +3.454549e+04 +1.442568e+07 -2.300454e+11 +4.554977e+10 -5.728174e+11 -4.246019e+14 +4.628735e+18 -8.756630e+17   +2.279897e-07 -7.458160e-06 -9.377996e-04 +5.708802e-03 +8.279022e-01 -1.523225e+02 +6.851786e+02 +1.074144e+05 +9.292515e+06 +2.883586e+09 -2.810373e+10 -7.353579e+12 -3.516427e+14 +4.347748e+16 +1.825916e+17   
Q20-054   +8.999940e+01   +2.447405e-07 -5.902240e-02 -8.586855e-04 -4.358935e-02 -2.259828e-02 +2.255594e+03 -9.378893e+02 +1.295808e+05 -1.731914e+06 -2.278305e+11 +4.922168e+10 -1.196649e+13 +4.024261e+14 +4.546255e+18 -9.166556e+16   +2.565826e-07 -7.635826e-06 -1.038524e-03 +1.803519e-02 +1.311179e+00 -2.236749e+02 +4.683331e+03 +1.188792e+05 -1.434908e+07 +6.412696e+09 -2.314472e+11 -1.093682e+13 +2.728047e+14 -9.562164e+16 +1.016043e+19   
Q20-084   +8.999830e+01   +6.049981e-07 -5.904424e-02 -6.212366e-04 -3.146926e-02 -4.211513e-01 +2.303948e+03 -3.823068e+03 -3.738742e+04 +2.802210e+07 -2.314000e+11 +8.931184e+10 -2.061151e+12 -6.388094e+14 +4.726732e+18 -2.559184e+18   +4.738112e-07 +9.363710e-06 -1.197807e-03 +2.345769e-02 +1.564148e+00 -2.218973e+02 -2.432828e+03 -4.135125e+04 +6.862787e+06 +5.902197e+09 +4.474378e+10 -1.327378e+13 -7.731673e+14 -1.184779e+17 -5.250539e+18   
Q20-085   +8.999640e+01   +3.360386e-07 -5.904433e-02 -8.456739e-05 -3.740164e-02 +9.651855e-01 +2.218055e+03 -5.125405e+02 -8.752233e+04 -8.001323e+06 -2.300238e+11 +6.231977e+10 +2.499084e+12 -1.603029e+14 +4.693001e+18 -1.541315e+18   -2.731839e-07 -1.356771e-05 -1.362408e-05 +7.098259e-03 +6.640848e-01 -1.818552e+02 -3.080862e+02 +1.496162e+05 -1.205710e+06 +2.961342e+09 +1.166947e+10 -4.461920e+12 -1.480520e+14 +7.752047e+16 -2.049224e+18   
Q20-089   +8.999820e+01   +5.876376e-07 -5.903341e-02 -6.468058e-04 -8.251487e-02 -7.144544e-01 +2.190112e+03 -9.517591e+02 +2.077683e+05 +2.165116e+07 -2.286164e+11 -2.409790e+10 -8.680471e+11 -4.582971e+14 +4.587413e+18 -6.135238e+17   +3.460639e-07 -3.529235e-06 -1.611461e-03 +1.827865e-02 +1.964894e+00 -1.984179e+02 +2.361063e+03 +1.707514e+04 -1.041227e+07 +3.882919e+09 -3.308621e+10 -1.653975e+12 +4.535182e+14 -9.162785e+16 -3.462841e+18   
Q20-093   +8.999690e+01   +2.192967e-07 -5.904382e-02 -1.945783e-03 -2.751585e-02 -1.085680e+00 +2.157212e+03 +3.434363e+03 +1.152043e+05 +3.792551e+07 -2.274568e+11 -8.643439e+10 -2.454320e+12 -1.293381e+15 +4.609874e+18 +4.005509e+18   +2.900289e-07 -4.547521e-06 -1.069683e-03 +9.997588e-03 +1.282155e+00 -1.555271e+02 +7.456231e+02 +9.900417e+04 -9.410562e+06 +2.866990e+09 +1.369879e+10 -2.476185e+12 +3.176039e+14 +6.871724e+15 -1.835312e+18   
