# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-029   +5.997850e+00   +1.877816e-06 -6.258728e-02 +2.823292e-05 -2.225941e-02 -4.136886e-01 +2.192294e+03 -8.702052e+03 +1.247596e+05 +5.023248e+07 -2.442464e+11 +1.065826e+11 +1.579266e+12 -1.512323e+15 +5.018592e+18 -5.093870e+18   +1.536007e-06 -5.437228e-06 -3.567077e-03 +1.750561e-02 +2.603661e+00 -2.151849e+02 +5.930695e+03 +1.138388e+05 +1.248971e+07 +6.653696e+09 -6.877078e+10 -6.205282e+12 +4.730764e+14 -1.740432e+17 -8.203244e+18   
Q20-030   +5.997300e+00   +9.423474e-07 -6.269016e-02 -3.274228e-03 -2.729163e-02 -1.975452e+00 +2.235744e+03 +9.727149e+03 +1.800767e+05 +2.130057e+07 -2.481984e+11 -1.422317e+11 +1.634186e+13 -7.495796e+14 +4.984957e+18 -2.602928e+18   +4.346124e-07 -1.748242e-05 +8.849469e-05 +2.375849e-02 +8.420029e-01 -1.780660e+02 -8.826152e+02 -3.127466e+05 +2.842958e+06 +7.074257e+09 -1.587726e+11 +2.984631e+12 -9.713099e+13 -1.689597e+17 -4.403278e+18   
Q20-032   +5.997800e+00   +5.980608e-07 -6.266921e-02 -2.249341e-03 -3.672793e-03 -7.217021e-01 +2.238969e+03 +1.251555e+03 -2.790281e+05 -3.921838e+06 -2.457516e+11 -6.098153e+10 +1.733629e+12 +7.561964e+14 +5.056709e+18 +3.954152e+18   +1.543362e-06 -1.310600e-05 -4.224731e-03 +2.071791e-02 +2.908561e+00 -2.110132e+02 +9.264742e+03 -1.111919e+05 +3.307111e+06 +5.300954e+09 -2.921256e+09 -8.321388e+12 -5.150163e+14 -1.079630e+17 -1.108335e+18   
Q20-037   +5.996950e+00   +7.688290e-07 -6.270079e-02 -8.124008e-04 -1.051003e-01 -7.157005e-01 +2.253982e+03 -3.393822e+03 -3.092219e+04 +4.988287e+06 -2.442200e+11 +3.962486e+11 +2.684731e+13 +6.089370e+14 +5.033774e+18 -1.132023e+18   -5.499025e-08 -9.913796e-06 +8.594419e-04 +1.720721e-02 +7.649390e-01 -2.067915e+02 -2.094361e+03 +4.908852e+04 -1.922204e+07 +6.660746e+09 +4.769653e+11 -1.740463e+13 +1.434689e+15 +9.031261e+15 +1.145147e+19   
Q20-040   +5.996900e+00   +1.563248e-06 -6.254268e-02 -3.042212e-04 -1.016082e-01 +7.295895e-01 +2.298514e+03 -5.230216e+03 -5.399066e+05 -3.319425e+06 -2.399250e+11 -1.340539e+11 -1.106736e+13 -7.157920e+14 +4.961142e+18 +1.272518e+19   +1.756181e-06 -1.078374e-05 -4.744373e-03 +4.155732e-03 +4.694059e+00 -2.045734e+02 +8.167360e+03 +2.035782e+05 -1.012675e+07 +6.543819e+09 -5.884697e+10 +2.761285e+13 +3.843583e+14 -2.655162e+17 +1.107405e+19   
Q20-043   +5.997000e+00   +2.135198e-06 -6.288544e-02 +1.869213e-03 -6.486870e-02 +6.428239e-01 +2.327210e+03 -1.216544e+04 -1.234571e+05 -8.710228e+06 -2.399570e+11 -8.162433e+11 +3.768488e+11 -5.130142e+15 +5.082921e+18 -3.707777e+19   +6.714336e-07 -2.510380e-05 -1.418821e-03 +1.931029e-02 +2.025276e+00 -2.552299e+02 +5.352681e+03 +8.971971e+05 +3.467721e+06 +2.047139e+09 +2.625189e+11 +1.227110e+13 +7.259578e+14 -4.053695e+17 +3.133548e+18   
Q20-046   +5.997600e+00   +9.594049e-07 -6.282160e-02 -2.464274e-03 -8.958653e-02 -1.845502e+00 +2.226279e+03 +3.175484e+03 -3.708730e+05 +7.565561e+07 -2.457281e+11 -1.876392e+11 -1.062084e+13 +9.927374e+14 +5.040618e+18 -6.694596e+18   +2.440978e-06 -1.579339e-05 -4.500559e-03 +3.765134e-02 +1.758028e+00 -2.390368e+02 +1.416876e+04 -2.780364e+05 -3.155692e+07 +8.211965e+09 +3.064791e+11 +6.009562e+12 -2.352918e+15 -5.575353e+16 -5.784082e+18   
Q20-047   +5.997150e+00   +1.453974e-06 -6.282169e-02 -1.652991e-03 -6.446719e-02 -6.972304e-02 +2.248280e+03 +3.680700e+03 -7.443739e+04 +4.823388e+07 -2.400057e+11 +7.168108e+09 -1.987836e+12 -9.299172e+14 +4.999378e+18 -3.891122e+18   -9.868109e-07 -8.381006e-06 +5.318823e-03 +2.283938e-02 -3.046332e+00 -1.521998e+02 -1.066369e+04 +4.180689e+05 +2.423860e+07 +1.994768e+09 +6.342910e+10 +5.238048e+12 +2.710244e+15 -1.067066e+17 -8.562412e+18   
Q20-050   +5.997750e+00   +1.533785e-06 -6.298110e-02 -1.929087e-03 -7.416706e-02 -3.653245e+00 +2.391889e+03 -4.832087e+02 -9.655182e+04 +8.155818e+07 -2.456988e+11 -2.408557e+11 -1.329775e+13 -1.692260e+15 +5.090834e+18 +1.194414e+19   +1.859944e-06 -5.243265e-06 -4.938337e-03 +1.637824e-02 +3.537985e+00 -2.575367e+02 +1.577962e+04 -7.295994e+04 +2.910852e+07 +6.835912e+09 -2.494592e+11 +1.405447e+13 +1.507645e+15 -2.075388e+17 +1.225094e+19   
Q20-056   +5.997150e+00   +1.427335e-06 -6.309207e-02 -9.395021e-04 -8.180692e-02 -7.382718e-01 +2.211644e+03 -4.865578e+03 -1.547858e+04 +4.245953e+07 -2.462780e+11 +6.172864e+10 -3.085452e+12 -1.207892e+15 +5.002580e+18 +6.988645e+18   +9.490280e-07 -1.365332e-05 -1.519238e-03 +1.436442e-02 +2.939706e+00 -1.584648e+02 -1.629448e+03 +6.880662e+03 +7.447974e+06 +1.015577e+09 -2.702971e+11 -7.841878e+12 +3.804859e+14 -5.011112e+16 +5.469426e+18   
