# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-004   +4.999485e+01   -2.233174e-07 -5.911675e-02 -4.112912e-04 -6.901025e-02 +2.539954e-01 +2.206285e+03 -7.955005e+02 -8.173842e+04 -1.137151e+07 -2.337585e+11 +5.386703e+10 -1.084019e+13 +1.119640e+15 +4.638692e+18 +3.608446e+18   +3.776137e-07 -4.599724e-06 +5.519028e-05 +2.313676e-02 -9.166362e-02 -1.111421e+02 +2.943805e+02 +1.507120e+05 +2.054052e+07 +4.827183e+09 +5.466541e+10 -1.304355e+13 +1.614929e+14 +6.424568e+16 -4.938865e+18   
Q20-008   +4.999560e+01   -3.763861e-08 -5.919189e-02 -1.578764e-03 -6.583981e-02 -1.624214e+00 +2.338568e+03 -1.382014e+03 +7.615090e+04 +2.213533e+06 -2.315934e+11 +4.036415e+10 +5.471337e+11 -4.080207e+14 +4.660698e+18 -5.489047e+17   +4.210299e-07 -2.565772e-05 -7.979208e-04 +2.654216e-02 +7.100433e-01 -2.070718e+02 +1.024033e+03 +1.746313e+04 +1.464172e+07 +5.308957e+09 -3.960819e+10 -3.574873e+12 -1.117525e+15 -6.320864e+16 +7.449320e+17   
Q20-017   +4.999420e+01   +8.347750e-09 -5.912644e-02 -1.534695e-03 -6.282211e-02 -6.903289e-02 +2.330148e+03 -3.686336e+02 +2.067816e+05 -3.191188e+06 -2.345906e+11 +4.024949e+10 -7.280493e+12 -3.757696e+13 +4.735385e+18 -1.240064e+18   +5.408219e-07 -8.954205e-06 -1.208853e-03 +6.881422e-03 +1.050699e+00 -2.328560e+02 +4.960671e+03 +1.305382e+05 -1.883309e+06 +5.422561e+09 -1.240086e+11 -1.004439e+13 -3.461382e+14 -8.747739e+16 +5.335519e+18   
Q20-019   +4.999540e+01   +1.507933e-07 -5.911454e-02 -2.471975e-03 -6.832235e-02 -2.059099e+00 +2.283304e+03 +3.392070e+03 +1.637572e+05 +2.532377e+07 -2.311301e+11 -8.035837e+10 -2.812219e+12 -5.969455e+14 +4.666467e+18 +2.245381e+18   +1.599827e-07 +8.320712e-06 +5.302544e-04 +2.577163e-03 -1.328693e+00 -2.303178e+02 -6.408182e+02 +2.670360e+04 +1.359175e+07 +8.910872e+09 +4.475336e+10 -5.452492e+12 -8.247909e+13 -2.198514e+17 -1.583554e+18   
Q20-020   +4.999425e+01   +7.244795e-07 -5.915392e-02 -2.908162e-04 -1.231602e-02 -1.881607e-01 +2.363930e+03 -7.437523e+02 +2.899189e+04 +2.554278e+07 -2.322235e+11 +4.526453e+10 +4.374379e+12 -6.484548e+14 +4.663376e+18 -1.231402e+18   +7.158111e-07 -1.971488e-05 -1.410885e-03 +1.041350e-02 +6.117418e-01 -2.443217e+02 +1.374346e+03 -9.943882e+04 +1.603236e+07 +6.314616e+09 +2.398548e+10 -1.222170e+12 -7.131788e+14 -6.536526e+16 +6.630449e+17   
Q20-024   +4.999535e+01   +7.783116e-07 -5.913778e-02 -4.471042e-04 -8.258368e-02 -1.080900e+00 +2.328467e+03 +8.709492e+02 +2.727502e+05 +3.061033e+07 -2.319266e+11 -4.180195e+10 -6.209479e+12 -9.659004e+14 +4.650204e+18 +1.497232e+18   +3.978616e-07 -1.496256e-05 -1.928460e-04 +7.836267e-03 +1.521460e-02 -1.977431e+02 -2.552667e+01 -2.200337e+04 +6.105932e+06 +6.333801e+09 +6.392248e+10 -4.918555e+12 +1.661489e+14 -1.549084e+17 -1.125895e+18   
Q20-025   +4.999430e+01   +5.877238e-07 -5.913532e-02 -3.114605e-04 -1.008299e-01 -5.174064e-01 +2.350370e+03 -2.759385e+03 +4.057831e+05 +7.930800e+06 -2.321435e+11 +7.055844e+10 -2.734520e+12 -6.805460e+14 +4.755336e+18 +5.937709e+18   +4.136126e-07 -2.030886e-05 -1.163928e-03 +3.083448e-03 +1.309391e+00 -1.528785e+02 -4.248578e+02 +1.249019e+05 -1.735998e+07 +4.762931e+09 -1.317179e+11 -5.515247e+12 -7.559054e+14 -7.959887e+15 +2.865519e+18   
Q20-096   +4.999435e+01   +5.708159e-07 -5.908634e-02 -1.276867e-03 -1.524092e-02 -3.636281e-01 +2.141998e+03 -2.102254e+02 +9.088547e+04 +1.451932e+07 -2.267656e+11 +4.692716e+10 -3.973105e+12 -2.468397e+14 +4.474766e+18 -1.288602e+18   +4.554309e-07 -2.008793e-05 -5.076660e-04 +9.454022e-03 -4.996743e-02 -2.217653e+02 +9.299945e+02 +7.003999e+04 +2.583164e+07 +4.515074e+09 -2.925197e+10 +8.203453e+11 -1.075592e+15 -5.088777e+16 +4.316374e+18   
Q20-097   +4.999435e+01   +1.028396e-06 -5.909122e-02 +5.558062e-05 -9.022418e-02 +1.953755e-01 +2.219275e+03 -2.163356e+03 +3.131686e+05 +2.650019e+07 -2.310311e+11 +3.524960e+10 -7.278100e+12 -8.142790e+14 +4.765446e+18 +1.422817e+18   +1.179326e-07 +1.546943e-05 -1.730676e-04 +1.707709e-02 +7.723021e-01 -2.398199e+02 -5.152304e+02 +1.972711e+05 -1.089502e+07 +8.128477e+09 +2.126878e+10 -9.353513e+12 +2.263670e+14 -2.017552e+17 -1.835231e+18   
Q20-101   +4.999345e+01   +6.278959e-07 -5.907406e-02 -1.185328e-03 -6.441852e-02 -1.539268e+00 +2.152948e+03 +2.377321e+03 +2.652850e+05 +2.864851e+07 -2.283759e+11 -9.533441e+10 -1.311416e+13 -9.102418e+14 +4.607246e+18 +3.067176e+18   +2.319760e-07 -2.175105e-05 -8.049981e-04 +9.773942e-03 +8.674514e-01 -2.041611e+02 -2.793584e+02 +4.170308e+04 +6.313783e+06 +5.010410e+09 +5.649048e+10 -2.197114e+11 -3.169319e+14 -5.483668e+16 -2.795326e+18   
