# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-029   +8.999950e+01   +4.106492e-07 -5.914254e-02 -2.187662e-03 -1.175199e-02 -1.335644e+00 +2.305322e+03 +7.223331e+02 -4.000701e+04 +2.605728e+07 -2.317320e+11 +2.374688e+10 -8.789442e+11 -6.478662e+14 +4.677049e+18 -7.215830e+17   +5.551116e-08 -7.699754e-06 +2.907449e-05 +2.102831e-02 +3.832996e-01 -2.351404e+02 -7.511835e+02 +2.900765e+04 +3.840150e+06 +6.577495e+09 +4.685020e+10 -9.667646e+12 +5.400792e+12 -1.654179e+17 -1.998917e+17   
Q20-030   +8.999850e+01   +7.750551e-07 -5.917429e-02 -7.207950e-04 -2.855569e-02 -7.394784e-02 +2.272890e+03 -1.670648e+03 -6.311639e+03 +8.164332e+06 -2.329015e+11 +7.950910e+10 -4.380642e+12 -4.623184e+14 +4.781505e+18 -2.185483e+17   -5.669828e-09 -1.515217e-05 +4.944242e-04 +2.117542e-02 -4.596708e-01 -2.121355e+02 -6.275508e+02 +5.957634e+02 +9.086669e+06 +7.609139e+09 -4.173448e+10 -8.597656e+12 -5.723679e+14 -1.941241e+17 +1.934101e+18   
Q20-032   +8.999980e+01   +1.812595e-07 -5.920201e-02 -1.027597e-03 -4.405579e-02 -5.362416e-01 +2.275872e+03 +1.033778e+02 -3.224629e+04 +1.294082e+06 -2.339489e+11 -4.610635e+10 +2.747586e+12 +6.987961e+13 +4.787308e+18 +2.501848e+18   -2.922450e-07 -1.547083e-05 +5.282442e-04 +1.102937e-02 -6.551679e-02 -2.210480e+02 -2.316823e+03 +1.034015e+05 +2.628294e+06 +6.889618e+09 +7.958097e+09 -8.098264e+12 -3.658783e+13 -1.902039e+17 +9.740132e+16   
Q20-037   +8.999860e+01   -2.654637e-07 -5.915343e-02 -1.825676e-03 -9.320648e-02 -6.394843e-01 +2.265883e+03 -4.313938e+02 +1.895976e+05 -4.957142e+06 -2.329221e+11 -8.021673e+09 -5.120092e+12 -8.872254e+13 +4.713382e+18 +1.370027e+18   -2.790136e-07 -1.088660e-05 +2.531362e-04 +1.132045e-02 +2.346820e-01 -2.658351e+02 -2.033504e+03 +9.701701e+04 -4.591581e+06 +4.733383e+09 +3.691494e+10 -6.088366e+12 +4.244548e+14 -5.847451e+16 +2.072888e+18   
Q20-040   +8.999830e+01   +8.373224e-07 -5.920308e-02 -2.535121e-04 -7.800566e-02 +8.596366e-01 +2.320237e+03 -3.008681e+03 +4.246731e+04 +2.271736e+07 -2.355200e+11 +9.594800e+10 -1.060668e+12 -3.157563e+14 +4.779423e+18 -3.059421e+18   +3.104641e-08 -8.042315e-06 -2.952239e-04 +1.256674e-02 +1.387201e+00 -2.518662e+02 +3.093307e+03 -5.128317e+04 -4.992897e+05 +5.900559e+09 -1.809923e+11 +7.196144e+11 -3.814686e+14 -1.770720e+17 +5.449955e+18   
Q20-043   +8.999840e+01   +1.711159e-07 -5.904766e-02 -2.278392e-03 -9.067902e-02 -1.429713e+00 +2.347866e+03 +1.338669e+03 +6.338594e+04 +3.196246e+07 -2.341345e+11 +4.379362e+09 +2.200779e+11 -1.129300e+15 +4.763286e+18 +1.999910e+18   +8.159485e-07 -2.033842e-05 -2.675096e-03 +1.408028e-02 +2.920531e+00 -2.431438e+02 +4.942206e+03 +1.644197e+05 -9.806700e+06 +5.150236e+09 -1.379061e+10 -1.568378e+13 +4.387897e+14 -1.465168e+17 -3.593549e+16   
Q20-046   +8.999915e+01   +7.383756e-07 -5.908187e-02 -4.152140e-04 -1.021838e-01 -2.346857e-01 +2.328080e+03 -1.457640e+03 +2.533211e+05 +2.739825e+07 -2.319211e+11 +4.499509e+10 -6.454771e+12 -1.074785e+15 +4.700957e+18 -1.650158e+18   +4.064424e-07 -1.388385e-05 +6.695208e-04 +2.657755e-02 -4.703732e-01 -2.432894e+02 -3.479076e+03 +2.658298e+04 +1.865171e+07 +7.079611e+09 +1.012391e+11 -6.263067e+12 -1.049765e+15 -1.886500e+17 -3.720010e+18   
Q20-047   +8.999830e+01   +1.293172e-06 -5.903552e-02 +5.065409e-04 -6.833595e-02 +6.467862e-01 +2.300629e+03 -2.303876e+03 +1.418718e+05 +2.677822e+07 -2.315243e+11 +1.968226e+10 -2.477133e+12 -8.354421e+14 +4.675296e+18 +2.628559e+18   +2.067225e-07 -8.089986e-06 -2.541568e-04 +1.278080e-02 -7.467504e-01 -1.854227e+02 +3.400605e+03 +1.956904e+05 +1.045638e+07 +4.698105e+09 -1.335822e+11 -8.870040e+12 -4.705961e+14 -1.373244e+17 +4.730369e+18   
Q20-050   +9.000000e+01   +9.703574e-07 -5.909134e-02 -8.439472e-04 -8.698266e-02 -1.918536e+00 +2.369828e+03 -8.372743e+01 +2.162581e+05 +5.555821e+07 -2.327779e+11 -5.587227e+10 -4.401897e+12 -1.883609e+15 +4.744830e+18 +3.721922e+18   +4.270303e-07 -9.025608e-06 -9.786449e-04 +2.645100e-02 +1.671979e+00 -2.278870e+02 +2.084208e+03 -1.568259e+04 -2.078969e+06 +7.820799e+09 -1.886319e+11 -4.487237e+12 -5.762040e+13 -2.018773e+17 +7.979534e+18   
Q20-056   +8.999875e+01   +7.169030e-07 -5.908461e-02 -8.305398e-04 -8.096877e-02 -6.527964e-01 +2.247566e+03 -1.384767e+03 +1.679007e+05 +3.151788e+07 -2.299434e+11 +2.672289e+10 -2.947800e+12 -1.069604e+15 +4.593445e+18 -1.244285e+18   +4.461568e-07 -1.458287e-05 -1.160686e-03 +1.191491e-02 +1.814262e+00 -1.285811e+02 +9.460060e+02 +5.199847e+04 +1.434443e+06 +1.708834e+09 -3.320146e+10 -3.729758e+12 -1.129366e+14 +6.529375e+16 +9.723988e+17   
Q20-058   +8.999875e+01   +1.041279e-06 -5.904526e-02 -3.233190e-04 -8.424641e-02 -1.730370e-01 +2.269385e+03 -2.911083e+02 -3.500518e+02 +3.322275e+07 -2.303096e+11 -1.490825e+10 +1.322252e+12 -1.155457e+15 +4.667817e+18 +3.521303e+18   +3.914473e-07 -7.252366e-06 +4.454380e-06 +1.642094e-02 +6.096055e-01 -1.996626e+02 -3.376967e+03 +1.411373e+05 -2.031323e+05 +5.101032e+09 +1.107984e+11 -1.178913e+13 +7.814349e+13 -4.511869e+16 -1.337266e+18   
Q20-059   +8.999835e+01   +5.443894e-07 -5.908365e-02 -1.119228e-03 -1.364985e-01 -5.718673e-01 +2.282253e+03 +1.523559e+03 +3.015812e+05 +2.729864e+07 -2.289561e+11 -4.186349e+10 -6.385498e+12 -8.154656e+14 +4.598327e+18 +2.853992e+18   +1.706142e-07 -1.986730e-05 +3.624511e-04 +1.394743e-02 -3.893811e-01 -2.537901e+02 -1.758847e+03 +6.261969e+04 -2.816814e+06 +4.404441e+09 +4.787676e+10 -8.718338e+12 +7.378609e+13 +2.428433e+16 -9.881612e+17   
Q20-060   +8.999915e+01   +2.843116e-08 -5.907414e-02 -2.151795e-03 -7.797750e-02 -5.456780e-01 +2.370332e+03 +2.293693e+03 +8.207210e+03 +2.992237e+07 -2.325039e+11 -3.520942e+09 +2.194570e+12 -1.010247e+15 +4.727614e+18 -1.577756e+18   +3.147540e-07 -1.376124e-05 -8.004803e-04 +4.377154e-03 +2.245925e-01 -1.553612e+02 +2.000853e+03 +3.871325e+04 +9.638225e+06 +3.630130e+09 -1.989234e+10 -4.966529e+12 -3.953656e+14 -1.348504e+16 +2.451693e+18   
Q20-062   +8.999845e+01   +6.667972e-07 -5.907814e-02 -1.189676e-03 -1.021655e-01 -3.230230e-01 +2.248434e+03 +3.358866e+03 +1.975818e+05 +2.920645e+07 -2.278568e+11 -1.250489e+11 -1.378319e+12 -1.003599e+15 +4.577439e+18 +4.000618e+18   +3.020513e-07 -1.531559e-05 -5.900506e-04 +2.523555e-02 +1.264521e+00 -2.212023e+02 +2.273472e+02 +7.014493e+04 +2.760402e+06 +3.671739e+09 +1.858275e+10 -1.113444e+13 -2.087478e+14 +4.441392e+16 -1.707568e+18   
