# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-029   +1.099976e+02   +4.187123e-07 -5.903430e-02 -2.095576e-03 -1.470237e-02 -1.198087e+00 +2.299844e+03 -9.196101e+00 +1.536993e+04 +2.350311e+07 -2.302508e+11 +2.904917e+10 -2.909908e+12 -3.570776e+14 +4.660845e+18 +6.577397e+17   +4.634820e-08 -7.188875e-06 +2.469819e-06 +2.141457e-02 +3.831902e-01 -2.469030e+02 -7.153511e+02 +6.819406e+03 +4.784862e+06 +6.071724e+09 +2.961237e+10 -7.959867e+12 -2.600390e+14 -1.705811e+17 +1.031195e+18   
Q20-030   +1.099966e+02   +7.411433e-07 -5.907063e-02 -7.714447e-04 -2.842922e-02 -9.267977e-02 +2.287802e+03 -2.963178e+03 -3.835283e+04 +2.034026e+07 -2.323181e+11 +1.030955e+11 +2.406426e+11 -6.296237e+14 +4.768734e+18 -4.755022e+17   -1.825943e-08 -1.475367e-05 +5.082179e-04 +2.164973e-02 -5.564462e-01 -2.268837e+02 -6.174089e+02 -6.898242e+04 +1.158494e+07 +7.987284e+09 -4.506428e+10 -8.613841e+12 -2.139587e+14 -2.353819e+17 +2.767346e+18   
Q20-032   +1.099978e+02   +1.481876e-07 -5.909683e-02 -1.070711e-03 -4.440706e-02 -4.642720e-01 +2.287975e+03 +5.360873e+02 +2.218139e+04 +4.416715e+05 -2.326990e+11 +5.242718e+09 -1.214819e+12 -5.571715e+13 +4.735899e+18 +2.835409e+16   -2.610868e-07 -1.498134e-05 +4.024001e-04 +1.081626e-02 -6.719842e-02 -2.315962e+02 -2.709412e+03 +1.535767e+05 +3.779709e+06 +5.964375e+09 +5.793197e+10 -9.289104e+12 -1.120139e+14 -1.572274e+17 -1.452845e+18   
Q20-037   +1.099967e+02   -3.521952e-07 -5.904524e-02 -2.131516e-03 -9.052318e-02 -1.019939e+00 +2.290977e+03 +1.435960e+03 +2.267012e+05 +1.319567e+06 -2.332070e+11 -4.915908e+10 -4.995206e+12 -6.379062e+13 +4.712940e+18 +4.975947e+18   -3.731443e-07 -1.038225e-05 +5.398100e-04 +8.859441e-03 -7.000115e-03 -2.821384e+02 -3.064141e+03 +1.838804e+05 -2.927083e+06 +4.433979e+09 +5.929685e+10 -8.330532e+12 +3.394879e+13 -6.870261e+16 +1.083832e+18   
Q20-040   +1.099962e+02   +8.752831e-07 -5.908471e-02 -8.296871e-05 -7.650558e-02 +9.974490e-01 +2.327599e+03 -4.382280e+03 +6.145390e+03 +2.293972e+07 -2.344284e+11 +1.526238e+11 -3.959987e+11 -6.801517e+14 +4.744666e+18 -3.640362e+18   -7.813595e-08 -7.648449e-06 +6.629847e-05 +1.204785e-02 +1.318326e+00 -2.502040e+02 +1.839521e+03 +3.435309e+04 -2.861103e+06 +4.881821e+09 -1.311508e+11 -7.904500e+12 -6.683674e+14 -1.768535e+17 +2.944817e+18   
Q20-043   +1.099966e+02   +5.201569e-08 -5.889932e-02 -2.673362e-03 -8.946262e-02 -1.717909e+00 +2.371930e+03 +3.768106e+03 +5.304939e+04 +3.284245e+07 -2.337447e+11 -6.758202e+10 +7.969765e+10 -9.919779e+14 +4.762825e+18 +3.046825e+18   +9.214421e-07 -1.960772e-05 -3.106833e-03 +1.425231e-02 +2.998101e+00 -2.817695e+02 +4.903866e+03 +2.502630e+05 -4.329599e+06 +5.429462e+09 +2.795406e+10 -1.512173e+13 +9.640480e+13 -1.138309e+17 -1.113964e+18   
Q20-046   +1.099976e+02   +7.219114e-07 -5.894716e-02 -4.290615e-04 -1.004497e-01 -2.930158e-01 +2.332076e+03 -1.689214e+03 +3.668385e+05 +3.065425e+07 -2.305601e+11 +3.024030e+10 -1.073900e+13 -1.031720e+15 +4.661234e+18 -1.246624e+18   +1.140358e-07 -1.340834e-05 +1.680829e-03 +2.764696e-02 -1.031787e+00 -2.462390e+02 -6.942611e+03 -6.278653e+04 +1.404432e+07 +6.932652e+09 +1.712737e+11 -3.305593e+12 -8.114127e+14 -1.843459e+17 -2.473337e+18   
Q20-047   +1.099963e+02   +1.348481e-06 -5.888344e-02 +7.231211e-04 -6.846498e-02 +8.506964e-01 +2.321436e+03 -2.931222e+03 +7.847335e+04 +3.358380e+07 -2.315864e+11 +1.255093e+10 -4.686738e+11 -9.619714e+14 +4.683445e+18 +3.572020e+18   +2.499375e-07 -7.658642e-06 -4.549229e-04 +1.364113e-02 -5.995780e-01 -1.984269e+02 +3.028898e+03 +1.526733e+05 +7.658040e+06 +4.031176e+09 -1.412000e+11 -8.407311e+12 -9.301058e+13 -1.250912e+17 +4.900835e+18   
Q20-050   +1.099986e+02   +1.029840e-06 -5.893607e-02 -5.927566e-04 -8.455218e-02 -1.811498e+00 +2.376662e+03 -6.053297e+02 +1.912640e+05 +5.639721e+07 -2.317260e+11 -8.137754e+10 -3.757204e+12 -2.146455e+15 +4.739999e+18 +3.609399e+18   +3.727084e-07 -8.911290e-06 -8.556098e-04 +2.616463e-02 +1.497209e+00 -2.298906e+02 +1.343751e+03 -2.257577e+04 -1.853164e+06 +7.774895e+09 -1.722116e+11 -3.928375e+12 -1.022045e+14 -2.033307e+17 +7.614415e+18   
Q20-056   +1.099967e+02   +7.175186e-07 -5.892646e-02 -7.881300e-04 -8.057770e-02 -5.217481e-01 +2.261381e+03 -1.385797e+03 +1.502123e+05 +2.723205e+07 -2.292426e+11 +9.175721e+09 -5.566295e+12 -8.968276e+14 +4.613131e+18 +9.139056e+17   +4.644998e-07 -1.463212e-05 -1.256101e-03 +1.086824e-02 +1.932985e+00 -1.266783e+02 +1.229099e+03 +9.962335e+04 +3.156180e+06 +1.704683e+09 -3.270928e+10 -6.651103e+12 -4.051128e+14 +4.273685e+16 +7.747783e+17   
Q20-058   +1.099972e+02   +1.052530e-06 -5.888641e-02 -2.596046e-04 -8.267525e-02 -1.611732e-01 +2.288392e+03 -3.626892e+02 +5.489551e+03 +3.629014e+07 -2.296158e+11 -3.721259e+10 +1.681219e+12 -1.198499e+15 +4.647726e+18 +2.291843e+18   +3.802124e-07 -7.303128e-06 -9.018309e-06 +1.678608e-02 +6.739963e-01 -2.072233e+02 -3.137123e+03 +1.338731e+05 -3.342569e+06 +5.037798e+09 +9.262472e+10 -1.098926e+13 +2.686566e+14 -3.445491e+16 -1.331385e+18   
Q20-059   +1.099962e+02   +5.420174e-07 -5.892102e-02 -1.050404e-03 -1.318875e-01 -5.349340e-01 +2.300333e+03 +9.321840e+02 +3.417685e+05 +2.789879e+07 -2.279694e+11 -4.475286e+10 -6.677614e+12 -7.572184e+14 +4.592530e+18 +3.267495e+18   +1.392270e-07 -1.980238e-05 +4.518075e-04 +1.426944e-02 -4.552504e-01 -2.565996e+02 -1.650886e+03 +4.334472e+03 -3.088794e+06 +4.148142e+09 +1.519118e+10 -6.703978e+12 +1.715332e+14 +2.397324e+16 +6.276918e+16   
Q20-060   +1.099972e+02   +2.414966e-08 -5.890929e-02 -2.108630e-03 -7.302868e-02 -5.040986e-01 +2.392109e+03 +2.478733e+03 +2.949690e+04 +2.414157e+07 -2.316534e+11 +7.913631e+09 +2.950477e+11 -7.884327e+14 +4.714605e+18 -9.649664e+17   +2.775986e-07 -1.369519e-05 -6.887580e-04 +3.643608e-03 +5.278964e-02 -1.568955e+02 +2.151785e+03 +7.381768e+04 +9.902788e+06 +3.613606e+09 -2.733248e+10 -5.103691e+12 -3.841112e+14 -7.815758e+15 +1.310756e+18   
Q20-062   +1.099965e+02   +6.604894e-07 -5.892086e-02 -1.167023e-03 -9.830176e-02 -2.755420e-01 +2.269949e+03 +2.775251e+03 +1.907542e+05 +2.808689e+07 -2.269803e+11 -1.227894e+11 -3.188611e+12 -7.152137e+14 +4.585628e+18 +4.288491e+18   +2.650370e-07 -1.520939e-05 -5.056513e-04 +2.456145e-02 +1.180467e+00 -2.284795e+02 -1.702694e+02 +1.060033e+05 +2.619134e+06 +3.738489e+09 +1.726791e+10 -1.085963e+13 -7.328101e+13 +3.366543e+16 -9.022322e+17   
Q20-064   +1.099968e+02   +6.321471e-07 -5.899613e-02 -1.751120e-03 -5.561794e-02 -1.215094e+00 +2.307073e+03 +1.084822e+03 +2.015816e+04 +2.933356e+07 -2.292877e+11 +3.830553e+10 -1.173251e+12 -1.010497e+15 +4.608939e+18 -2.502220e+18   +3.925918e-07 -1.318473e-05 -4.082280e-04 +1.981060e-02 -7.834973e-02 -2.684197e+02 +8.411284e+02 +2.874227e+05 +1.617895e+07 +7.300633e+09 -7.500028e+10 -2.217735e+13 -5.816987e+14 -1.323552e+17 +4.504047e+18   
Q20-067   +1.099967e+02   +1.138474e-06 -5.903109e-02 +1.900757e-03 -9.217313e-02 +1.787963e+00 +2.347396e+03 -9.604061e+03 +2.368637e+05 +1.222151e+07 -2.318660e+11 +1.677225e+11 -3.555144e+12 -5.550375e+14 +4.707223e+18 -1.508596e+18   +2.841679e-07 -3.118558e-05 -1.179676e-03 +1.322867e-02 +9.349462e-01 -1.927738e+02 +2.548590e+03 +1.176476e+05 -3.084624e+05 +4.738975e+09 -1.472228e+11 -7.727671e+12 -3.290192e+14 -9.612034e+16 +5.101415e+18   
Q20-070   +1.099959e+02   +6.447622e-07 -5.895487e-02 -1.751672e-03 -1.639391e-02 -1.960551e+00 +2.329900e+03 +2.803541e+03 -1.209952e+04 +3.122933e+07 -2.286928e+11 -6.219712e+10 +5.800343e+12 -1.245866e+15 +4.591024e+18 +3.432543e+18   +9.797038e-07 +5.183461e-06 -2.473982e-03 +1.942491e-02 +8.571789e-01 -2.214192e+02 +7.028627e+03 +3.843331e+04 +2.091856e+07 +4.302406e+09 -8.972563e+10 -3.107260e+12 -9.443543e+14 -3.909233e+16 -1.109029e+18   
Q20-072   +1.099966e+02   +1.851175e-07 -5.893479e-02 -1.614100e-03 -1.153903e-01 -1.417901e+00 +2.353873e+03 +2.333867e+03 +3.029067e+05 +2.374002e+06 -2.324321e+11 +6.221109e+09 -7.387749e+12 -2.038404e+14 +4.711386e+18 -1.668315e+18   +9.828013e-07 +2.206987e-05 -1.485131e-03 +2.125750e-04 +3.068121e-01 -2.157908e+02 +4.560558e+03 +1.057180e+05 +1.070105e+07 +5.748714e+09 -6.463082e+10 -9.512949e+12 -4.288661e+14 -1.074667e+17 +1.969216e+18   
