# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-004   +3.998750e+00   -6.412744e-07 -6.588464e-02 -5.930913e-03 -1.201981e-01 -8.536560e+00 +1.942682e+03 -8.178271e+03 -4.594353e+05 -9.525287e+07 -2.452594e+11 -2.090889e+11 +9.390077e+13 +5.951395e+15 +4.989467e+18 -5.015887e+18   +7.260644e-07 +2.431549e-07 +1.429905e-03 +6.695202e-02 +2.225764e+00 +6.734995e+01 -2.042508e+03 +2.029180e+06 +3.696750e+08 -1.051774e+10 -1.783017e+12 +6.078737e+13 +4.363251e+15 -1.004615e+18 -5.457741e+19   
Q20-008   +3.998900e+00   +6.011973e-07 -6.569029e-02 -3.301118e-03 -3.930801e-02 -1.918607e+00 +2.169004e+03 +2.189324e+03 -1.132371e+05 +4.146480e+06 -2.496184e+11 -1.924097e+11 -8.390015e+12 -2.400524e+15 +5.276073e+18 -1.582590e+18   +1.035659e-06 -2.201028e-05 -6.205567e-04 +5.249559e-02 +1.618362e+00 -3.028113e+02 -2.110775e+03 +1.938409e+05 +1.761529e+07 +2.583045e+08 +2.378660e+10 -6.058904e+11 -3.724567e+15 -2.815594e+17 -1.823509e+19   
Q20-017   +3.997950e+00   +6.052014e-07 -6.582358e-02 -3.636476e-03 -5.891169e-02 -2.053564e+00 +2.021272e+03 +9.428442e+03 +9.515069e+04 -1.322481e+07 -2.561768e+11 -2.425013e+11 -1.677499e+13 -2.918000e+14 +5.409652e+18 -1.238808e+18   -2.086805e-06 -3.772153e-06 +9.580535e-03 +1.779644e-02 -5.278205e+00 -2.160331e+02 -2.758106e+04 +4.298260e+05 +4.977826e+07 +3.462762e+09 +7.863833e+10 +9.250723e+12 +2.585212e+12 +8.104351e+15 -1.082488e+19   
Q20-019   +3.998150e+00   +2.353293e-06 -6.538434e-02 +9.234523e-04 -8.464495e-02 -8.578317e-01 +2.051804e+03 -8.934242e+03 +5.999492e+05 +3.040319e+07 -2.472057e+11 +1.692513e+11 +5.220004e+12 -1.216012e+15 +5.413756e+18 +1.228410e+19   +6.451329e-07 +1.680636e-05 +8.274389e-04 -9.075145e-03 -7.587999e-01 -2.884309e+02 -3.276903e+04 +6.867616e+05 +6.775921e+07 +7.978375e+09 -4.448930e+11 +2.663432e+13 +2.036879e+15 -1.058266e+17 +5.034351e+18   
Q20-020   +3.997500e+00   +1.838198e-06 -6.612123e-02 -8.896660e-04 +2.189254e-02 -1.448836e+00 +2.224002e+03 +5.567707e+03 +6.997018e+05 +9.502859e+07 -2.577236e+11 +3.840318e+10 +1.657270e+13 -1.449992e+14 +5.161956e+18 -6.744395e+18   -7.559727e-07 -2.097447e-05 +6.110136e-03 +1.384535e-02 -3.791710e+00 -2.572580e+02 -2.223304e+04 -1.237407e+05 +3.246502e+07 +1.665065e+09 +6.886892e+10 -2.334554e+13 -1.384777e+15 -2.242010e+17 -2.456823e+19   
Q20-024   +3.998050e+00   +2.521659e-06 -6.536179e-02 +1.898275e-03 -9.278491e-02 -1.481745e+00 +1.901347e+03 -9.632011e+03 -4.366391e+04 +6.299624e+07 -2.546389e+11 +9.322067e+10 +6.841298e+12 -1.198026e+15 +5.103440e+18 +9.375928e+18   -7.733360e-07 -1.482687e-05 +6.043053e-03 -2.236739e-03 -3.047661e+00 -2.483392e+02 -2.317400e+04 +6.816533e+05 +5.177004e+06 +4.853574e+09 +5.312070e+10 -6.447188e+12 +6.558998e+14 -1.191990e+17 -1.467365e+19   
Q20-025   +3.997550e+00   +2.119572e-06 -6.542905e-02 +2.210112e-03 -3.582549e-02 -1.500552e+00 +1.959607e+03 +9.021533e+03 +2.577914e+06 -4.859519e+07 -2.693262e+11 +8.929667e+11 -5.019942e+13 -5.795360e+15 +4.643251e+18 -1.713036e+19   +3.093807e-06 -2.313381e-05 -8.096859e-03 -2.361970e-02 +4.715753e+00 -2.323951e+02 +1.663650e+04 -8.527110e+05 +1.607097e+07 +9.164693e+09 -4.424275e+11 -8.277410e+13 +5.330713e+15 +1.100693e+17 -3.040920e+19   
Q20-096   +3.998000e+00   +3.360243e-06 -6.577734e-02 +3.729667e-03 -5.130353e-03 +5.219645e-01 +2.041217e+03 -2.092821e+04 +1.340304e+05 -1.241707e+08 -2.361343e+11 +6.487546e+10 -2.049153e+13 -1.443569e+15 +4.948132e+18 +3.008474e+19   -3.132086e-07 -1.312278e-05 +4.474807e-03 +6.248902e-03 -1.994283e+00 -2.635738e+02 -1.985132e+04 -9.679020e+04 +8.927926e+07 -7.260110e+08 -3.216368e+11 -2.247775e+13 -1.910052e+15 -2.546778e+17 +1.655947e+19   
Q20-097   +3.997750e+00   +1.992225e-06 -6.602169e-02 -1.190075e-03 -8.803572e-02 -1.684572e+00 +1.871159e+03 +4.504596e+03 +6.320996e+05 +8.676408e+07 -2.581815e+11 +3.726221e+11 +5.842004e+12 -3.768267e+14 +5.030089e+18 +4.851231e+18   -3.285330e-07 +1.954442e-05 +3.183008e-03 -7.212740e-03 +2.501915e-01 -2.396113e+02 -8.484005e+03 +2.852184e+05 +2.417919e+07 +6.491126e+09 +2.483194e+11 +2.927277e+13 -4.953616e+14 -2.749447e+17 -1.523182e+19   
Q20-101   +3.996000e+00   +2.139808e-06 -6.593734e-02 +4.289177e-04 -5.355148e-02 -1.607641e+00 +1.928849e+03 -2.362245e+03 +3.381454e+05 +2.316403e+07 -2.486455e+11 +3.638614e+10 -1.624306e+13 -1.906737e+15 +5.327895e+18 +8.586371e+18   +1.334271e-06 -1.759506e-05 -2.493533e-03 +1.279363e-02 +2.655996e+00 -2.000545e+02 +3.872975e+03 +1.420700e+05 +1.494504e+07 +4.797307e+09 +1.398202e+11 -2.210761e+13 -9.900803e+14 -7.950443e+15 -1.103189e+19   
Q20-103   +3.997800e+00   +1.597629e-06 -6.577425e-02 +1.223860e-03 -1.766251e-02 +7.929239e-01 +1.921728e+03 -6.104375e+03 +3.548254e+05 +7.370296e+06 -2.480835e+11 -2.114039e+09 +1.777200e+13 +2.517892e+15 +5.324456e+18 +6.730677e+18   +1.827455e-06 -6.724866e-06 -4.819218e-03 +1.370453e-02 +3.355080e+00 -1.967995e+02 +1.854833e+04 +2.287266e+05 +3.028346e+07 +3.499637e+09 -3.077730e+11 -1.287391e+13 -5.905951e+14 +1.146684e+17 +7.732073e+18   
Q20-104   +3.999100e+00   +3.463912e-06 -6.640292e-02 +5.636923e-03 -4.560679e-02 +4.320542e+00 +2.251577e+03 -2.803883e+04 +5.835923e+05 +6.239209e+07 -2.618712e+11 -5.993624e+11 -2.759791e+13 +1.543485e+13 +4.106469e+18 +4.318592e+18   +1.189382e-06 -1.936505e-05 -2.239001e-03 +3.387567e-02 +1.376275e+00 -1.723684e+02 +6.512713e+03 +2.336505e+05 -3.365340e+07 +1.409690e+09 +8.476552e+11 +1.587867e+13 -1.238779e+15 -9.827979e+16 +7.559473e+19   
Q20-134   +3.997900e+00   +2.460968e-06 -6.573439e-02 +3.824811e-03 -7.863581e-02 +2.964844e+00 +2.095576e+03 -9.082728e+03 -6.009953e+05 +7.743563e+07 -2.561827e+11 +4.814443e+10 +2.072314e+13 +1.098373e+15 +5.213194e+18 -2.444663e+19   +6.665975e-07 +1.267734e-05 +1.406125e-04 +1.018804e-02 +4.265995e+00 -1.219825e+02 -1.360442e+04 +5.591408e+05 +8.310068e+07 +4.102799e+09 +4.654981e+11 -2.325364e+13 -7.072055e+13 +7.532392e+15 +8.961195e+18   
Q20-135   +3.997900e+00   +1.322493e-06 -6.542272e-02 -2.765972e-03 -1.294994e-01 -1.772472e+00 +2.045031e+03 +7.271950e+03 +1.519495e+05 +5.948781e+07 -2.499445e+11 +1.894316e+10 +1.893925e+13 +1.240964e+15 +5.241782e+18 +4.852888e+18   -3.185270e-07 -8.484447e-06 +2.833305e-03 +4.470805e-02 -8.480777e-01 -2.309025e+01 -1.182097e+04 +2.607672e+04 +1.128532e+07 -3.111346e+09 +4.256182e+10 -7.383114e+12 -6.674126e+14 +1.635234e+17 -8.368098e+18   
Q20-148   +3.998550e+00   -4.361751e-07 -6.597374e-02 -7.530845e-03 -3.681382e-02 -2.745345e+00 +2.116476e+03 +1.862499e+04 -4.229343e+04 +1.262634e+07 -2.517493e+11 -2.748671e+11 -1.472237e+13 -1.733483e+14 +5.347363e+18 -4.943860e+18   +1.387531e-06 -1.831975e-05 -2.174851e-03 +2.135228e-02 +1.033999e+00 -1.396057e+02 +3.901644e+03 +8.581706e+04 +3.321004e+07 -1.691483e+09 +7.232902e+10 -1.724482e+13 -3.031326e+14 -1.836359e+17 +1.824314e+19   
