# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-029   +4.999560e+01   +4.366374e-07 -5.914811e-02 -2.231870e-03 -1.301847e-02 -1.306342e+00 +2.333105e+03 +1.419539e+03 +5.229726e+03 +3.310209e+07 -2.326221e+11 +7.046860e+10 -2.882188e+12 -1.117233e+15 +4.700046e+18 -2.475504e+18   +8.024186e-08 -8.184902e-06 +5.210373e-05 +2.005843e-02 +4.516065e-01 -2.068052e+02 -7.303449e+02 +1.264926e+04 -3.034463e+06 +5.868096e+09 +5.080873e+10 -9.851599e+12 -2.865936e+14 -1.201388e+17 +1.942259e+18   
Q20-030   +4.999465e+01   +8.691494e-07 -5.917547e-02 -6.032453e-04 -3.056927e-02 -4.528907e-02 +2.309835e+03 -2.073530e+03 -4.529401e+04 +1.624015e+07 -2.340858e+11 +2.837420e+10 +9.261841e+11 -4.468710e+14 +4.772825e+18 +2.909199e+18   +2.144521e-09 -1.529377e-05 +5.726923e-04 +2.080493e-02 -4.623633e-01 -1.874280e+02 -7.420248e+02 -6.575052e+04 +1.270809e+07 +7.577533e+09 -4.616850e+10 -6.826446e+12 -5.732305e+14 -2.144011e+17 +3.033165e+18   
Q20-032   +4.999555e+01   +2.573185e-07 -5.920497e-02 -9.430635e-04 -4.117878e-02 -5.648763e-01 +2.290898e+03 -4.366923e+02 -3.069505e+04 +1.815492e+06 -2.343153e+11 +1.900137e+10 +7.255598e+12 +2.095076e+14 +4.816061e+18 -7.556070e+17   -3.841412e-07 -1.583300e-05 +9.359065e-04 +1.095002e-02 -3.007340e-01 -1.992297e+02 -4.046866e+03 -7.134645e+03 -4.686671e+06 +6.076807e+09 +2.789752e+09 -7.826375e+12 +5.553858e+14 -1.579219e+17 +1.722573e+18   
Q20-037   +4.999450e+01   -1.321392e-07 -5.915701e-02 -1.579227e-03 -9.362020e-02 -7.238916e-01 +2.296045e+03 +7.740956e+02 +1.143191e+05 +2.313346e+06 -2.324118e+11 +1.182669e+10 +2.892728e+12 -1.334901e+13 +4.685417e+18 -8.111068e+17   -1.578812e-07 -1.214832e-05 -6.271852e-05 +1.165717e-02 +4.874536e-01 -2.246679e+02 -1.637795e+03 +1.004530e+05 -2.201708e+06 +4.487322e+09 +5.200606e+10 -1.146139e+13 -1.679880e+14 -3.086432e+16 +1.133952e+18   
Q20-040   +4.999410e+01   +9.023279e-07 -5.921805e-02 -1.682023e-04 -8.331535e-02 +9.493796e-01 +2.314911e+03 -3.121094e+03 +1.500228e+05 +2.197269e+07 -2.325660e+11 +6.556682e+10 -1.728905e+12 -2.859139e+14 +4.666489e+18 -1.217903e+18   +1.230362e-07 -9.504520e-06 -5.056619e-04 +1.035202e-02 +1.391400e+00 -2.147425e+02 +5.532433e+02 -1.666815e+03 -4.447269e+06 +6.714270e+09 -1.065417e+11 -5.805817e+12 +1.921376e+14 -1.805294e+17 +2.021699e+18   
Q20-043   +4.999450e+01   +2.389221e-07 -5.906900e-02 -2.244715e-03 -8.986655e-02 -1.481037e+00 +2.354303e+03 +2.081309e+03 +1.244690e+05 +4.168407e+07 -2.329450e+11 -2.251520e+10 +3.816094e+12 -9.291392e+14 +4.751027e+18 +1.342799e+17   +7.181510e-07 -2.163320e-05 -2.253754e-03 +1.524465e-02 +2.424421e+00 -2.066525e+02 +3.460695e+03 +1.489039e+05 -6.294380e+06 +5.888644e+09 -1.396119e+11 -8.360384e+12 +2.375039e+12 -1.446014e+17 -7.739197e+17   
Q20-046   +4.999545e+01   +7.675941e-07 -5.909282e-02 -5.121250e-04 -1.030810e-01 -3.639709e-01 +2.351102e+03 -1.635353e+03 +2.463272e+05 +2.629499e+07 -2.329214e+11 -4.636038e+10 -9.468016e+12 -1.260697e+15 +4.742474e+18 +2.534643e+18   +5.846332e-07 -1.454272e-05 +2.499681e-04 +2.478892e-02 -1.350380e-01 -2.012911e+02 -2.930187e+03 -9.211506e+04 +1.386618e+07 +6.740631e+09 +1.105544e+11 -6.906671e+12 -8.139059e+14 -1.687789e+17 -3.480151e+18   
Q20-047   +4.999445e+01   +1.337337e-06 -5.906018e-02 +5.347234e-04 -6.920074e-02 +8.729633e-01 +2.324620e+03 -1.040225e+03 +7.579973e+04 +2.815036e+07 -2.312135e+11 +1.427563e+10 -5.167286e+12 -3.231853e+14 +4.700226e+18 +3.187516e+17   +3.141461e-07 -8.794784e-06 -5.518485e-04 +1.413722e-02 -5.591897e-01 -1.756235e+02 +4.393008e+03 +2.152975e+04 +1.385282e+07 +4.710897e+09 -1.105778e+11 -6.352607e+12 +9.550600e+13 -1.501999e+17 +2.588623e+18   
Q20-050   +4.999595e+01   +1.037731e-06 -5.911919e-02 -7.759929e-04 -8.455999e-02 -2.058077e+00 +2.380497e+03 -5.746623e+02 +1.675771e+05 +5.771299e+07 -2.328367e+11 -9.108834e+10 -4.531047e+12 -1.918318e+15 +4.750187e+18 +1.669015e+18   +4.197220e-07 -8.822997e-06 -8.257647e-04 +2.467446e-02 +1.487294e+00 -2.140737e+02 +1.748784e+03 -4.918682e+02 +6.942568e+05 +7.732054e+09 -1.538281e+11 -4.714770e+12 -4.522626e+13 -1.932341e+17 +8.146522e+18   
Q20-056   +4.999465e+01   +7.509582e-07 -5.909644e-02 -8.189942e-04 -7.976301e-02 -5.403172e-01 +2.263904e+03 -5.840531e+02 +1.894066e+05 +2.537245e+07 -2.306869e+11 -1.622136e+10 -2.592049e+12 -9.964144e+14 +4.601390e+18 +8.105549e+17   +4.057030e-07 -1.480103e-05 -9.122924e-04 +1.065342e-02 +1.669271e+00 -1.171080e+02 +8.474341e+02 +6.789863e+04 +7.610476e+06 +1.362091e+09 -8.223108e+10 -4.384961e+12 -3.573380e+14 +5.694577e+16 +1.403147e+18   
Q20-058   +4.999475e+01   +1.014654e-06 -5.906010e-02 -4.880928e-04 -8.664472e-02 -2.847925e-01 +2.270354e+03 +5.723179e+02 -2.434132e+03 +3.048718e+07 -2.301872e+11 -6.329135e+10 -8.608932e+11 -1.123218e+15 +4.659489e+18 +2.633246e+18   +4.147708e-07 -7.307691e-06 +4.048993e-05 +1.700973e-02 +5.819499e-01 -1.924605e+02 -3.168451e+03 +1.482478e+05 -2.717727e+06 +4.774433e+09 +1.126988e+11 -1.232222e+13 +8.364378e+12 -4.847575e+16 -1.672149e+18   
Q20-059   +4.999425e+01   +5.457014e-07 -5.910978e-02 -1.298355e-03 -1.442263e-01 -8.282921e-01 +2.290669e+03 +1.670769e+03 +3.804217e+05 +3.061262e+07 -2.288511e+11 -3.958039e+10 -8.246734e+12 -8.108783e+14 +4.587764e+18 +1.656692e+18   +2.637055e-07 -1.999721e-05 +1.356071e-04 +1.378584e-02 -2.165111e-01 -2.444057e+02 -1.502168e+03 +2.163103e+03 -8.364574e+05 +4.421398e+09 +2.984921e+10 -4.353793e+12 +3.617236e+13 +2.514745e+16 -4.821757e+17   
Q20-060   +4.999500e+01   +5.273641e-08 -5.910143e-02 -2.226767e-03 -8.416994e-02 -6.248171e-01 +2.376490e+03 +2.461910e+03 +4.703488e+04 +2.420408e+07 -2.323332e+11 +8.608249e+09 +2.174401e+12 -7.961308e+14 +4.716200e+18 -1.726756e+18   +4.050821e-07 -1.388417e-05 -1.015922e-03 +3.978584e-03 +4.579018e-01 -1.484417e+02 +2.920732e+03 +3.388191e+03 +6.961978e+06 +3.622450e+09 -7.256832e+10 -4.309997e+12 -5.978654e+14 -1.939941e+16 +2.379184e+18   
Q20-062   +4.999480e+01   +7.312965e-07 -5.908749e-02 -1.078867e-03 -1.047785e-01 -3.402638e-01 +2.261143e+03 +3.091904e+03 +2.024459e+05 +2.926504e+07 -2.280969e+11 -1.403714e+11 -3.024359e+12 -7.561046e+14 +4.582193e+18 +3.533854e+18   +4.043605e-07 -1.540182e-05 -8.230580e-04 +2.482918e-02 +1.403529e+00 -2.089625e+02 +4.024877e+02 +3.202413e+04 +2.876329e+06 +3.604853e+09 +3.697607e+10 -9.831072e+12 -3.244535e+13 +4.499338e+16 -1.979084e+18   
Q20-064   +4.999475e+01   +1.134558e-06 -5.913841e-02 -2.114290e-04 -5.316886e-02 -2.376246e-01 +2.324560e+03 -2.223693e+03 -7.001443e+04 +2.388851e+07 -2.310557e+11 -2.124149e+10 +6.212218e+12 -3.375316e+14 +4.622463e+18 -8.093712e+17   +4.835266e-07 -1.342065e-05 -6.103553e-04 +1.907602e-02 +3.373662e-01 -2.513494e+02 +1.011640e+03 +2.294265e+05 +1.966389e+06 +6.955032e+09 +2.674343e+10 -1.900731e+13 -3.048056e+14 -1.500631e+17 +1.193372e+18   
Q20-067   +4.999490e+01   +9.241529e-07 -5.916103e-02 +1.025100e-03 -9.698639e-02 +1.126863e+00 +2.347605e+03 -7.892663e+03 +2.781004e+05 +9.723392e+06 -2.322893e+11 +1.312531e+11 -4.676125e+12 -3.433370e+14 +4.714439e+18 -2.629688e+18   +3.249859e-07 -3.166979e-05 -1.223507e-03 +1.209667e-02 +8.512576e-01 -1.798061e+02 +2.326481e+03 +1.109715e+05 +3.978960e+06 +5.192196e+09 -9.432406e+10 -5.724736e+12 -3.725564e+14 -7.914667e+16 +2.425485e+18   
Q20-070   +4.999400e+01   +7.673757e-07 -5.911975e-02 -1.519192e-03 -1.346278e-02 -2.172521e+00 +2.315178e+03 +5.496374e+02 -3.507813e+04 +3.104349e+07 -2.300230e+11 +5.936072e+10 -9.775799e+11 -1.523110e+15 +4.593129e+18 +7.570828e+17   +8.727583e-07 +5.108493e-06 -1.871291e-03 +1.892534e-02 +2.284638e-01 -2.345029e+02 +4.001214e+03 +1.278265e+05 +2.100574e+07 +5.260907e+09 -4.297888e+10 -5.496636e+12 -1.433255e+15 -3.356623e+16 +2.891819e+18   
Q20-072   +4.999420e+01   +3.337671e-07 -5.912538e-02 -1.287664e-03 -1.224224e-01 -1.127527e+00 +2.335349e+03 +2.369055e+03 +1.718823e+05 +9.104996e+06 -2.332131e+11 -7.190744e+09 -5.790556e+12 -2.592269e+14 +4.736753e+18 +1.313415e+18   +9.900002e-07 +2.178873e-05 -1.322416e-03 +1.290901e-04 +3.321377e-01 -2.059359e+02 +3.883004e+03 +1.174487e+05 +1.818004e+07 +5.114239e+09 -2.227982e+10 -6.604486e+12 -3.955299e+14 -1.057194e+17 +7.611341e+17   
