# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-006   +5.997450e+00   +3.953185e-07 -6.294220e-02 -3.201217e-03 -1.284760e-01 -2.561812e+00 +2.408790e+03 +4.264808e+03 -8.875234e+03 -7.942162e+06 -2.469333e+11 -2.893913e+11 -1.390147e+13 +3.718209e+14 +5.015283e+18 -7.624187e+18   +9.492474e-07 -9.230059e-06 -1.615595e-03 +2.892874e-02 +6.908930e-01 -1.257866e+02 +2.385866e+02 -1.427268e+04 +3.862523e+07 +2.522190e+09 -2.200722e+11 +6.040702e+12 +1.416044e+14 +1.791847e+16 -5.117080e+18   
Q20-018   +5.997200e+00   +1.479904e-06 -6.260863e-02 +5.518859e-04 -9.414388e-02 +4.773876e-01 +2.269094e+03 -6.767972e+03 +2.688766e+03 +1.671328e+07 -2.466756e+11 +2.177031e+11 -5.504787e+12 -5.229595e+14 +4.937409e+18 +7.537134e+18   +4.310583e-07 -2.454587e-05 -6.746660e-04 +1.493434e-02 +9.921068e-01 -2.006855e+02 +1.099547e+03 +9.956408e+04 -9.020893e+06 +1.848021e+09 -3.533291e+10 -5.611832e+12 -6.903843e+14 -2.110128e+17 -1.024571e+19   
Q20-031   +5.997450e+00   +1.950854e-06 -6.253758e-02 +9.157212e-04 -7.709438e-02 +2.207196e-01 +2.193671e+03 -4.343398e+03 +7.346937e+04 +5.494255e+07 -2.453658e+11 +1.686185e+11 -9.760200e+12 -4.825746e+14 +5.009851e+18 +8.983490e+18   +1.450198e-06 -1.551042e-05 -2.342656e-03 +2.452306e-02 +1.991321e+00 -1.824244e+02 +1.844454e+03 +1.104697e+05 +1.601486e+07 +6.194339e+09 -8.951343e+08 -4.116359e+12 -6.293458e+14 -1.990958e+16 +1.177731e+18   
Q20-042   +5.997450e+00   +7.593811e-07 -6.269633e-02 -1.037847e-03 -1.071297e-01 -2.924370e-01 +2.238171e+03 +4.674939e+03 -2.737353e+05 +1.820082e+07 -2.525550e+11 +7.085115e+10 +2.436389e+12 -3.984719e+13 +4.367118e+18 +8.618963e+17   +8.800939e-07 -1.248456e-05 -1.160324e-03 +7.597379e-03 +2.710824e+00 -1.145080e+02 +2.129016e+03 -1.306154e+05 -1.969007e+07 +3.957250e+09 -2.024340e+11 -1.963051e+13 -2.099767e+15 -1.147673e+17 -8.130144e+18   
Q20-052   +5.997100e+00   +1.173094e-06 -6.277096e-02 -3.834974e-04 -2.399667e-02 -1.127435e+00 +2.256432e+03 -5.800712e+03 +3.359267e+05 +2.182522e+06 -2.431975e+11 +1.383405e+11 +6.878578e+12 -9.173444e+14 +4.871238e+18 +9.746954e+18   +6.264866e-08 -4.758937e-06 +6.358220e-04 +8.564233e-03 -3.772847e-02 -1.872520e+02 -4.629202e+03 -7.686912e+04 +1.737343e+07 +3.511426e+09 +9.414999e+09 -9.612316e+12 -6.976832e+14 +1.175118e+16 +1.756120e+18   
Q20-054   +5.997600e+00   +2.615891e-06 -6.281102e-02 +4.469218e-03 -4.917820e-02 +2.686388e+00 +2.211680e+03 -1.482576e+04 +2.008357e+05 +1.377624e+07 -2.399343e+11 +1.404063e+11 -6.610289e+12 +9.204669e+14 +4.916912e+18 -2.568617e+18   -6.226822e-09 -6.389446e-06 +9.432715e-04 +1.170105e-02 +1.234426e+00 -2.408904e+02 -6.650500e+02 -3.014934e+04 +1.271607e+07 +5.627439e+09 -2.374663e+11 -1.020810e+13 +8.360242e+14 -1.353930e+17 +2.705027e+18   
Q20-084   +5.996900e+00   +1.601443e-06 -6.278629e-02 +5.046139e-04 -4.031543e-02 -2.152400e+00 +2.327117e+03 +4.804231e+03 -7.011739e+05 +3.914651e+07 -2.384919e+11 +1.924996e+11 -1.966623e+12 +1.626164e+14 +5.168589e+18 -2.842545e+18   +6.655072e-07 +9.280190e-06 -6.048640e-04 +3.438400e-02 +1.651394e+00 -2.823142e+02 -1.088725e+03 -1.110992e+06 -2.520979e+07 +4.800310e+09 -1.349208e+11 +1.078157e+13 -1.681320e+15 -1.536790e+17 -1.176004e+19   
Q20-085   +5.995200e+00   +1.477589e-06 -6.303086e-02 +1.011495e-03 -1.765110e-02 +1.557212e+00 +2.211422e+03 +1.394749e+03 -2.341853e+05 +3.064578e+07 -2.422812e+11 +9.936583e+10 -5.674460e+11 +8.244089e+14 +5.044160e+18 -4.912363e+19   -3.702093e-07 -1.053314e-05 +1.090247e-03 +1.275221e-02 -3.881408e-01 -2.643705e+02 -1.467758e+04 -4.880850e+05 -5.513633e+07 -5.661883e+09 -1.086656e+11 -3.550304e+13 -6.567592e+15 -3.522576e+17 -1.924206e+19   
Q20-089   +5.997000e+00   +1.616197e-06 -6.264030e-02 +3.076903e-04 -6.790712e-02 -2.697645e-01 +2.082019e+03 +3.594035e+03 +4.801492e+05 +4.335483e+07 -2.374539e+11 +4.470153e+11 +4.256702e+13 -5.290258e+13 +4.955843e+18 +1.404066e+19   -7.030975e-09 -2.762818e-07 +7.333850e-04 +1.713548e-02 +1.052388e+00 -2.421854e+02 -4.845916e+03 -3.948177e+05 +1.095350e+07 +3.201594e+09 -2.394199e+11 -6.231352e+13 -2.616857e+15 +7.313122e+15 -6.780512e+18   
Q20-093   +5.995250e+00   +1.673823e-06 -6.285047e-02 +9.647086e-04 -2.729633e-02 +1.725753e-02 +2.118746e+03 -5.705223e+03 -1.488347e+04 +4.715156e+07 -2.385842e+11 +1.742635e+10 +4.587096e+12 -1.647582e+15 +4.882325e+18 -1.215273e+17   +5.176708e-07 -7.929307e-07 -3.808141e-04 +1.234116e-02 +1.623516e+00 -1.634457e+02 -6.722999e+03 +3.598909e+05 +1.947238e+07 +2.626037e+09 +2.460515e+11 +2.596863e+13 +8.035483e+14 +1.578610e+16 -1.367841e+19   
