# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-005   +1.299962e+02   -3.895719e-07 -5.884172e-02 -1.811252e-04 -7.102558e-02 -1.499623e-01 +2.180047e+03 -1.711614e+03 +2.128647e+05 -2.889422e+07 -2.315552e+11 -6.981725e+08 -1.363961e+12 +8.097152e+14 +4.683292e+18 +4.825992e+17   -9.679183e-08 -1.209273e-05 +2.642330e-04 +1.205574e-02 -6.190965e-01 -1.471343e+02 +1.004239e+03 -1.122203e+05 +9.690222e+06 +2.275112e+09 -5.740239e+10 -5.093471e+12 -1.925614e+14 -2.773947e+16 +2.590733e+18   
Q20-007   +1.299983e+02   +3.856294e-07 -5.886032e-02 -1.341277e-03 -8.123645e-02 -7.982043e-01 +2.358219e+03 +5.827456e+02 +2.115129e+05 +2.018786e+07 -2.310958e+11 +1.477240e+11 +3.721679e+12 -4.788169e+14 +4.670807e+18 +7.398254e+17   +2.463195e-07 -6.770262e-06 -4.602009e-04 +2.006840e-02 -1.930498e-01 -1.858911e+02 +1.613083e+03 +1.342358e+05 +1.751599e+07 +4.338992e+09 +4.542774e+09 -6.867617e+12 +3.799195e+14 -3.646469e+16 +2.876515e+17   
Q20-009   +1.299964e+02   +2.308584e-07 -5.881708e-02 -6.874917e-04 -1.102631e-01 -5.885118e-01 +2.391650e+03 -9.584819e+02 +2.546254e+05 +1.092454e+07 -2.320605e+11 -2.343086e+10 -2.555989e+12 -3.064242e+14 +4.713227e+18 +1.151371e+18   +1.200777e-07 -1.109251e-05 -2.010979e-04 +1.282649e-02 +2.748845e-01 -1.984554e+02 -1.115103e+03 +8.126510e+04 +4.380975e+06 +4.509712e+09 +8.122233e+09 -8.650832e+12 -2.432838e+13 -8.204189e+16 +1.542257e+18   
Q20-010   +1.299951e+02   +6.428861e-07 -5.881536e-02 -1.242496e-04 -1.002334e-01 -3.229489e-01 +2.376578e+03 -4.292064e+03 +1.157345e+05 +1.012290e+07 -2.320962e+11 +1.064091e+11 -1.399514e+12 -2.176830e+14 +4.717454e+18 -3.724525e+18   -2.001760e-07 -4.215944e-06 -2.366505e-04 +1.607464e-02 +1.167797e+00 -2.482154e+02 -1.094874e+03 +4.711893e+04 -3.401309e+06 +4.856618e+09 -3.806526e+10 -1.980443e+12 -5.246225e+13 -1.308917e+17 +6.989778e+17   
Q20-011   +1.299956e+02   -1.440086e-08 -5.878554e-02 -1.091279e-03 -7.755162e-02 -8.251856e-01 +2.435856e+03 -2.291838e+03 +1.608711e+05 -1.857078e+06 -2.312718e+11 +4.307512e+10 -2.313131e+12 +1.228599e+14 +4.687122e+18 +7.754470e+17   +4.731664e-07 -3.839445e-06 -1.323276e-03 -7.043992e-03 +1.321452e+00 -1.985844e+02 +1.711602e+03 +4.357197e+04 +4.031391e+06 +4.344853e+09 -4.765347e+09 -3.081191e+12 -3.472436e+14 -9.231166e+16 +7.122894e+17   
Q20-012   +1.299959e+02   +2.450734e-07 -5.882749e-02 -1.378508e-03 -1.186172e-01 -8.290800e-01 +2.370143e+03 +1.633242e+02 +3.726044e+05 +2.429529e+07 -2.310383e+11 +4.326126e+10 -9.541939e+12 -7.856594e+14 +4.674514e+18 -2.123558e+18   +1.552589e-07 -2.813860e-05 -5.939183e-04 +4.285897e-03 +9.826733e-01 -2.361148e+02 -6.618464e+01 -4.480271e+04 +9.143365e+06 +5.419723e+09 -5.165641e+09 -7.743460e+12 -4.522663e+14 -1.054728e+17 -1.205716e+18   
Q20-013   +1.299957e+02   +2.431051e-07 -5.880254e-02 -1.067679e-03 -7.278765e-02 -8.777183e-02 +2.357339e+03 -5.971983e+02 +4.756878e+04 +1.546464e+07 -2.320870e+11 -9.156934e+09 -4.471254e+11 -4.933347e+14 +4.732593e+18 +3.086652e+18   +4.480445e-07 -1.930187e-05 -1.101121e-03 +3.103057e-02 +2.491162e-01 -3.285377e+02 +1.453286e+03 -5.562422e+04 +7.813451e+06 +6.712308e+09 -3.689407e+10 -6.956522e+12 -3.710306e+14 -1.868546e+17 +9.110347e+17   
Q20-014   +1.299957e+02   +6.766637e-07 -5.878704e-02 +1.197891e-03 -6.844887e-02 +1.687385e+00 +2.325898e+03 -8.471580e+03 +1.478634e+05 +1.837497e+06 -2.327957e+11 +9.707067e+10 -2.869743e+12 -3.421794e+14 +4.689025e+18 +1.692754e+18   +2.534664e-08 -2.647490e-05 -1.581622e-04 +4.203191e-02 -4.635904e-01 -2.311836e+02 -1.056004e+03 +9.300546e+04 +5.418505e+06 +3.791558e+09 +7.461735e+10 -6.942828e+12 -2.815332e+14 -1.200686e+17 +1.979495e+17   
Q20-015   +1.299957e+02   +6.809757e-08 -5.879560e-02 -1.995371e-03 -9.616903e-02 -8.023965e-01 +2.382907e+03 +3.807964e+03 +1.492209e+04 +1.657738e+07 -2.338150e+11 -3.113921e+10 +1.324942e+12 -4.906602e+14 +4.756299e+18 +2.521782e+17   +1.279046e-07 -4.418239e-06 -7.152499e-04 +7.281364e-03 +1.888577e-01 -3.423689e+02 +5.569177e+02 +9.415811e+04 +5.371168e+06 +5.708763e+09 +4.521029e+10 -7.615623e+12 -3.847515e+14 -1.099989e+17 -1.193121e+18   
Q20-016   +1.299980e+02   -1.368870e-07 -5.880249e-02 -2.045412e-03 -5.856909e-02 -4.345358e-01 +2.401318e+03 -1.120754e+03 +1.668515e+05 -6.455889e+06 -2.332490e+11 +8.300589e+10 -4.387013e+12 +1.784957e+14 +4.762550e+18 -1.770208e+18   +5.838388e-07 -1.856060e-05 -1.409536e-03 +1.145967e-02 +1.090428e+00 -3.225621e+02 +1.570976e+03 +2.576746e+05 -9.748050e+06 +5.920866e+09 +5.656305e+10 -7.464345e+12 +2.346427e+14 -1.194279e+17 -1.703501e+18   
