# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-029   +1.299967e+02   +4.307362e-07 -5.880765e-02 -1.999726e-03 -1.540441e-02 -1.157868e+00 +2.322548e+03 -6.016345e+02 +3.668702e+03 +2.863101e+07 -2.284432e+11 +1.025541e+09 -3.714154e+12 -6.939858e+14 +4.616648e+18 +2.328973e+18   +3.295666e-08 -6.722971e-06 -2.264088e-05 +2.102666e-02 +2.788683e-01 -2.573828e+02 +3.687181e+02 +8.675328e+04 +1.100041e+07 +5.590150e+09 -7.169366e+09 -8.696198e+12 -4.674333e+14 -1.348412e+17 +2.028957e+18   
Q20-030   +1.299962e+02   +7.223005e-07 -5.884971e-02 -7.964040e-04 -2.791798e-02 -1.933207e-01 +2.329751e+03 -2.627199e+03 -1.270286e+05 +1.743108e+07 -2.310222e+11 +9.534171e+10 +5.722277e+12 -7.750642e+14 +4.796148e+18 +9.549295e+17   -4.080369e-08 -1.471880e-05 +5.680280e-04 +2.090781e-02 -5.125371e-01 -2.399555e+02 -3.454302e+02 -7.807982e+04 +6.378674e+06 +8.172277e+09 -9.075819e+10 -9.347496e+12 -6.384194e+13 -2.510074e+17 +3.575171e+18   
Q20-032   +1.299973e+02   +1.298992e-07 -5.887483e-02 -1.071915e-03 -4.261628e-02 -4.619832e-01 +2.314807e+03 -1.920556e+02 +7.368761e+00 +3.208164e+06 -2.318173e+11 +9.080542e+09 +1.249061e+11 -2.207658e+14 +4.751859e+18 +1.154222e+18   -2.539418e-07 -1.455953e-05 +3.612756e-04 +1.045052e-02 -2.292405e-02 -2.352346e+02 -3.227987e+03 +1.530663e+05 +7.763330e+06 +5.408932e+09 +1.466816e+10 -1.107414e+13 -3.082690e+13 -1.495833e+17 -1.481635e+18   
Q20-037   +1.299957e+02   -4.328566e-07 -5.882128e-02 -2.386475e-03 -8.587707e-02 -1.254478e+00 +2.317136e+03 +1.251101e+03 +1.431407e+05 +5.633499e+06 -2.324919e+11 -8.134992e+09 -2.402313e+12 -4.295917e+14 +4.717058e+18 +1.409674e+18   -4.586639e-07 -9.507907e-06 +8.040404e-04 +8.191563e-03 -3.230905e-01 -3.206108e+02 -3.913781e+03 +2.372704e+05 +5.037147e+06 +4.040775e+09 +7.553974e+10 -1.086982e+13 -2.374925e+14 -5.586615e+16 -1.200034e+18   
Q20-040   +1.299954e+02   +9.283490e-07 -5.885072e-02 +1.638191e-04 -7.190889e-02 +1.141010e+00 +2.354096e+03 -5.643362e+03 -1.262932e+05 +2.739495e+07 -2.330676e+11 +1.588842e+11 +3.592606e+12 -8.671653e+14 +4.749073e+18 -2.132855e+18   -2.033675e-07 -6.649244e-06 +4.653854e-04 +1.025385e-02 +1.129555e+00 -3.194045e+02 +1.291165e+03 +1.940432e+05 -1.884171e+07 +5.701725e+09 -1.418776e+11 -1.620596e+13 +5.651515e+14 -2.106861e+17 +2.465320e+18   
Q20-043   +1.299959e+02   -7.125720e-08 -5.863064e-02 -3.073497e-03 -8.691266e-02 -1.843924e+00 +2.408588e+03 +4.731487e+03 +1.388710e+05 +3.075347e+07 -2.325486e+11 -9.825194e+10 -1.884343e+12 -6.212277e+14 +4.770134e+18 +3.993620e+18   +1.001245e-06 -1.895603e-05 -3.476847e-03 +1.417763e-02 +3.301587e+00 -3.204800e+02 +6.305210e+03 +2.306085e+05 -1.008378e+07 +6.326820e+09 +2.607103e+10 -1.040623e+13 +4.181111e+14 -1.318705e+17 -4.940173e+17   
Q20-046   +1.299968e+02   +7.076604e-07 -5.869142e-02 -4.372884e-04 -9.541719e-02 -3.146764e-01 +2.359126e+03 -1.955375e+03 +3.300043e+05 +3.291868e+07 -2.292233e+11 +8.060929e+10 -5.801238e+12 -9.330591e+14 +4.646504e+18 -3.660115e+18   -1.862070e-07 -1.307174e-05 +2.709369e-03 +2.841949e-02 -1.560882e+00 -2.598518e+02 -1.028934e+04 -1.123811e+05 +8.917250e+06 +6.124235e+09 +1.953500e+11 -1.789238e+12 -6.202187e+14 -1.505322e+17 -3.593325e+18   
Q20-047   +1.299956e+02   +1.409537e-06 -5.861234e-02 +9.830994e-04 -6.510730e-02 +1.075660e+00 +2.351232e+03 -3.505396e+03 +1.135848e+05 +2.859025e+07 -2.299707e+11 +6.810834e+09 -2.414986e+12 -9.582801e+14 +4.661239e+18 +2.954937e+18   +3.388261e-07 -6.987534e-06 -8.028864e-04 +1.381208e-02 -5.182788e-01 -2.279911e+02 +4.495193e+03 +1.137308e+05 +1.394860e+07 +4.726513e+09 -1.234755e+11 -8.582867e+12 -3.522674e+14 -1.471724e+17 +3.742057e+18   
Q20-050   +1.299982e+02   +1.134104e-06 -5.866625e-02 -1.592737e-04 -8.293592e-02 -1.520666e+00 +2.414416e+03 -2.450838e+03 +2.754356e+05 +5.535023e+07 -2.305283e+11 -1.972255e+10 -8.162313e+12 -1.854468e+15 +4.716615e+18 +3.003774e+18   +2.654878e-07 -8.725259e-06 -5.407255e-04 +2.563183e-02 +1.319381e+00 -2.366763e+02 +3.104175e+02 -2.984122e+04 +1.147565e+06 +8.160990e+09 -1.593492e+11 -4.235114e+12 -3.013179e+14 -2.160232e+17 +7.868824e+18   
Q20-056   +1.299966e+02   +7.212252e-07 -5.864632e-02 -7.474612e-04 -7.840059e-02 -5.312969e-01 +2.296665e+03 -1.662983e+03 +1.620919e+05 +2.526167e+07 -2.282295e+11 +3.597666e+10 -4.444002e+12 -7.944423e+14 +4.600562e+18 -6.335977e+17   +4.729675e-07 -1.454758e-05 -1.316239e-03 +1.143289e-02 +1.946644e+00 -1.151822e+02 +1.448008e+03 +7.608721e+04 +4.897614e+06 +1.525785e+09 -3.754285e+10 -5.888460e+12 -2.472917e+14 +3.805640e+16 +1.859071e+18   
