# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-005   +1.099971e+02   -4.159006e-07 -5.906561e-02 -2.688110e-04 -7.343509e-02 -1.486689e-01 +2.131488e+03 -1.891559e+03 +1.949255e+05 -3.081153e+07 -2.319959e+11 +3.535835e+10 -7.751509e+10 +7.415263e+14 +4.668458e+18 -4.242369e+17   -1.287698e-07 -1.211557e-05 +4.065012e-04 +1.350968e-02 -7.808313e-01 -1.409068e+02 +1.521102e+02 -1.018841e+05 +1.172255e+07 +2.554878e+09 -1.030007e+10 -4.876946e+12 -5.233494e+14 -6.400739e+15 +2.027032e+18   
Q20-007   +1.099977e+02   +4.051587e-07 -5.908208e-02 -1.296501e-03 -7.982813e-02 -8.164814e-01 +2.384266e+03 -1.276776e+03 -6.481360e+04 +3.766855e+07 -2.306713e+11 +5.610965e+10 -5.585176e+12 -7.220907e+13 +4.600175e+18 +1.488306e+18   +2.543761e-07 -6.889836e-06 -4.419339e-04 +1.752417e-02 -3.849878e-01 -1.572880e+02 +4.503664e+03 -2.882421e+04 -8.051378e+06 +3.472976e+09 +1.324168e+11 -1.539848e+13 +1.623351e+14 -8.951720e+16 -4.835699e+17   
Q20-009   +1.099968e+02   +2.166339e-07 -5.905405e-02 -7.732514e-04 -1.160662e-01 -6.198944e-01 +2.344714e+03 -8.028052e+02 +2.354821e+05 +1.494586e+07 -2.329609e+11 -1.071450e+10 -3.336136e+12 -4.911807e+14 +4.685614e+18 +1.405807e+17   +1.766250e-07 -1.132568e-05 -3.976107e-04 +1.257076e-02 +3.727385e-01 -1.907185e+02 -2.248898e+02 +6.958270e+04 +3.540972e+06 +4.439326e+09 -2.825866e+10 -7.525013e+12 +1.318037e+14 -1.059698e+17 +1.881611e+18   
Q20-010   +1.099960e+02   +5.956605e-07 -5.905029e-02 -3.473394e-04 -1.030267e-01 -4.371732e-01 +2.330622e+03 -2.802169e+03 +1.555047e+05 +8.044335e+06 -2.332068e+11 +3.312108e+10 -4.410479e+12 -2.016215e+14 +4.738885e+18 -1.646659e+18   -1.299596e-07 -4.573796e-06 -4.593995e-04 +1.757169e-02 +1.403825e+00 -2.374915e+02 -6.807938e+02 +5.414211e+04 -2.475848e+06 +4.831954e+09 -4.056868e+10 -4.064767e+12 +1.525320e+14 -1.105604e+17 +2.423855e+18   
Q20-011   +1.099964e+02   -1.335987e-09 -5.902655e-02 -1.072179e-03 -7.892333e-02 -9.009100e-01 +2.389067e+03 -2.300705e+03 +1.072667e+05 +1.892956e+06 -2.327519e+11 +2.576110e+10 -1.816878e+12 +8.094621e+13 +4.721152e+18 +1.175224e+17   +4.740771e-07 -4.087018e-06 -1.282742e-03 -6.290267e-03 +1.268202e+00 -1.983543e+02 +2.482950e+03 +1.216381e+05 +2.796136e+06 +4.824022e+09 -3.216379e+10 -5.273187e+12 -2.829595e+14 -7.905630e+16 -6.012610e+16   
Q20-012   +1.099965e+02   +2.653056e-07 -5.905422e-02 -1.378155e-03 -1.226671e-01 -7.852080e-01 +2.335220e+03 +1.091047e+02 +3.473426e+05 +1.724874e+07 -2.319368e+11 +4.694569e+10 -9.183519e+12 -8.890257e+14 +4.678503e+18 -2.059282e+18   +2.510631e-07 -2.851051e-05 -8.999260e-04 +3.648932e-03 +1.196994e+00 -2.379046e+02 +3.294396e+02 +1.973393e+04 +1.423956e+07 +5.755774e+09 +2.748148e+10 -9.166610e+12 -4.983808e+14 -7.921887e+16 -2.484895e+18   
Q20-013   +1.099963e+02   +3.491083e-07 -5.903230e-02 -7.846990e-04 -7.599189e-02 -1.646624e-03 +2.328951e+03 -1.835420e+03 -1.538741e+04 +1.244857e+07 -2.338536e+11 +5.916091e+10 +3.984042e+12 -4.199331e+14 +4.775184e+18 +3.664976e+17   +4.435366e-07 -1.990547e-05 -1.054978e-03 +3.105885e-02 +1.832022e-01 -3.019122e+02 +1.403460e+03 -1.609037e+04 +3.113878e+06 +6.512295e+09 -4.067435e+10 -9.995500e+12 -2.628852e+14 -1.996875e+17 +4.944877e+17   
Q20-014   +1.099964e+02   +5.330454e-07 -5.903069e-02 +6.659845e-04 -6.748094e-02 +1.442504e+00 +2.301674e+03 -6.631569e+03 +1.110834e+05 +3.533705e+06 -2.338536e+11 +9.360770e+10 -2.156255e+12 -2.218231e+14 +4.741711e+18 +1.827893e+18   +5.907662e-08 -2.685413e-05 -2.437252e-04 +4.069786e-02 -5.041639e-01 -2.315523e+02 -7.340927e+02 +3.758550e+04 -5.605913e+05 +4.480690e+09 +3.368702e+10 -7.632800e+12 +7.740039e+13 -1.243191e+17 -1.175719e+17   
Q20-015   +1.099965e+02   +1.331689e-07 -5.903719e-02 -1.786302e-03 -9.823067e-02 -6.330223e-01 +2.330189e+03 +2.758131e+03 +1.220375e+04 +1.100856e+07 -2.343992e+11 -3.938144e+09 +9.588260e+11 +1.265627e+14 +4.786239e+18 +5.496927e+17   +2.169963e-07 -5.481584e-06 -9.771584e-04 +8.907017e-03 +4.516685e-01 -2.858929e+02 +1.833164e+03 -2.724924e+04 +2.874511e+06 +5.826854e+09 -1.885515e+10 -1.502315e+12 -1.182873e+14 -1.139477e+17 +6.866769e+17   
Q20-016   +1.099983e+02   -1.023961e-07 -5.903535e-02 -1.959479e-03 -5.840360e-02 -4.973433e-01 +2.345994e+03 +2.100791e+02 +2.524294e+04 -6.272340e+06 -2.331320e+11 +3.044582e+10 +3.506511e+12 +2.199792e+14 +4.734965e+18 -2.002019e+18   +5.503540e-07 -1.915687e-05 -1.259739e-03 +1.286088e-02 +8.286561e-01 -3.169096e+02 +1.065000e+03 +2.479860e+05 +5.003599e+06 +6.759294e+09 +7.897930e+10 -1.356065e+13 -4.268410e+14 -1.660806e+17 -3.851711e+18   
