# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-006   +9.996650e+00   +3.562950e-07 -6.067000e-02 -2.162396e-03 -1.160264e-01 -1.681641e+00 +2.523879e+03 +3.341205e+03 +2.103195e+05 -1.925672e+07 -2.385553e+11 -1.058053e+11 +8.369680e+12 -5.646775e+13 +4.832523e+18 -2.468678e+17   +5.957985e-07 -9.132047e-06 -9.454652e-04 +2.501632e-02 +4.383589e-01 -1.542631e+02 +4.110467e+02 -4.957239e+04 -4.618525e+06 +4.911427e+09 +1.513873e+11 -1.116383e+13 -1.141676e+15 -1.433410e+16 -2.794154e+17   
Q20-018   +9.996300e+00   +7.715735e-07 -6.048053e-02 -7.140707e-04 -9.829185e-02 -5.461356e-01 +2.410074e+03 +1.115525e+03 +7.319017e+04 +2.165737e+07 -2.402442e+11 +2.556135e+11 -1.447569e+13 +2.438950e+14 +4.718905e+18 -2.768055e+18   -4.393581e-08 -2.403929e-05 +1.993040e-04 +1.480434e-02 +4.129253e-01 -2.261151e+02 -5.178331e+03 +1.489459e+05 -2.484066e+07 +5.480377e+09 +1.018668e+11 -3.414567e+12 -1.010254e+15 -1.774869e+17 +2.913359e+18   
Q20-031   +9.996300e+00   +1.499993e-06 -6.046154e-02 +2.971969e-04 -7.402122e-02 -1.791257e-01 +2.444530e+03 -2.343333e+03 +2.015917e+04 +2.712731e+07 -2.373369e+11 +1.568319e+11 -9.037230e+11 -4.399130e+14 +4.820372e+18 +2.386297e+18   +1.200674e-06 -1.635839e-05 -1.922572e-03 +2.316179e-02 +1.613637e+00 -1.818632e+02 +2.246681e+03 +8.458418e+04 +1.275725e+07 +5.440947e+09 +3.307010e+10 -9.137486e+12 -9.856584e+14 -6.989086e+16 -3.939587e+18   
Q20-042   +9.996900e+00   +6.738318e-07 -6.050940e-02 -3.886375e-04 -9.538080e-02 -4.273913e-03 +2.422697e+03 -4.255703e+03 +3.729499e+05 +2.186316e+07 -2.353073e+11 -1.368855e+11 -3.855440e+12 -9.911859e+14 +4.804367e+18 -2.042986e+19   +4.113342e-07 -1.470987e-05 -2.225089e-04 +5.110085e-03 +3.760884e-01 -1.704667e+02 -5.435504e+03 -9.865418e+04 -2.385471e+07 +3.851892e+09 -3.010178e+11 +7.082014e+11 -1.122796e+15 -4.043013e+16 +4.856810e+18   
Q20-052   +9.996200e+00   +6.037270e-07 -6.049877e-02 -1.283568e-03 -2.934720e-02 -7.904125e-01 +2.428163e+03 +1.009891e+03 +3.898045e+04 +1.312972e+07 -2.373185e+11 +1.910473e+11 -7.940989e+12 -1.491778e+15 +4.772649e+18 +6.877004e+18   +2.606760e-07 -5.804470e-06 -3.793882e-04 +7.896464e-03 +6.528855e-01 -1.475781e+02 -1.984144e+03 -1.068844e+05 +3.176192e+07 +5.370684e+08 -4.478035e+10 -2.402480e+12 -1.299543e+15 -1.116990e+17 -5.291831e+17   
Q20-054   +9.996750e+00   +1.315379e-06 -6.051783e-02 +1.203858e-03 -4.456642e-02 +6.736376e-01 +2.386881e+03 -5.488538e+03 +8.993224e+04 +1.203156e+07 -2.326261e+11 +5.615030e+10 -1.009556e+13 +1.127626e+15 +4.670496e+18 -3.901682e+18   +2.655844e-07 -6.635225e-06 -3.934032e-04 +1.613392e-02 +2.073833e+00 -2.409780e+02 +3.701801e+03 +1.345469e+05 +1.864123e+07 +6.598391e+09 -6.923734e+10 -8.246803e+12 +1.114894e+15 -8.624756e+16 +1.577043e+19   
Q20-084   +9.995900e+00   +1.196072e-06 -6.052116e-02 +1.142604e-04 -3.972017e-02 -6.605903e-01 +2.398068e+03 -3.010503e+03 +2.900539e+05 +9.851170e+06 -2.397157e+11 +5.941785e+11 +7.567976e+12 +9.655062e+14 +4.702541e+18 +6.774111e+18   +5.310610e-07 +1.008894e-05 -6.396094e-04 +4.233136e-02 +1.434035e+00 -2.918900e+02 +1.179682e+03 +1.024563e+05 +1.041524e+07 +3.938041e+09 -1.250352e+10 -9.798927e+12 +5.641260e+14 -1.339387e+17 -1.034210e+19   
Q20-085   +9.993550e+00   +1.061542e-06 -6.062597e-02 +8.028951e-04 -2.951026e-02 +1.062855e+00 +2.328230e+03 -3.980098e+03 -2.861868e+04 -7.703647e+05 -2.354249e+11 +5.955448e+10 +1.301692e+13 -1.484398e+15 +4.877684e+18 +4.706237e+18   -2.024652e-07 -1.087482e-05 +4.334823e-04 +2.376954e-02 +1.366898e+00 -1.821313e+02 -1.867887e+03 +2.339801e+05 -2.616225e+06 +5.394901e+09 +1.681424e+11 +1.000177e+13 -5.435600e+14 +1.184055e+17 -7.513081e+18   
Q20-089   +9.996000e+00   +1.155158e-06 -6.043319e-02 -2.653497e-04 -7.742543e-02 -1.792828e-01 +2.222213e+03 -1.140576e+04 -7.302617e+04 +4.208957e+07 -2.329237e+11 -2.631981e+11 -8.365021e+12 +1.500755e+15 +4.580241e+18 +8.353059e+17   +2.284526e-07 -2.264981e-06 -5.136748e-04 +1.001642e-02 +1.762554e+00 -1.867346e+02 +3.169390e+02 -1.051227e+04 +2.568263e+06 +4.710349e+09 -9.821897e+10 -8.211354e+12 -1.032405e+15 +3.227813e+16 -2.107657e+18   
Q20-093   +9.994250e+00   +9.428225e-07 -6.054023e-02 -6.876365e-04 -2.696088e-02 -5.689910e-01 +2.242618e+03 -4.362231e+03 +2.016425e+05 +1.121379e+07 -2.337455e+11 -2.249096e+11 -1.147476e+13 -1.655488e+15 +4.729390e+18 -1.299254e+18   +4.493295e-07 -3.307940e-06 -7.072498e-04 +1.652673e-02 +1.245591e+00 -1.570866e+02 -9.225262e+03 -8.301942e+04 -7.724009e+05 +1.731310e+09 +1.356854e+10 +6.915116e+10 +2.935941e+14 -3.217833e+16 -7.297326e+18   
Q20-099   +9.994450e+00   +8.759290e-07 -6.121981e-02 -9.440241e-04 -6.731572e-02 +8.689501e-01 +2.449199e+03 +1.305965e+03 +7.370199e+05 +2.109477e+07 -2.377271e+11 +2.085285e+11 -3.400625e+12 +1.385866e+15 +4.837781e+18 -4.443412e+18   +1.277301e-06 -1.275125e-05 -2.932625e-03 +1.850836e-02 +1.690873e+00 -1.939214e+02 +3.485812e+03 +2.717488e+05 -1.396748e+07 +9.368505e+09 -6.627856e+10 +1.384663e+12 +1.929263e+15 +2.685742e+16 +1.130794e+19   
Q20-100   +9.996750e+00   +7.467535e-07 -6.046430e-02 -2.191471e-03 -3.984411e-02 -1.013463e+00 +2.306826e+03 +3.348203e+03 -1.451721e+04 +2.695674e+07 -2.348488e+11 -2.356496e+11 +4.272551e+12 -1.045763e+15 +4.844776e+18 +7.554063e+18   +5.335912e-08 -9.460384e-06 -1.788062e-04 +1.272422e-02 +1.207776e+00 -1.251269e+02 -9.280624e+02 +2.560447e+05 -6.514731e+06 +1.466306e+09 -5.290989e+10 -2.074640e+13 +1.964586e+14 -2.985629e+16 +5.995436e+18   
Q20-105   +9.996050e+00   +1.181230e-06 -6.048849e-02 +1.322302e-03 -2.708331e-02 +1.256236e+00 +2.337730e+03 -5.606054e+02 +3.382143e+04 -2.054032e+06 -2.345395e+11 -5.589752e+10 +1.584824e+13 -3.716211e+13 +4.764647e+18 +1.827959e+18   +6.436698e-07 -6.391309e-06 -2.441260e-03 +1.607733e-02 +2.204746e+00 -1.883260e+02 +6.555885e+03 +3.193863e+05 -2.069960e+06 +3.309750e+09 -1.583739e+11 -1.304916e+13 -9.210400e+14 -7.954624e+16 +3.183038e+18   
