# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-004   +7.996050e+00   -3.490689e-07 -6.144024e-02 -2.706335e-03 -7.350966e-02 +1.247934e+00 +2.324879e+03 +2.552066e+03 -5.922651e+05 +1.381410e+08 -2.421855e+11 -1.930850e+11 -4.900683e+13 +2.022137e+15 +4.823159e+18 +4.015403e+18   +5.417090e-07 -3.122213e-06 +7.030250e-04 +5.583539e-02 +5.058134e-01 -1.017438e+02 -4.034243e+03 +2.895176e+05 +1.082755e+07 +6.722278e+09 -2.742044e+11 -5.488944e+12 +2.511261e+15 +1.205462e+17 +3.648704e+19   
Q20-008   +7.996900e+00   +1.624617e-07 -6.139808e-02 -2.634293e-03 -4.762424e-02 -2.726081e+00 +2.471016e+03 -3.716243e+02 +1.900271e+04 +1.895368e+07 -2.395109e+11 -9.537062e+10 +1.388889e+13 +6.522477e+14 +4.763271e+18 -9.303389e+18   +7.909339e-07 -2.416957e-05 -9.540548e-04 +4.220999e-02 +1.631368e+00 -1.985627e+02 -5.094076e+02 -1.639310e+04 +6.920622e+06 +4.134862e+09 +1.119917e+11 -2.979122e+12 -1.175866e+15 -2.261938e+17 -5.467542e+18   
Q20-017   +7.995950e+00   +3.239006e-07 -6.140221e-02 -2.463628e-03 -6.694125e-02 -4.336957e-01 +2.367876e+03 +3.996503e+03 +9.351943e+04 +1.747068e+06 -2.427754e+11 -8.487340e+10 -3.076289e+12 +8.496291e+14 +4.921890e+18 -5.119642e+16   -3.548738e-07 -6.197247e-06 +2.720060e-03 +1.850819e-02 -8.736856e-01 -1.844060e+02 -8.059122e+03 +6.683699e+04 +1.489108e+07 +5.583070e+09 +9.430959e+10 -7.765545e+12 -6.672083e+14 -6.614776e+15 +6.265618e+16   
Q20-019   +7.996500e+00   +1.010271e-06 -6.121787e-02 -1.332881e-03 -7.854217e-02 -1.696889e+00 +2.318706e+03 -8.267758e+02 +6.222930e+04 +3.240602e+07 -2.408851e+11 -1.492523e+11 -3.088773e+12 -1.209642e+15 +4.787238e+18 -4.457220e+18   +3.159023e-07 +1.187794e-05 +9.644179e-04 -3.429941e-04 -1.100449e+00 -2.617838e+02 -7.203083e+03 -2.696437e+05 +1.818892e+07 +7.328630e+09 +1.318175e+11 -1.088969e+13 -6.390657e+14 -1.343268e+17 -3.244333e+18   
Q20-020   +7.995900e+00   +1.292669e-06 -6.153379e-02 -3.490759e-04 -1.252082e-03 -1.726220e+00 +2.484475e+03 -2.477741e+03 +3.475169e+04 +3.348151e+07 -2.410962e+11 -4.690134e+10 +3.840535e+12 +7.026619e+14 +4.865399e+18 +2.624251e+18   +3.062021e-07 -2.009916e-05 +1.340273e-03 +1.613963e-02 -8.702978e-01 -1.637748e+02 -1.946736e+03 -3.433383e+05 +3.999440e+07 +3.003798e+09 +3.917066e+11 -5.797913e+12 -5.815143e+14 -1.326006e+17 +9.640486e+18   
Q20-024   +7.996550e+00   +1.481743e-06 -6.122038e-02 +2.813152e-04 -8.014578e-02 -1.219123e+00 +2.292516e+03 -5.840815e+03 +3.278804e+05 +5.349099e+07 -2.383479e+11 +2.164621e+11 +1.602925e+13 +8.380770e+14 +4.852076e+18 +2.969093e+19   +7.407851e-09 -1.510419e-05 +2.178882e-03 +1.284300e-03 -8.745048e-01 -1.997216e+02 -9.778466e+03 -4.244173e+04 +7.446648e+06 +5.531014e+09 +1.459745e+10 +3.514449e+12 -7.901185e+14 -1.913948e+17 -5.911163e+18   
Q20-025   +7.996650e+00   +1.235559e-06 -6.123129e-02 +6.081452e-04 -8.523682e-02 +1.633652e-01 +2.333111e+03 -6.439063e+03 -3.622746e+05 +4.853487e+07 -2.436710e+11 -1.413342e+11 +1.316850e+13 +1.056190e+15 +4.491267e+18 +7.452139e+18   +1.415091e-06 -2.171328e-05 -3.564513e-03 -5.182755e-03 +2.967015e+00 -1.983397e+02 +1.199387e+04 -6.170980e+05 +1.703955e+07 -2.523319e+09 +1.172753e+11 -1.986278e+13 +1.490667e+15 -4.013249e+17 +6.891608e+18   
Q20-096   +7.996150e+00   +1.722433e-06 -6.128933e-02 +6.881112e-04 -1.733874e-02 +9.902027e-01 +2.069366e+03 -1.302538e+03 -3.095652e+05 +2.902629e+06 -2.402993e+11 -4.349983e+10 -6.993976e+12 -2.307742e+15 +4.442061e+18 -5.187408e+18   +2.121250e-07 -1.663951e-05 +1.291778e-03 +1.271558e-02 -1.456644e+00 -3.329100e+02 -9.431144e+03 -2.474603e+05 +5.043630e+06 -7.555500e+09 -5.269689e+11 -1.060068e+13 -4.804602e+14 -3.094323e+17 -3.010845e+18   
Q20-097   +7.995700e+00   +1.496986e-06 -6.138946e-02 -3.002214e-04 -9.473401e-02 -4.719134e-04 +2.188930e+03 -4.451350e+03 -3.344430e+04 +5.663380e+06 -2.363763e+11 -1.474055e+11 +1.010057e+13 -2.329645e+15 +5.034993e+18 -5.396273e+18   -9.088912e-08 +1.724637e-05 +1.384809e-03 +3.370808e-03 +6.132309e-01 -2.392964e+02 -6.957136e+03 -2.442645e+05 +1.033870e+06 +9.414852e+09 -9.274125e+10 -5.444763e+12 +2.090890e+14 -1.218627e+17 +5.561173e+17   
Q20-101   +7.994450e+00   +1.367424e-06 -6.133963e-02 -2.917810e-04 -5.850337e-02 -1.607061e+00 +2.205390e+03 -3.881867e+03 +2.963485e+05 +4.862313e+06 -2.359058e+11 -1.763911e+11 -1.564020e+13 -5.490862e+14 +4.779812e+18 +7.661428e+18   +7.003804e-07 -1.936119e-05 -1.421446e-03 +1.613492e-02 +1.417846e+00 -1.999507e+02 +3.255333e+03 -1.260057e+05 +8.569817e+06 +5.189613e+09 +1.398787e+11 -1.226116e+12 +5.763842e+14 -1.763588e+17 +5.733094e+18   
Q20-103   +7.996000e+00   +7.762601e-07 -6.127644e-02 +2.777736e-04 -2.754023e-02 +1.255490e+00 +2.238746e+03 -2.362509e+03 +9.708962e+04 -1.544235e+06 -2.378147e+11 +8.357097e+10 +1.973153e+12 -5.164486e+14 +4.878549e+18 +3.599148e+18   +7.511787e-07 -7.366713e-06 -1.912558e-03 +1.099617e-02 +1.268862e+00 -2.047456e+02 +7.888777e+03 -1.018447e+05 +3.830832e+07 +2.328739e+09 -9.455435e+10 +1.558982e+13 -6.897681e+14 -3.700522e+16 +3.212294e+18   
