# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-029   +9.997050e+00   +1.147357e-06 -6.050196e-02 -1.221780e-03 -1.614357e-02 -1.209925e+00 +2.412687e+03 -1.233031e+02 +7.465267e+04 +2.526026e+07 -2.393782e+11 +2.352839e+11 +3.690785e+12 -1.125485e+15 +4.793033e+18 +6.212976e+18   +7.931877e-07 -7.139195e-06 -1.556752e-03 +1.721178e-02 +1.212379e+00 -2.093221e+02 +4.992997e+03 -1.992672e+05 +4.372205e+07 +4.079607e+09 +5.809119e+10 -1.351649e+13 +1.364323e+15 -1.903642e+17 -4.130154e+18   
Q20-030   +9.996000e+00   +1.027935e-06 -6.057804e-02 -1.652891e-03 -2.852236e-02 -7.962306e-01 +2.438738e+03 +3.670390e+03 +8.481200e+03 +2.805449e+07 -2.387647e+11 -1.161590e+11 -9.060643e+11 -7.007647e+14 +4.753241e+18 -5.339752e+18   +1.966821e-07 -1.680782e-05 +3.748284e-04 +2.261920e-02 +3.395546e-01 -1.953141e+02 -2.880069e+03 -3.297715e+05 +1.007268e+07 +5.428821e+09 -1.187073e+10 -9.284444e+12 +4.259481e+14 -2.803899e+17 +3.817413e+18   
Q20-032   +9.996750e+00   +3.877626e-07 -6.057217e-02 -1.827188e-03 -2.205482e-02 -8.468074e-01 +2.391965e+03 +3.709694e+03 -3.220762e+05 -9.705273e+06 -2.394912e+11 +4.192349e+09 +1.325555e+13 +9.507469e+14 +4.983380e+18 +1.621097e+18   +5.116366e-07 -1.451515e-05 -1.337420e-03 +1.736478e-02 +1.338893e+00 -1.977461e+02 +4.040496e+03 -2.254156e+05 -1.523940e+06 +5.892830e+09 +1.448493e+11 -1.840278e+13 -2.906293e+14 -2.012555e+17 +2.109114e+18   
Q20-037   +9.996150e+00   +2.951928e-07 -6.055483e-02 -1.402810e-03 -1.062033e-01 -1.128527e+00 +2.430342e+03 -1.445840e+03 -1.406328e+05 +4.499097e+07 -2.393775e+11 -2.233978e+11 +1.080888e+13 +1.572915e+15 +4.704085e+18 -1.288431e+19   -1.015151e-07 -1.116021e-05 +5.231980e-04 +8.784995e-03 +8.442149e-01 -1.744972e+02 -4.963547e+03 -7.705848e+04 +1.047068e+06 +4.176744e+09 -7.437648e+09 -1.519612e+13 +2.066283e+15 -8.315468e+16 +7.491901e+18   
Q20-040   +9.996000e+00   +1.344784e-06 -6.051622e-02 +1.017697e-04 -9.698614e-02 +1.664481e+00 +2.446639e+03 -2.881904e+03 -8.040909e+04 +3.084756e+07 -2.378172e+11 +1.751271e+11 -2.795979e+13 +1.353802e+15 +4.670771e+18 -4.268490e+18   +8.321971e-07 -1.006921e-05 -2.075440e-03 +6.782918e-03 +2.985245e+00 -1.919708e+02 +7.032825e+03 -4.189314e+05 -4.889987e+06 +7.107879e+09 -1.877919e+10 -4.564406e+12 -2.439292e+15 -1.265367e+17 +3.567168e+18   
Q20-043   +9.996300e+00   +9.880438e-07 -6.056778e-02 -9.169693e-04 -7.872894e-02 -2.190510e+00 +2.420844e+03 +6.981825e+03 -8.854417e+04 +4.000242e+07 -2.395236e+11 +3.625547e+11 -8.813328e+12 -1.173426e+15 +4.858882e+18 +5.474142e+18   +8.411344e-07 -2.249833e-05 -2.242922e-03 +2.385183e-02 +2.788738e+00 -2.068044e+02 +2.358992e+02 -2.356353e+05 -2.862999e+07 +4.611183e+09 -2.982918e+10 -1.551227e+13 -1.393893e+15 -1.651376e+17 +3.256415e+18   
Q20-046   +9.997100e+00   +8.930536e-07 -6.056250e-02 -1.551689e-03 -9.940230e-02 -1.533103e+00 +2.400352e+03 -7.531349e+03 +3.839650e+05 -5.291110e+07 -2.397085e+11 -9.161652e+10 +1.614082e+12 -2.607167e+15 +4.831061e+18 +3.584795e+18   +1.294459e-06 -1.482926e-05 -1.263484e-03 +3.657230e-02 +2.848859e-01 -1.864283e+02 +4.837769e+03 -1.300644e+04 -1.940135e+07 +2.447170e+09 +7.285908e+10 -3.014970e+13 -9.540469e+14 -2.422687e+17 -1.278039e+19   
Q20-047   +9.995900e+00   +1.517995e-06 -6.053865e-02 -2.327358e-04 -6.631091e-02 +2.091181e-01 +2.400853e+03 +2.432179e+03 -1.943142e+05 +1.745268e+07 -2.347312e+11 -7.013815e+10 -1.385574e+13 -7.486602e+13 +4.682897e+18 +4.069916e+18   -7.336709e-08 -8.504547e-06 +1.590400e-03 +1.692640e-02 -1.458685e+00 -1.584898e+02 -2.814743e+03 -1.060121e+05 +1.466918e+07 +5.065883e+09 -2.303445e+11 -1.825588e+13 -1.530122e+15 -4.962313e+16 -2.869101e+19   
Q20-050   +9.996800e+00   +1.380507e-06 -6.063901e-02 -1.161814e-03 -7.913589e-02 -2.063166e+00 +2.517720e+03 -2.057067e+03 +1.419493e+05 +7.968626e+07 -2.375481e+11 -9.056063e+10 -1.436791e+13 -1.303561e+15 +4.843888e+18 +5.314478e+18   +1.006486e-06 -6.695731e-06 -2.418928e-03 +2.688024e-02 +2.510626e+00 -2.402080e+02 +6.669666e+03 +1.594993e+04 +4.240607e+06 +6.387137e+09 -7.923224e+10 -8.635557e+12 -4.035816e+14 -1.594879e+17 +1.253519e+19   
Q20-056   +9.996300e+00   +1.086503e-06 -6.066357e-02 -1.049643e-03 -7.662745e-02 -9.850688e-01 +2.391233e+03 -2.861727e+03 +2.309591e+05 +3.031533e+07 -2.360399e+11 +8.570246e+10 +7.443944e+12 -9.566444e+14 +4.761345e+18 +2.374004e+18   +6.539379e-07 -1.397589e-05 -9.972048e-04 +1.629546e-02 +2.019618e+00 -1.142182e+02 -1.298860e+03 -4.246757e+04 +2.020044e+07 +1.244588e+09 -1.395322e+11 +1.883095e+12 -4.815566e+14 -9.918210e+15 +3.574889e+18   
