# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-006   +6.999605e+01   +1.004364e-07 -5.918641e-02 -1.624803e-03 -1.011950e-01 -1.024709e+00 +2.325983e+03 +1.747191e+03 +1.307135e+05 +1.488027e+07 -2.342259e+11 +1.083568e+10 -5.224573e+12 +7.649457e+13 +4.762500e+18 -3.447253e+18   +2.775037e-07 -9.278851e-06 -5.634997e-04 +2.098053e-02 +5.763977e-02 -1.516643e+02 +7.160565e+02 +1.811737e+05 +4.528220e+06 +2.420055e+09 +2.178163e+10 -1.038662e+13 -5.670329e+13 -5.183342e+16 +6.641855e+17   
Q20-018   +6.999525e+01   +1.919600e-07 -5.916006e-02 -1.396089e-03 -8.070651e-02 -1.616767e-01 +2.316129e+03 +1.723151e+02 +2.502331e+04 +1.394033e+07 -2.336049e+11 -1.026118e+10 -5.108962e+11 -4.050551e+14 +4.739239e+18 +2.596489e+18   -7.075544e-07 -2.298879e-05 +1.551160e-03 +1.184089e-02 -9.586422e-01 -1.894801e+02 -3.429278e+03 +1.010081e+04 +1.549568e+06 +4.277280e+09 -2.923180e+09 -7.380025e+12 +1.137587e+14 -1.328187e+17 +1.103103e+18   
Q20-031   +6.999590e+01   +1.004532e-06 -5.912335e-02 -1.394421e-04 -7.354974e-02 -4.772774e-01 +2.336555e+03 -2.405269e+03 +1.699095e+05 +2.933776e+07 -2.330621e+11 +2.765888e+10 -5.718919e+12 -7.476981e+14 +4.688812e+18 +6.897561e+17   +9.286870e-07 -1.638705e-05 -1.683159e-03 +1.419789e-02 +9.561133e-01 -1.986198e+02 +1.241578e+03 +1.965261e+05 +1.527782e+07 +5.192476e+09 -2.857049e+10 -1.284500e+13 -6.334401e+14 -1.168892e+17 -1.773472e+18   
Q20-042   +6.999590e+01   +4.658404e-07 -5.911618e-02 +1.510863e-04 -8.423818e-02 +8.495065e-01 +2.308404e+03 -2.780009e+03 -1.137010e+05 +1.454387e+07 -2.313313e+11 +9.364178e+10 +3.602947e+12 -8.077002e+13 +4.704121e+18 +3.444640e+17   -5.921730e-08 -1.386177e-05 +5.200209e-04 +9.640718e-03 +2.750858e-02 -1.829353e+02 -1.021852e+03 +2.067791e+04 -5.727774e+06 +5.052513e+09 +5.501274e+10 -4.150660e+12 +4.919158e+14 -1.021454e+17 -1.724597e+17   
Q20-052   +6.999530e+01   +1.064477e-07 -5.906871e-02 -1.546290e-03 -4.598729e-02 -1.217937e+00 +2.298953e+03 +3.226582e+02 +3.387399e+04 +9.529918e+06 -2.299519e+11 +2.507493e+10 +1.961002e+12 -5.149226e+14 +4.637263e+18 -4.276217e+17   +2.915736e-07 -7.317708e-06 -1.071998e-03 +4.283695e-03 +9.890185e-01 -1.441048e+02 -6.124478e+01 +8.290888e+04 +1.111898e+07 +3.057414e+09 -2.631307e+10 -6.653360e+12 -5.910307e+14 +4.268961e+16 +1.212689e+18   
Q20-054   +6.999570e+01   +2.148013e-07 -5.907550e-02 -1.031116e-03 -4.217156e-02 -2.047872e-01 +2.258484e+03 -8.604876e+02 +1.424617e+05 +8.613702e+05 -2.285586e+11 +5.125255e+10 -8.333788e+12 +4.309022e+14 +4.578268e+18 +1.461871e+18   +2.925203e-07 -7.665335e-06 -1.113446e-03 +1.736022e-02 +1.456549e+00 -2.008513e+02 +5.009079e+03 +1.179945e+05 -1.710102e+07 +6.123022e+09 -2.239606e+11 -1.129863e+13 +2.412457e+14 -9.295405e+16 +9.959229e+18   
Q20-084   +6.999460e+01   +6.652809e-07 -5.909799e-02 -4.850104e-04 -2.883114e-02 -2.374332e-01 +2.287214e+03 -2.685004e+03 +1.384934e+04 +2.454849e+07 -2.322795e+11 +7.050685e+10 +5.751214e+10 -7.258093e+14 +4.747728e+18 -3.155971e+17   +4.551875e-07 +9.251081e-06 -1.076756e-03 +2.342946e-02 +1.424970e+00 -2.163195e+02 -3.502922e+03 -5.665191e+04 +1.464019e+07 +6.044242e+09 +9.533967e+10 -1.140856e+13 -8.030244e+14 -1.348497e+17 -4.237463e+18   
Q20-085   +6.999295e+01   +3.877615e-07 -5.908748e-02 +7.247951e-05 -4.174010e-02 +1.086870e+00 +2.215967e+03 -1.538791e+03 -5.991632e+04 -1.008133e+07 -2.304091e+11 +9.120279e+10 +7.593118e+11 -1.014882e+14 +4.672393e+18 -1.044636e+18   -2.521610e-07 -1.379925e-05 -6.880037e-05 +6.569306e-03 +6.546334e-01 -1.834832e+02 -7.777086e+02 +1.150342e+05 +3.098355e+06 +3.283959e+09 +5.963446e+10 -5.670338e+12 -4.124568e+14 +4.823293e+16 -3.957893e+18   
Q20-089   +6.999460e+01   +5.941125e-07 -5.907733e-02 -6.630223e-04 -8.106490e-02 -6.007895e-01 +2.177864e+03 -1.519411e+03 +7.118006e+04 +1.854244e+07 -2.293147e+11 -3.424506e+10 +1.009084e+12 -5.465260e+14 +4.651300e+18 +9.361348e+17   +3.676974e-07 -3.887443e-06 -1.661764e-03 +1.714735e-02 +2.021980e+00 -1.738318e+02 +3.935992e+03 +1.384024e+05 -8.257346e+06 +3.958164e+09 -1.019233e+11 -1.027704e+13 +5.937584e+13 -7.286388e+16 +1.752052e+18   
Q20-093   +6.999335e+01   +2.427829e-07 -5.908311e-02 -1.949334e-03 -2.665798e-02 -1.083364e+00 +2.155109e+03 +3.114693e+03 +1.098785e+05 +3.588707e+07 -2.285463e+11 -6.264087e+10 +4.607928e+11 -1.424437e+15 +4.631261e+18 +3.216298e+18   +2.992133e-07 -4.811494e-06 -1.052509e-03 +1.059812e-02 +1.248978e+00 -1.398412e+02 -2.772465e+01 +1.437509e+05 -4.964772e+06 +2.721966e+09 -1.586094e+09 -4.943190e+12 +1.458653e+14 +2.677893e+16 +3.983634e+17   
