# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-004   +1.575187e+02   -5.086947e-07 -5.774289e-02 -1.214589e-03 -6.182010e-02 -3.943019e-01 +2.363149e+03 +6.330888e+02 +3.893721e+04 -1.095953e+07 -2.262291e+11 +1.886446e+10 +1.557647e+12 +4.030368e+14 +4.552279e+18 -1.076816e+18   +5.079686e-08 -4.461163e-06 +9.126739e-04 +2.433311e-02 -6.962354e-01 -1.379381e+02 -2.357789e+03 +8.904054e+04 +1.377179e+07 +2.339738e+09 +3.176048e+10 -1.127052e+13 -3.429469e+14 -2.362238e+16 -9.376106e+17   
Q20-008   +1.575202e+02   -6.550011e-08 -5.784551e-02 -1.326390e-03 -7.032184e-02 -1.325754e+00 +2.457438e+03 -2.618194e+03 +5.974404e+04 -1.024384e+06 -2.251438e+11 +6.532369e+10 +4.475947e+12 +1.132713e+14 +4.528387e+18 -2.062667e+17   +4.228642e-07 -2.425084e-05 -1.062313e-03 +2.800356e-02 +7.052892e-01 -2.437329e+02 +2.653350e+03 +4.150536e+04 +2.365648e+07 +5.681639e+09 -6.031176e+10 -4.455373e+12 -9.956158e+14 -9.049595e+16 +2.421779e+18   
Q20-017   +1.575185e+02   +1.517884e-08 -5.779304e-02 -1.183383e-03 -6.033752e-02 +1.173768e-01 +2.447637e+03 -1.045990e+03 +7.951060e+04 +3.935276e+05 -2.306241e+11 +5.472242e+10 +3.754254e+12 +9.303428e+13 +4.643476e+18 -2.698848e+18   +4.439156e-07 -6.153960e-06 -1.135074e-03 +9.638893e-03 +1.091813e+00 -3.366258e+02 +4.570504e+03 +2.477155e+05 -6.632872e+06 +3.508594e+09 -4.483028e+10 -1.496069e+13 -1.307260e+14 -4.557122e+16 +3.266675e+17   
Q20-019   +1.575199e+02   +2.357008e-08 -5.773484e-02 -2.605779e-03 -6.461349e-02 -1.933923e+00 +2.370336e+03 +2.584515e+03 +1.117725e+05 +2.111630e+07 -2.243619e+11 -2.135551e+10 -8.924409e+11 -1.293339e+14 +4.562180e+18 +1.262814e+17   +7.315717e-08 +1.035007e-05 +5.783584e-04 +2.774253e-03 -1.123311e+00 -2.802954e+02 -1.466309e+02 +8.399745e+04 +7.144659e+06 +7.012479e+09 +3.903268e+10 -5.231609e+12 +6.523950e+13 -1.874260e+17 -8.713769e+17   
Q20-020   +1.575173e+02   +7.767515e-07 -5.781977e-02 +9.086996e-05 -1.057526e-02 -2.687416e-02 +2.482935e+03 -2.795354e+03 +2.521757e+05 +1.979515e+07 -2.279025e+11 +7.055701e+10 -2.307541e+12 -5.057753e+14 +4.558414e+18 +2.605956e+18   +5.855898e-07 -1.579307e-05 -1.240290e-03 +7.971759e-03 +3.763229e-01 -4.237885e+02 +2.508651e+03 +2.459991e+05 +1.792797e+07 +3.826768e+09 -2.064795e+10 -1.940582e+13 -3.647400e+14 +7.040795e+16 +2.062336e+18   
Q20-024   +1.575194e+02   +8.387449e-07 -5.775091e-02 +1.023556e-04 -6.919694e-02 -8.611035e-01 +2.443714e+03 -6.427792e+02 +2.435078e+05 +2.263535e+07 -2.263445e+11 -8.378003e+10 -8.521084e+12 -2.296527e+14 +4.565240e+18 +1.587488e+18   +3.624734e-07 -1.270874e-05 -2.547882e-04 +5.339546e-03 +1.337009e-01 -2.707106e+02 -1.026443e+03 +5.568831e+04 +9.995455e+06 +5.461301e+09 +2.563237e+10 -1.388713e+12 -3.804812e+14 -1.303988e+17 +3.507819e+17   
Q20-025   +1.575181e+02   +6.010915e-07 -5.775064e-02 +5.094996e-05 -8.875221e-02 -1.399069e-01 +2.446978e+03 -3.557192e+03 +2.725073e+05 +9.181497e+06 -2.267114e+11 +3.436481e+10 -9.228209e+12 -2.291861e+14 +4.597988e+18 +2.697242e+17   +2.715267e-07 -1.908830e-05 -8.603164e-04 +2.344643e-03 +1.225054e+00 -2.184084e+02 +1.081387e+03 +5.968480e+04 +7.307878e+06 +3.557410e+09 -1.165917e+11 -3.917745e+12 -2.013447e+14 -6.275017e+16 +1.624881e+18   
Q20-096   +1.575173e+02   +6.845724e-07 -5.770148e-02 -5.264581e-04 -1.878060e-02 +1.682882e-01 +2.260160e+03 -1.194389e+03 +1.407706e+05 +5.723495e+06 -2.211149e+11 +2.369856e+10 -9.871830e+12 +1.459413e+13 +4.410044e+18 +3.167408e+18   +3.536976e-07 -1.913691e-05 -3.886732e-04 +1.071333e-02 -1.296346e-01 -2.216406e+02 +1.480472e+03 +1.553945e+02 +1.690110e+07 +4.357441e+09 -6.065030e+10 +4.753520e+12 -8.215167e+14 -5.227332e+16 +3.905588e+18   
Q20-097   +1.575177e+02   +8.072160e-07 -5.768942e-02 -3.844566e-04 -7.809522e-02 -5.531715e-02 +2.340175e+03 -4.206335e+02 +3.327546e+05 +2.387428e+07 -2.252623e+11 -1.080776e+09 -5.887869e+12 -4.026483e+14 +4.638236e+18 +2.571122e+18   -1.968495e-08 +1.552411e-05 +5.093479e-05 +1.864236e-02 +5.259980e-01 -2.341113e+02 -1.130296e+03 +9.289128e+04 -6.319556e+06 +7.227975e+09 +3.536942e+10 -5.773744e+12 -3.776322e+14 -1.850809e+17 +1.152159e+18   
Q20-101   +1.575173e+02   +5.862441e-07 -5.770462e-02 -9.755608e-04 -6.103032e-02 -1.456118e+00 +2.266730e+03 +2.074668e+03 +3.000076e+05 +3.883808e+07 -2.221313e+11 -1.020275e+11 -1.140661e+13 -1.366070e+15 +4.504809e+18 +2.976015e+18   +2.514688e-07 -2.124683e-05 -1.112484e-03 +1.149971e-02 +9.829212e-01 -1.965135e+02 +3.664502e+02 -3.021912e+04 +1.346928e+06 +4.886173e+09 +7.423127e+10 +2.460874e+12 -1.383291e+14 -4.484671e+16 -4.251743e+18   
Q20-103   +1.575179e+02   -2.822623e-08 -5.767953e-02 -7.093289e-04 -2.704258e-02 +5.659697e-01 +2.315633e+03 -1.748675e+03 +1.155539e+05 +8.710699e+06 -2.255794e+11 +1.770460e+10 -1.877091e+12 -5.960958e+13 +4.628427e+18 +1.723001e+18   +1.285502e-07 -7.701601e-06 -4.857553e-04 +5.787408e-03 +2.086236e-01 -2.117288e+02 +2.647305e+03 +6.059806e+04 +1.493619e+07 +4.012592e+09 -6.860623e+10 +2.341400e+12 -4.847767e+14 -1.033168e+17 +3.490579e+18   
Q20-104   +1.575209e+02   +4.194171e-07 -5.768852e-02 -9.286063e-04 -5.064006e-02 +1.618040e-01 +2.362278e+03 -3.433112e+03 +5.181757e+04 +1.723740e+07 -2.242353e+11 +6.006415e+10 -6.000643e+11 -2.929726e+14 +4.608072e+18 -2.029814e+17   +3.176121e-07 -2.062262e-05 -8.740008e-04 +2.736059e-02 +9.064746e-01 -1.528089e+02 +8.072561e+02 +1.728445e+05 -2.484693e+06 +2.322988e+09 -2.855329e+10 -7.961801e+12 +3.119110e+13 +1.131264e+16 +2.244352e+18   
Q20-134   +1.575173e+02   +1.036023e-07 -5.770244e-02 -8.463058e-04 -4.308195e-02 -3.396606e-01 +2.480029e+03 +2.313642e+02 +1.012616e+05 +6.562517e+06 -2.259764e+11 +3.343956e+09 +6.890875e+11 -6.486284e+13 +4.619053e+18 +3.076604e+17   +5.781764e-07 +8.904273e-06 -1.528367e-03 +9.439884e-03 +1.131911e+00 -1.547194e+02 +2.011815e+03 +5.568675e+04 +8.013482e+06 +4.472785e+09 +5.394160e+10 -2.806541e+12 -3.102017e+14 -4.993955e+16 -2.540354e+18   
Q20-135   +1.575192e+02   +6.253330e-07 -5.769450e-02 -4.952071e-04 -6.957615e-02 +3.650877e-02 +2.450887e+03 -1.827899e+03 +1.298203e+05 +1.395040e+07 -2.240417e+11 +3.564359e+10 -1.524786e+12 -4.748323e+14 +4.544030e+18 +3.402323e+17   +1.141480e-07 -1.161983e-05 -3.969067e-04 +2.361884e-02 -8.404575e-01 -6.670146e+01 +1.536905e+03 +3.460957e+04 +4.621797e+06 -1.711615e+08 +8.552018e+09 -9.468770e+12 -2.038033e+14 +8.643905e+16 +4.777086e+17   
Q20-148   +1.575189e+02   +5.530256e-07 -5.770667e-02 -5.618897e-04 -4.868751e-02 +6.909336e-01 +2.437250e+03 -1.009224e+03 +1.030739e+05 +1.547696e+07 -2.244447e+11 +5.431690e+10 +2.385013e+12 -3.438551e+14 +4.599390e+18 -1.385920e+18   +6.534625e-07 -1.419454e-05 -2.065112e-03 +1.585520e-02 +1.047495e+00 -1.697747e+02 +4.065928e+03 +4.626567e+04 -2.942163e+06 +2.790853e+09 -5.843824e+10 -4.101145e+12 -1.855318e+14 +4.925842e+16 +9.071838e+17   
