# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-004   +1.996200e+00   -1.031793e-06 -7.533504e-02 -1.063256e-02 -1.144204e-01 -1.607424e+01 +1.516429e+03 +8.139906e+04 -1.116364e+07 -5.234711e+07 -2.571586e+11 -1.849343e+12 -3.583022e+14 +1.676410e+16 +5.982847e+18 -1.344728e+20   +1.041718e-06 +5.671476e-06 +2.711426e-03 -2.049039e-02 -4.135528e+00 +3.366737e+02 +2.629282e+04 -4.112146e+06 -9.445622e+07 +2.383124e+10 -1.210026e+12 +7.717298e+13 +1.127040e+16 -4.698715e+17 -1.452853e+20   
Q20-008   +1.995850e+00   +1.640517e-06 -7.486104e-02 -4.376432e-03 -9.507393e-03 -4.228094e+00 +1.435213e+03 +1.428603e+04 -1.026040e+05 -1.187988e+07 -2.841096e+11 +4.795505e+11 +5.813212e+13 -4.154577e+14 +5.940612e+18 +1.543239e+19   +1.369805e-06 -1.968093e-05 +6.892236e-04 +9.658957e-02 +2.531785e+00 -2.529119e+02 -3.167267e+03 +3.164991e+05 +4.751590e+07 +1.371573e+10 +1.653221e+11 -1.408836e+13 +4.271137e+14 +3.644439e+17 -2.145777e+19   
Q20-017   +1.995050e+00   +1.137797e-06 -7.528107e-02 -6.255337e-03 -6.609990e-02 -3.333369e+00 +1.201294e+03 +2.526561e+04 +4.587294e+05 +2.902432e+07 -2.950748e+11 -6.372046e+10 -7.425799e+12 +3.825340e+14 +5.956728e+18 +7.018746e+18   -5.631137e-06 +5.430691e-06 +2.387893e-02 +4.529719e-02 -1.179480e+01 -1.693437e+02 -6.347264e+04 +7.629478e+05 +1.584674e+08 +9.431678e+08 +7.358472e+11 -1.081623e+13 +2.422508e+15 -6.330724e+16 +1.754093e+19   
Q20-019   +1.995550e+00   +4.999983e-06 -7.429551e-02 +5.682764e-03 -9.312510e-02 -7.512235e-01 +1.186494e+03 -2.246963e+04 +1.126990e+06 +8.473368e+07 -2.796022e+11 +6.330741e+10 +1.777031e+13 -4.460973e+15 +6.084338e+18 -2.471242e+18   +1.381607e-06 +2.743556e-05 +8.474636e-04 -1.171690e-02 -9.963203e-01 -3.736608e+02 -1.602773e+04 +9.445186e+05 +3.187961e+07 +2.721071e+09 +2.940985e+11 -1.933042e+13 +1.071571e+14 -2.200329e+17 -2.064949e+19   
Q20-020   +1.994850e+00   +2.813454e-06 -7.589839e-02 -2.373951e-03 +4.982153e-02 -6.746302e+00 +1.568020e+03 -4.536665e+02 -3.262867e+05 +2.156636e+07 -2.865330e+11 -3.501265e+11 +2.714467e+12 +2.952954e+15 +5.806141e+18 -6.445221e+18   -2.836927e-06 -1.754523e-05 +1.644609e-02 +4.184021e-02 -9.867318e+00 -5.728381e+01 -4.631266e+04 -9.702765e+05 +7.247833e+07 +4.012812e+09 +9.032985e+11 -2.443593e+13 -1.165967e+14 +1.591051e+17 +7.856656e+18   
Q20-024   +1.995800e+00   +4.680756e-06 -7.421711e-02 +5.083991e-03 -9.981321e-02 -1.032243e+00 +9.382884e+02 -1.494654e+04 -9.341938e+05 +8.636867e+07 -2.823927e+11 +2.185876e+10 +4.599631e+13 -1.111388e+16 +6.013864e+18 -1.697980e+19   -2.394469e-06 -1.730116e-05 +1.398569e-02 -1.432354e-02 -7.907566e+00 -3.800803e+02 -3.384929e+04 +1.259872e+05 +1.692078e+07 +1.402240e+10 +6.213759e+11 -6.416144e+12 -1.258659e+15 -7.695596e+16 -6.689839e+18   
Q20-025   +1.994700e+00   +4.000330e-06 -7.441766e-02 +5.680488e-03 +2.039888e-02 -4.010288e+00 +1.365505e+03 -1.983984e+04 +2.270895e+06 -1.571885e+08 -2.532139e+11 +1.487763e+12 -1.280627e+14 -1.128063e+16 +6.597243e+18 +4.909468e+19   +6.647521e-06 -2.938024e-05 -1.659370e-02 +5.197253e-02 +1.075339e+01 -5.527528e+02 +9.473866e+04 +1.303065e+06 -3.555717e+08 +5.704712e+10 -3.607898e+11 -1.916154e+14 -1.382095e+16 +2.630953e+18 -4.068901e+19   
Q20-096   +1.994900e+00   +6.605915e-06 -7.550855e-02 +9.763682e-03 +1.429544e-02 +3.785001e+00 +1.021713e+03 -4.184714e+04 -3.935613e+05 +2.688223e+06 -2.807744e+11 +2.650763e+10 -1.149899e+13 +9.918252e+13 +5.742483e+18 +3.834509e+19   -1.373566e-06 -5.059427e-06 +1.023768e-02 -1.009794e-02 -5.169788e+00 -1.921119e+02 -2.602741e+04 +1.414620e+06 +1.101880e+08 +9.577924e+09 +1.147016e+12 -1.417008e+13 +2.687413e+15 +5.294085e+17 +3.481474e+19   
Q20-097   +1.994950e+00   +2.844468e-06 -7.601629e-02 -3.027292e-03 -9.194160e-02 -2.011241e+00 +9.019209e+02 +1.392669e+04 -1.757318e+04 +8.246668e+07 -2.865229e+11 -4.962298e+11 -1.035919e+13 -4.503354e+14 +6.493371e+18 -1.475884e+19   -7.835595e-07 +2.232664e-05 +6.832372e-03 +3.413157e-03 +6.752189e-01 -3.014257e+02 -1.633345e+04 +3.508365e+05 +1.351165e+07 +7.000757e+09 +7.646126e+11 -1.318868e+13 -6.428933e+14 +1.020325e+17 -3.735773e+18   
Q20-101   +1.993400e+00   +3.781339e-06 -7.588713e-02 +1.897480e-03 -5.397788e-02 -2.250157e+00 +1.180404e+03 +6.293102e+02 +2.363704e+05 +5.412582e+07 -2.833301e+11 +5.759426e+11 +1.103839e+13 -3.093322e+15 +6.080616e+18 -4.243456e+18   +2.612655e-06 -1.743931e-05 -4.758340e-03 +9.825805e-04 +4.293884e+00 -3.467469e+02 -9.905879e+03 -2.778355e+05 -7.252303e+07 +5.448816e+09 -6.424712e+11 -5.589596e+12 -7.005187e+15 -8.667382e+16 +7.202333e+18   
