# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-006   +2.999660e+01   +1.571422e-07 -5.916811e-02 -1.740710e-03 -1.096599e-01 -1.090737e+00 +2.448832e+03 +1.318371e+03 +2.032507e+05 +1.022430e+07 -2.337073e+11 -8.471497e+09 -4.270464e+12 -2.715253e+14 +4.739324e+18 -7.370949e+17   +3.510171e-07 -9.444214e-06 -5.957765e-04 +2.065246e-02 +1.820569e-01 -1.404439e+02 +4.023899e+02 +5.419834e+04 +5.574275e+06 +2.424288e+09 -3.251545e+10 -6.361614e+12 -3.826097e+14 -1.177760e+16 -1.566633e+18   
Q20-018   +2.999600e+01   +2.454694e-07 -5.912832e-02 -1.504310e-03 -8.465492e-02 -5.505051e-01 +2.404126e+03 +1.214747e+03 +7.521953e+04 +8.526357e+06 -2.335287e+11 -7.468853e+10 -1.913914e+12 -3.881324e+14 +4.729484e+18 -1.736030e+18   -6.430247e-07 -2.355230e-05 +1.500674e-03 +8.208698e-03 -7.509618e-01 -1.551631e+02 -2.891155e+03 +4.436608e+04 +1.368590e+06 +6.680857e+09 +4.138362e+10 +3.578914e+12 +1.030683e+15 -6.625463e+16 +4.650383e+16   
Q20-031   +2.999640e+01   +1.078374e-06 -5.911059e-02 -1.411738e-04 -6.984388e-02 -3.564864e-01 +2.431060e+03 -2.012314e+03 +1.996801e+05 +3.391357e+07 -2.329552e+11 -6.143147e+10 -2.590533e+12 -8.165983e+14 +4.747330e+18 +2.902865e+18   +9.713106e-07 -1.640976e-05 -1.648333e-03 +1.635319e-02 +1.093515e+00 -1.724323e+02 +1.591878e+03 +1.503608e+05 +1.989031e+07 +5.047096e+09 +6.306300e+09 -8.279257e+12 -8.812954e+14 -1.002023e+17 -1.397652e+18   
Q20-042   +2.999640e+01   +5.842314e-07 -5.909086e-02 +2.862608e-04 -8.991852e-02 +8.193643e-01 +2.409486e+03 -4.085497e+03 +3.795359e+04 +7.123101e+06 -2.318743e+11 +5.011365e+10 +7.981534e+12 -5.585207e+14 +4.690323e+18 +1.084127e+18   -3.551263e-09 -1.407240e-05 +5.510535e-04 +1.225666e-02 +7.418897e-02 -1.566404e+02 -1.480794e+03 +1.136508e+05 -3.911576e+06 +4.787805e+09 +3.412223e+09 -1.545596e+12 +3.530847e+13 -1.128311e+17 +9.083077e+17   
Q20-052   +2.999600e+01   +7.709618e-08 -5.902877e-02 -1.948977e-03 -3.751564e-02 -1.591617e+00 +2.394171e+03 +1.331624e+03 +1.526056e+05 +1.416409e+07 -2.298444e+11 +2.827579e+08 +9.154907e+10 -5.190352e+14 +4.631761e+18 -1.152407e+18   +3.878847e-07 -7.241609e-06 -1.179819e-03 +3.070186e-03 +9.525847e-01 -1.501275e+02 +1.970045e+02 -1.763453e+04 +1.474936e+07 +2.778571e+09 -7.707928e+10 -8.843406e+12 -7.053740e+14 +5.727014e+16 -1.646555e+17   
Q20-054   +2.999670e+01   +2.410753e-07 -5.903619e-02 -1.217986e-03 -4.283715e-02 -3.047656e-01 +2.356319e+03 -2.720779e+03 +6.477579e+04 -8.804478e+06 -2.281923e+11 +1.570500e+11 -4.099144e+12 +6.697547e+14 +4.582767e+18 -2.763019e+18   +3.805465e-07 -7.325389e-06 -1.241994e-03 +1.820997e-02 +1.495705e+00 -2.143307e+02 +4.523968e+03 +1.513579e+05 -1.045376e+07 +6.721619e+09 -2.863495e+11 -1.023437e+13 +2.743677e+14 -1.454774e+17 +1.292665e+19   
Q20-084   +2.999585e+01   +8.221571e-07 -5.906084e-02 -1.865284e-04 -2.734932e-02 -1.296533e-01 +2.390678e+03 -2.471143e+03 +1.379535e+05 +5.175999e+07 -2.323395e+11 +1.100671e+11 -3.282672e+12 +1.453068e+13 +4.747240e+18 +3.166358e+18   +4.496992e-07 +9.443913e-06 -9.055059e-04 +2.355054e-02 +1.421459e+00 -2.005991e+02 -4.066809e+03 +6.776234e+04 +3.280757e+05 +5.226386e+09 +1.460297e+11 -8.161459e+12 -6.582527e+14 -1.574486e+17 -5.504398e+18   
Q20-085   +2.999400e+01   +5.797349e-07 -5.904731e-02 +3.954584e-04 -3.969074e-02 +1.137297e+00 +2.309608e+03 -2.558152e+03 -1.962127e+03 -3.453861e+05 -2.299132e+11 +2.934786e+10 +6.227779e+12 -8.679906e+14 +4.642689e+18 -4.285660e+17   -2.020013e-07 -1.334851e-05 -1.248185e-04 +8.064693e-03 +6.561022e-01 -1.998799e+02 -1.561530e+03 +6.839205e+03 +1.857690e+06 +4.467507e+09 +5.188468e+10 -2.783434e+12 -7.039835e+14 +1.182694e+15 -6.037584e+18   
Q20-089   +2.999585e+01   +6.670749e-07 -5.903137e-02 -7.371516e-04 -8.156322e-02 -6.628327e-01 +2.252085e+03 -5.532069e+02 +2.081652e+05 +1.323054e+07 -2.288703e+11 -2.117814e+10 -5.379081e+12 -8.812862e+14 +4.654190e+18 +6.544065e+17   +4.007694e-07 -3.382668e-06 -1.601352e-03 +1.439855e-02 +2.081785e+00 -1.643045e+02 +2.894740e+03 +1.093672e+05 -6.740326e+06 +3.210623e+09 -7.160884e+10 +3.274417e+11 +1.060697e+14 -5.100876e+16 -1.458976e+18   
Q20-093   +2.999415e+01   +3.810680e-07 -5.904535e-02 -1.783820e-03 -2.544895e-02 -9.767901e-01 +2.256181e+03 +2.015801e+03 +2.124690e+05 +3.087534e+07 -2.276999e+11 -8.967462e+10 -1.891537e+12 -1.356465e+15 +4.601881e+18 +9.213860e+17   +3.500809e-07 -4.354622e-06 -1.012739e-03 +9.576481e-03 +1.235916e+00 -1.547133e+02 -1.009744e+03 +2.297323e+04 +6.704204e+06 +3.128604e+09 +9.707810e+10 -2.341977e+12 +5.621730e+13 +2.309166e+16 -2.839362e+18   
