# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-006   +3.997700e+00   +4.004633e-07 -6.602266e-02 -4.539105e-03 -1.346177e-01 -3.081052e+00 +2.205504e+03 +8.656950e+03 +9.042577e+05 -1.869675e+07 -2.591615e+11 +3.945594e+11 +4.804755e+13 -2.222274e+15 +5.338865e+18 +2.895895e+19   +1.366424e-06 -1.124243e-05 -2.402752e-03 +3.707492e-02 +5.371461e-01 -5.424324e+01 -1.593429e+04 +3.338752e+05 -9.008818e+07 +1.229248e+10 -1.050741e+12 -1.056952e+13 -4.531373e+15 +4.974503e+17 -1.159989e+19   
Q20-018   +3.998000e+00   +2.396586e-06 -6.550670e-02 +2.385736e-03 -1.033724e-01 +8.474797e-01 +2.037823e+03 -8.994755e+03 +1.744497e+05 +4.570825e+07 -2.549942e+11 -5.565823e+10 -1.643208e+12 -1.389717e+15 +5.250390e+18 +9.072186e+18   +1.044215e-06 -2.532091e-05 -1.916898e-03 +1.433776e-02 +2.971666e+00 -1.788485e+02 +3.000435e+03 +7.730353e+04 +9.823729e+06 +4.844130e+09 +3.364372e+11 -5.764050e+12 +2.308364e+14 -1.060828e+17 +4.321558e+18   
Q20-031   +3.998150e+00   +2.495824e-06 -6.535208e-02 +1.601035e-03 -6.540653e-02 +2.032273e-01 +1.773965e+03 +3.757355e+02 +8.566647e+05 +8.871988e+07 -2.609922e+11 +9.173235e+11 +3.961265e+13 -3.668974e+14 +4.923675e+18 +3.412896e+19   +1.838368e-06 -1.667622e-05 -2.749161e-03 +1.114390e-02 +1.714133e+00 -2.772152e+02 -2.611070e+02 -3.178880e+05 -2.805190e+07 -1.357323e+09 -2.494455e+11 -6.325395e+13 -4.967192e+15 -8.699341e+16 -1.744120e+19   
Q20-042   +3.998150e+00   +7.681685e-07 -6.565879e-02 -2.267917e-03 -1.200733e-01 -6.598794e-01 +2.004417e+03 +8.446522e+03 -3.930991e+05 +7.511259e+07 -2.473275e+11 +9.914308e+10 +3.939289e+11 +3.284469e+15 +5.195020e+18 +3.243265e+19   +1.489800e-06 -1.079683e-05 -2.762640e-03 -9.657952e-03 +1.902261e+00 -1.924065e+02 -8.095257e+03 -8.594935e+04 -3.070200e+06 +4.937971e+09 -2.946125e+11 -3.138897e+13 -2.675770e+15 +1.631986e+17 +6.418954e+18   
Q20-052   +3.998000e+00   +1.905849e-06 -6.586901e-02 +8.487684e-04 -2.348960e-02 -5.430468e-01 +1.948572e+03 -4.738039e+03 +2.026269e+05 +6.623554e+06 -2.566806e+11 -3.381278e+10 +1.478179e+13 -9.359690e+14 +5.123829e+18 +1.824605e+18   -1.858947e-07 -3.094795e-06 +1.948298e-03 +1.504464e-02 -3.674660e-01 -1.975344e+02 -6.644252e+03 +6.150350e+05 +5.529830e+07 +3.377246e+09 -8.344515e+10 -3.157961e+12 -6.398852e+14 +7.658272e+16 +9.496016e+18   
Q20-054   +3.998400e+00   +4.289723e-06 -6.593773e-02 +8.757425e-03 -5.431220e-02 +4.243717e+00 +1.953548e+03 -1.819823e+04 +1.090927e+05 -7.405065e+07 -2.508646e+11 +4.212230e+11 +2.188601e+13 -1.712438e+15 +5.180032e+18 +3.354262e+18   -3.955797e-07 -4.655615e-06 +2.747622e-03 +4.725158e-03 +3.500015e-01 -2.671228e+02 -1.062070e+03 +2.833896e+05 +1.702396e+07 +3.459501e+09 -2.717449e+11 -9.611224e+12 -3.600865e+14 -1.161187e+17 +5.739678e+18   
Q20-084   +3.997800e+00   +2.043254e-06 -6.587863e-02 +7.899800e-04 -5.109550e-02 -2.840442e+00 +2.140131e+03 -1.614186e+04 +2.533473e+05 +7.443549e+07 -2.567657e+11 -6.255463e+11 +2.389190e+13 -1.814771e+15 +5.412392e+18 -9.251053e+18   +9.090185e-07 +9.281240e-06 -8.059250e-04 +3.792321e-02 +2.389051e+00 -1.999559e+02 -1.257668e+04 +3.808195e+05 +4.491045e+07 +1.149101e+10 +1.957210e+11 +4.781848e+13 -1.907225e+15 -6.723558e+16 +2.285226e+19   
Q20-085   +3.995150e+00   +1.931404e-06 -6.631979e-02 +1.031565e-03 -1.625457e-02 -1.010331e+00 +2.110906e+03 -1.510509e+03 -1.407936e+06 -1.137538e+08 -2.586546e+11 -8.764227e+10 +3.986168e+13 +1.252821e+15 +4.587693e+18 +2.155836e+19   -5.562129e-07 -7.022277e-06 +2.480233e-03 +3.919770e-02 +9.572271e-02 -2.852599e+02 -1.364122e+04 +8.086643e+05 -1.047744e+07 -2.747416e+09 +1.201289e+11 +8.535194e+12 -3.231786e+15 +9.719587e+15 -2.471139e+19   
Q20-089   +3.997950e+00   +2.204905e-06 -6.565692e-02 +6.884428e-04 -6.240788e-02 +3.214200e-02 +1.884487e+03 -1.522149e+03 +7.364509e+04 +2.532931e+07 -2.477004e+11 +1.477652e+11 -1.279245e+13 -8.201693e+14 +5.047344e+18 -2.319562e+18   -2.666622e-07 +1.384613e-06 +2.169856e-03 -6.609938e-03 +1.446583e+00 -1.681482e+02 -1.293089e+04 +6.415288e+05 +3.240246e+07 +1.034943e+09 +1.384368e+11 -7.707720e+12 +8.176178e+14 -5.035108e+16 +6.625168e+18   
Q20-093   +3.995900e+00   +2.639763e-06 -6.601059e-02 +3.107510e-03 -2.087556e-02 +1.265909e+00 +1.803555e+03 -9.215974e+03 +2.231830e+05 +6.289314e+07 -2.515624e+11 -1.060387e+11 +1.333765e+13 -3.830716e+15 +5.033705e+18 -3.780825e+17   +6.226600e-07 +5.315256e-07 +1.568366e-04 +1.305331e-02 +1.859289e+00 -1.269415e+02 -1.148547e+04 +3.113854e+05 +8.778445e+06 +4.238172e+09 +4.261093e+10 +1.267959e+13 -3.388443e+14 +1.459495e+17 -1.133110e+19   
Q20-099   +3.995900e+00   +1.127918e-06 -6.802475e-02 -3.290275e-03 -1.031584e-01 -1.944550e+00 +2.212489e+03 +5.236202e+03 -3.392117e+05 -3.349894e+07 -2.567051e+11 -9.644621e+10 -2.110989e+13 +1.812764e+14 +5.446353e+18 -5.358603e+18   +3.248370e-06 -8.622646e-06 -8.129157e-03 +1.304440e-02 +5.186078e+00 -1.769484e+02 +2.580475e+04 -5.715348e+03 +2.941100e+07 +5.800400e+09 -6.793246e+10 -1.935308e+13 +2.550735e+15 -2.659083e+16 -2.116461e+18   
Q20-100   +3.998250e+00   +8.803429e-08 -6.578526e-02 -6.877706e-03 -3.125627e-03 -4.586409e+00 +1.772189e+03 +1.852354e+04 -4.225404e+05 +3.582125e+07 -2.592069e+11 -1.147768e+12 +1.536707e+13 +2.003240e+15 +4.775994e+18 -3.686453e+19   -2.411521e-07 -7.555653e-06 +2.079446e-03 -9.641146e-03 +3.558412e-01 -1.689866e+02 -1.371078e+04 +1.411998e+06 +3.979864e+07 +2.437099e+09 -4.531920e+11 -5.786009e+12 -2.478054e+15 -6.182965e+16 -3.704128e+18   
Q20-105   +3.997950e+00   +2.967468e-06 -6.602231e-02 +4.908658e-03 -2.093305e-02 +2.530329e+00 +2.046859e+03 -1.176250e+04 -5.037564e+05 -2.420193e+07 -2.558008e+11 -2.992226e+11 +2.358290e+13 -6.662262e+14 +5.147235e+18 -4.488333e+18   +2.029090e-06 -7.418532e-06 -6.573354e-03 -4.473353e-03 +4.617772e+00 -1.639845e+02 +1.882252e+04 +4.537781e+05 +4.122628e+07 +6.457404e+09 -2.765192e+10 -1.923609e+13 +1.239458e+14 -4.152063e+16 -1.069787e+19   
Q20-110   +3.997900e+00   +3.537677e-07 -6.577421e-02 -4.519090e-03 -6.407604e-02 -3.623632e+00 +1.977821e+03 +8.422309e+03 +4.035961e+05 +2.158566e+07 -2.526847e+11 +1.341216e+11 +9.052300e+12 +6.044188e+14 +5.347535e+18 +4.944388e+18   -4.979244e-07 +1.958002e-05 +2.549876e-03 +1.371446e-03 +1.091283e-02 -2.394250e+02 -7.100733e+03 +5.501131e+05 +7.089187e+06 +8.345166e+09 -8.065689e+10 -7.030476e+12 -6.102887e+14 -1.968928e+17 -7.792331e+18   
Q20-114   +3.997950e+00   +1.592208e-06 -6.590850e-02 +3.149076e-04 -1.093343e-02 -7.078503e-01 +2.061505e+03 -1.120450e+04 -1.875770e+05 +6.511245e+07 -2.545009e+11 +1.134425e+11 +1.683165e+13 +7.155150e+14 +5.215621e+18 -1.627650e+18   +2.355628e-06 +7.737383e-06 -8.753886e-03 +2.966836e-02 +8.254543e+00 -2.393261e+02 +1.690501e+04 +4.372258e+05 +3.793617e+06 +7.209432e+09 -3.223414e+10 -5.778584e+12 +8.085929e+14 -1.173654e+17 +3.057154e+18   
Q20-117   +3.997950e+00   +1.833991e-06 -6.578384e-02 -7.269376e-04 -5.299076e-02 -1.481730e+00 +2.063350e+03 -4.742018e+02 +1.751522e+05 +1.894799e+07 -2.536105e+11 -9.231976e+10 +4.912353e+12 -3.606078e+14 +5.307290e+18 +3.167606e+18   -1.372297e-07 -8.786285e-06 +8.888745e-04 -9.774389e-03 +1.455643e+00 -1.544842e+02 -4.116345e+03 +9.331175e+05 -3.398934e+07 +4.032354e+09 +9.101950e+10 -2.545104e+12 -1.003369e+15 +1.001769e+16 +7.628502e+18   
