# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-004   +6.999520e+01   -2.966751e-07 -5.913898e-02 -5.643368e-04 -6.664898e-02 +5.014982e-02 +2.230467e+03 -3.472032e+02 +1.100595e+05 -2.327171e+07 -2.319223e+11 -2.312799e+10 -7.655442e+11 +1.323561e+14 +4.621994e+18 -3.686974e+17   +3.305644e-07 -4.578841e-06 +1.340669e-04 +2.476978e-02 -1.170672e-01 -1.381067e+02 +4.839205e+02 +1.846005e+04 +1.323228e+07 +2.910171e+09 -1.838407e+10 -8.416030e+12 -4.227951e+14 -5.126254e+16 -3.687343e+18   
Q20-008   +6.999650e+01   -6.887787e-08 -5.921562e-02 -1.574239e-03 -6.859263e-02 -1.506805e+00 +2.319772e+03 -1.999921e+03 +8.185534e+04 +1.912708e+06 -2.319650e+11 +4.473458e+10 +2.687377e+12 -2.001203e+14 +4.665459e+18 +2.820587e+17   +3.661457e-07 -2.543059e-05 -6.551476e-04 +2.750175e-02 +6.031194e-01 -2.131881e+02 +1.075864e+03 +6.502035e+04 +2.074382e+07 +5.333197e+09 -4.073415e+10 -4.095550e+12 -8.421317e+14 -7.549025e+16 +1.149899e+18   
Q20-017   +6.999490e+01   -3.210555e-08 -5.915524e-02 -1.569876e-03 -6.436999e-02 -4.928308e-02 +2.290623e+03 +4.732723e+02 +1.894441e+05 +1.360123e+06 -2.350987e+11 +2.324699e+10 -6.199026e+12 +2.246412e+14 +4.776454e+18 +1.264465e+18   +4.710296e-07 -8.471722e-06 -1.035557e-03 +7.383354e-03 +9.700294e-01 -2.519474e+02 +4.366398e+03 +8.067536e+04 +5.055894e+06 +4.540468e+09 -1.188282e+11 -6.190038e+12 -4.104058e+14 -5.388233e+16 +3.045322e+18   
Q20-019   +6.999620e+01   +1.227855e-07 -5.913374e-02 -2.489991e-03 -6.913872e-02 -1.961835e+00 +2.269386e+03 +3.192715e+03 +7.525729e+04 +2.834305e+07 -2.314677e+11 -1.151664e+11 -1.527089e+12 -3.243055e+14 +4.639488e+18 -2.587060e+17   +1.576104e-07 +8.357668e-06 +4.623044e-04 +2.588272e-03 -1.320149e+00 -2.350178e+02 +7.965548e+01 +1.153388e+05 +1.570008e+07 +8.032215e+09 -4.905022e+10 -7.704660e+12 -6.301495e+13 -2.086016e+17 -2.639825e+18   
Q20-020   +6.999485e+01   +7.135698e-07 -5.918030e-02 -2.503431e-04 -1.238776e-02 -1.704255e-01 +2.334793e+03 -1.736942e+03 +9.928399e+04 +2.603699e+07 -2.329909e+11 +8.552985e+10 -3.473701e+12 -4.974910e+14 +4.696790e+18 -1.335746e+18   +6.350923e-07 -1.919714e-05 -1.235672e-03 +1.008449e-02 +4.622560e-01 -2.598008e+02 +1.084470e+03 -2.816963e+03 +1.313264e+07 +5.388812e+09 -1.530311e+10 -2.123019e+12 -2.490669e+14 -7.009541e+16 +2.342222e+18   
Q20-024   +6.999620e+01   +7.719003e-07 -5.915633e-02 -3.960739e-04 -8.221696e-02 -1.101578e+00 +2.307572e+03 -3.538902e+02 +3.424099e+05 +2.615949e+07 -2.312818e+11 +2.501757e+10 -6.154048e+12 -8.513942e+14 +4.618909e+18 +2.766347e+17   +3.691036e-07 -1.474140e-05 -1.681947e-04 +7.706301e-03 -3.918561e-02 -2.183109e+02 -5.596307e+02 +4.031942e+04 +3.518102e+06 +7.095847e+09 +1.194542e+11 -5.917564e+12 +3.070392e+14 -1.528322e+17 -2.857757e+18   
Q20-025   +6.999540e+01   +5.916437e-07 -5.915620e-02 -2.286153e-04 -9.914556e-02 -5.033211e-01 +2.314096e+03 -2.991071e+03 +2.602757e+05 +1.275773e+07 -2.334949e+11 +5.734033e+10 -5.430425e+12 -3.919458e+14 +4.721312e+18 +1.576295e+18   +4.434293e-07 -2.002803e-05 -1.326372e-03 +2.546820e-03 +1.455131e+00 -1.659583e+02 +1.604327e+03 +6.954548e+04 -1.071381e+06 +3.622049e+09 -8.570698e+10 -4.586204e+12 -7.105224e+13 -5.913686e+16 +1.025429e+18   
Q20-096   +6.999445e+01   +5.582061e-07 -5.911359e-02 -1.229485e-03 -1.812458e-02 -3.405371e-01 +2.136678e+03 +7.395492e+02 +1.837137e+05 +1.028277e+07 -2.277869e+11 +1.147374e+10 -5.629902e+12 +4.933407e+13 +4.515934e+18 -6.155245e+16   +4.318667e-07 -2.002504e-05 -4.909504e-04 +9.297109e-03 +7.286465e-02 -2.167272e+02 +2.288737e+03 +8.401353e+04 +1.671203e+07 +3.910680e+09 -1.246483e+11 +2.714907e+12 -6.131150e+14 -2.794330e+16 +5.421943e+18   
Q20-097   +6.999455e+01   +9.694629e-07 -5.911969e-02 -3.975051e-05 -9.026423e-02 +1.795764e-01 +2.200226e+03 -1.645132e+03 +3.720341e+05 +2.866676e+07 -2.311056e+11 +2.254761e+10 -1.010597e+13 -6.911127e+14 +4.730310e+18 +2.453112e+18   +6.196655e-08 +1.539170e-05 -5.209477e-05 +1.805902e-02 +6.726467e-01 -2.474504e+02 -1.142833e+03 +1.942820e+05 -1.066271e+07 +8.153536e+09 +2.241083e+10 -7.000231e+12 +2.065931e+14 -2.159048e+17 +5.409181e+17   
Q20-101   +6.999390e+01   +5.917296e-07 -5.910328e-02 -1.225600e-03 -6.467744e-02 -1.590049e+00 +2.124901e+03 +3.006319e+03 +2.601310e+05 +3.808222e+07 -2.285188e+11 -1.373120e+11 -9.073418e+12 -1.191439e+15 +4.613376e+18 +5.023649e+18   +2.264244e-07 -2.203073e-05 -8.640779e-04 +1.041710e-02 +9.032223e-01 -1.943689e+02 -7.931071e+02 +1.938516e+04 +3.235748e+06 +4.276306e+09 +6.377649e+10 -5.596971e+11 -2.722244e+14 -3.423735e+16 -4.149192e+18   
Q20-103   +6.999475e+01   -2.088885e-08 -5.910500e-02 -7.834400e-04 -2.858643e-02 +3.965767e-01 +2.159626e+03 -9.790949e+02 -1.091717e+05 +1.171256e+07 -2.314589e+11 +7.219031e+09 +9.355739e+12 -6.153412e+14 +4.719428e+18 +2.330582e+18   +1.242307e-07 -8.582947e-06 -3.263279e-04 +6.921679e-03 +3.140021e-01 -2.279900e+02 +2.309539e+03 +1.696250e+05 +6.178688e+06 +5.093151e+09 -1.229990e+11 -1.973975e+11 -3.162119e+14 -1.189466e+17 +5.789368e+18   
Q20-104   +6.999610e+01   +4.514746e-07 -5.911814e-02 -1.056442e-03 -5.660727e-02 -1.113776e-01 +2.252013e+03 -2.348272e+03 -7.549692e+04 +2.353277e+07 -2.313577e+11 -6.955593e+10 -6.745536e+12 -1.018106e+15 +4.723397e+18 +3.097150e+18   +2.130372e-07 -2.155986e-05 -3.895156e-04 +2.512380e-02 +6.346836e-01 -1.327998e+02 -1.283284e+03 +1.339228e+05 +1.401568e+07 +1.922300e+09 -4.861235e+10 -1.929593e+13 +1.683930e+14 +5.729909e+16 +4.100266e+18   
Q20-134   +6.999450e+01   +2.337074e-07 -5.914450e-02 -6.960847e-04 -4.805672e-02 -3.674646e-01 +2.340021e+03 +6.956705e+02 +9.912183e+04 +1.254286e+07 -2.321327e+11 -7.239712e+09 -1.297316e+12 -3.504900e+14 +4.720119e+18 +1.359889e+18   +5.125211e-07 +9.043089e-06 -1.129518e-03 +9.964897e-03 +1.051017e+00 -1.519568e+02 +1.822919e+03 +9.357617e+04 +7.534416e+06 +4.771562e+09 +3.859390e+10 -1.258785e+12 -1.126148e+14 -5.950825e+16 -1.431711e+18   
Q20-135   +6.999570e+01   +7.203140e-07 -5.909557e-02 -3.513912e-04 -7.417540e-02 +1.437167e-01 +2.331103e+03 -2.088071e+03 +2.051280e+05 +1.665678e+07 -2.300190e+11 +1.093481e+11 -3.869969e+12 -6.451401e+14 +4.682308e+18 +2.175348e+18   +1.523056e-07 -1.199214e-05 -4.654592e-04 +2.207467e-02 -8.280379e-01 -5.178031e+01 +1.507120e+03 +4.492727e+04 +7.298918e+06 -6.158737e+08 +1.696038e+10 -7.225555e+12 -2.475816e+14 +8.052443e+16 +1.480637e+18   
Q20-148   +6.999600e+01   +6.967974e-07 -5.912139e-02 -2.325370e-04 -5.347818e-02 +8.687085e-01 +2.309812e+03 -2.103896e+03 +9.120577e+04 +1.463118e+07 -2.312916e+11 +8.005397e+10 +2.250497e+12 -3.978837e+14 +4.704140e+18 -2.675000e+18   +6.162935e-07 -1.513319e-05 -1.742921e-03 +1.506050e-02 +8.520461e-01 -1.515332e+02 +2.958266e+03 +8.844774e+04 +5.154529e+06 +2.927106e+09 -2.336735e+10 -6.810172e+12 -1.330969e+14 +2.592081e+16 +7.530577e+17   
