# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-005   +5.997150e+00   +3.416843e-07 -6.271649e-02 -2.420031e-04 -6.475936e-02 -9.579017e-01 +2.053239e+03 +7.166399e+01 +2.547348e+05 -2.385598e+06 -2.452978e+11 -2.135579e+11 -3.900343e+12 +1.347598e+15 +5.025686e+18 -1.569511e+18   +3.533845e-07 -1.737552e-05 -1.655253e-04 +9.254398e-03 +1.117311e-01 -9.136740e+01 -2.302239e+03 +2.382073e+04 +3.070640e+06 +3.153341e+08 -9.870237e+10 +4.013013e+12 +2.779745e+13 -6.854548e+16 -2.996458e+18   
Q20-007   +5.998850e+00   +4.385110e-08 -6.313955e-02 -5.577414e-03 -8.934487e-02 -3.721948e+00 +2.435238e+03 +1.711663e+04 +2.965477e+05 +4.575229e+07 -2.303733e+11 +3.041566e+11 -1.530416e+13 +2.888822e+15 +6.022596e+18 -2.490614e+19   -2.524090e-07 -6.079815e-06 +2.750162e-03 +2.250208e-02 -2.202087e+00 -3.576544e+02 -2.213578e+04 -4.560939e+05 -1.097108e+08 -2.916082e+09 -3.418819e+11 -5.297375e+13 +1.845190e+15 -2.266229e+17 +9.942352e+17   
Q20-009   +5.997350e+00   +1.123068e-06 -6.261884e-02 -5.742001e-04 -1.161273e-01 -9.301186e-01 +2.233673e+03 -3.534321e+03 -4.718114e+04 -6.144997e+06 -2.458224e+11 -1.798097e+11 -7.610059e+12 -2.288301e+15 +4.974350e+18 -2.723393e+18   +2.272312e-06 -1.055543e-05 -5.736945e-03 +8.971844e-03 +4.232348e+00 -1.623804e+02 +7.807493e+03 -1.811482e+05 -1.933731e+07 +4.217898e+09 +3.407197e+10 -3.122556e+12 +2.808337e+14 -9.554261e+16 +7.001759e+18   
Q20-010   +5.996700e+00   +4.543182e-07 -6.256266e-02 -3.417561e-03 -1.018623e-01 -2.601119e+00 +2.204287e+03 +5.417431e+03 +1.990220e+05 +3.657815e+07 -2.461235e+11 +3.254919e+10 +1.187146e+13 +7.614760e+14 +4.962124e+18 +4.176349e+17   +7.546170e-07 -7.534441e-06 -1.946577e-03 +2.767540e-02 +2.909665e+00 -1.857835e+02 -3.326455e+03 +7.598658e+04 -7.649045e+06 +4.530038e+09 +1.573163e+10 +5.318972e+12 +3.441089e+14 -1.501638e+17 +6.122027e+18   
Q20-011   +5.996800e+00   +4.539501e-07 -6.259555e-02 -2.111570e-03 -7.535426e-02 -1.607434e+00 +2.312186e+03 -2.535284e+03 +5.153885e+05 -5.946076e+06 -2.432050e+11 +1.184804e+09 +5.103193e+12 +7.287242e+14 +5.011593e+18 -3.307444e+18   +3.313375e-07 -1.330380e-06 +7.821582e-04 -1.101375e-02 +1.116409e-01 -1.319171e+02 -5.739453e+03 +7.294242e+05 +3.217724e+07 +4.986830e+09 +1.217395e+11 +2.761795e+13 +1.726329e+15 -1.351834e+17 -9.345894e+18   
Q20-012   +5.997050e+00   +1.851587e-06 -6.260330e-02 +1.694320e-03 -1.190545e-01 -4.840858e-02 +2.331545e+03 -1.311245e+04 +3.709509e+05 +1.955822e+07 -2.472821e+11 +1.820380e+11 -6.759123e+12 +3.415639e+14 +4.931650e+18 +2.851579e+18   +1.339344e-06 -2.331141e-05 -3.260196e-03 -5.064647e-04 +3.943826e+00 -2.750341e+02 +6.484148e+03 +1.075069e+05 +7.631879e+06 +3.209231e+09 +1.055715e+11 +6.055019e+12 -9.154366e+14 -1.794867e+17 -5.323736e+18   
Q20-013   +5.997000e+00   +1.875523e-06 -6.258484e-02 +1.829710e-03 -5.323915e-02 +1.291051e+00 +2.442690e+03 -2.393253e+03 +2.713090e+03 +6.149725e+07 -2.466326e+11 +5.177239e+11 -9.436306e+12 -4.012231e+14 +4.866383e+18 -1.021639e+19   +3.664671e-07 -1.765451e-05 +8.744916e-04 +4.538889e-02 -6.846296e-01 -2.783458e+02 -6.373767e+03 -8.456673e+05 -1.114839e+08 +1.246640e+09 -2.513147e+10 +4.711542e+12 -2.946133e+15 -3.057867e+17 +2.871864e+18   
Q20-014   +5.996950e+00   +4.144757e-07 -6.268015e-02 -1.772261e-03 -8.335174e-02 -1.116283e+00 +2.181732e+03 +3.973792e+03 -1.279975e+05 -2.977485e+07 -2.464821e+11 -4.133545e+11 -2.852693e+13 -1.208026e+15 +5.025208e+18 -8.506472e+18   +2.593897e-07 -2.777894e-05 +2.347448e-04 +5.989761e-02 -1.554966e-01 -1.507692e+02 -1.710716e+03 -8.234781e+05 -5.050549e+06 +3.239448e+09 -2.640851e+11 -3.698642e+13 -1.315775e+15 +8.103147e+16 -3.777950e+18   
Q20-015   +5.997000e+00   +9.359290e-07 -6.263565e-02 -2.497632e-03 -1.016618e-01 -1.072647e+00 +2.210949e+03 +6.075745e+03 +1.632350e+05 +3.310564e+07 -2.471464e+11 -1.112561e+11 +1.949698e+13 +1.085774e+15 +4.938539e+18 +7.697842e+18   +1.502764e-07 -4.463373e-06 +2.668356e-04 +1.371577e-02 +4.563835e-01 -2.488364e+02 -1.203718e+04 +5.200440e+05 +1.697902e+07 +4.293055e+09 -3.079061e+11 +4.658039e+13 -1.751289e+15 +4.672858e+16 -1.681793e+19   
Q20-016   +5.997600e+00   +9.867510e-08 -6.259994e-02 -4.162810e-03 -5.985836e-02 -1.688290e+00 +2.237323e+03 +1.170909e+04 -5.491453e+04 +2.489249e+07 -2.419333e+11 -3.865178e+11 +1.177707e+13 +4.119798e+14 +4.905434e+18 +1.124267e+18   +3.165796e-07 -1.841927e-05 +7.652291e-04 +7.229563e-03 +5.979940e-02 -3.200287e+02 -2.337200e+03 +3.091568e+05 +6.683382e+06 +7.456814e+09 +1.339797e+11 -1.323560e+13 -7.583558e+14 -1.263316e+17 -1.021429e+19   
