# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-004   +2.999665e+01   -1.435729e-07 -5.913127e-02 -4.064671e-04 -7.204538e-02 -1.619781e-01 +2.355924e+03 -1.631612e+03 +2.103990e+05 -3.995840e+06 -2.290328e+11 -1.905149e+10 +1.519886e+13 +7.201688e+14 +4.824742e+18 -2.280903e+17   +4.102721e-07 -5.156102e-06 +8.927127e-05 +2.631457e-02 +2.523989e-01 -1.702023e+02 -1.254529e+03 +3.454799e+05 +3.818156e+07 +2.555278e+09 +1.262803e+11 -1.230421e+13 -1.071001e+15 +7.164907e+16 +3.941373e+18   
Q20-008   +2.999710e+01   -3.813289e-09 -5.919792e-02 -1.684215e-03 -6.450884e-02 -1.731476e+00 +2.430178e+03 -1.493986e+03 +6.014288e+04 +4.206137e+06 -2.317862e+11 +4.605459e+10 -2.133561e+12 -4.561368e+14 +4.640225e+18 -3.685226e+17   +5.199359e-07 -2.518558e-05 -9.595824e-04 +2.868024e-02 +9.631301e-01 -2.076259e+02 +2.345773e+03 -6.835621e+04 +2.239073e+07 +4.530481e+09 -1.148449e+10 -7.561894e+12 -5.530741e+14 -6.183061e+16 +1.038445e+18   
Q20-017   +2.999580e+01   +7.727198e-08 -5.913165e-02 -1.552568e-03 -6.325889e-02 -2.266202e-01 +2.412156e+03 +5.532021e+02 +1.800487e+05 -4.591139e+05 -2.342080e+11 +1.138384e+10 -4.786250e+12 +8.315391e+13 +4.768054e+18 +1.434861e+17   +5.938098e-07 -9.035215e-06 -1.260327e-03 +8.881167e-03 +1.101662e+00 -2.156792e+02 +4.145550e+03 +8.879550e+04 +2.862959e+06 +4.612746e+09 -1.087935e+11 -4.571910e+12 -3.772782e+14 -5.469616e+16 +4.498480e+18   
Q20-019   +2.999640e+01   +2.218411e-07 -5.911479e-02 -2.495214e-03 -7.094278e-02 -2.250321e+00 +2.380525e+03 +2.478006e+03 +1.292988e+05 +2.170613e+07 -2.322353e+11 -5.929242e+10 -3.181241e+12 -4.998086e+14 +4.726934e+18 +1.631155e+18   +1.616533e-07 +8.411189e-06 +6.598862e-04 +1.816822e-03 -1.234079e+00 -2.152830e+02 -9.921334e+02 +9.736658e+04 +1.936454e+07 +8.463269e+09 +6.942063e+10 -6.901582e+12 -1.919653e+14 -2.045168e+17 -2.097898e+18   
Q20-020   +2.999555e+01   +7.841563e-07 -5.916904e-02 -3.227965e-04 -1.057092e-02 -3.970072e-01 +2.479319e+03 -1.021250e+03 -2.788140e+04 +2.236115e+07 -2.326071e+11 -4.259629e+09 -2.962207e+12 -4.930931e+14 +4.716143e+18 +2.203279e+18   +7.894254e-07 -2.010542e-05 -1.489559e-03 +7.424118e-03 +5.755584e-01 -2.033014e+02 +2.537251e+03 +8.433204e+04 +1.566945e+07 +6.488742e+09 -3.298611e+10 -3.864583e+12 -2.143686e+14 -1.148971e+17 -1.495269e+18   
Q20-024   +2.999630e+01   +8.359728e-07 -5.913799e-02 -4.493654e-04 -8.259639e-02 -1.175723e+00 +2.377655e+03 +4.165534e+02 +2.621060e+05 +3.706914e+07 -2.317244e+11 -1.432917e+10 -5.960945e+12 -7.277774e+14 +4.642543e+18 +1.671592e+18   +4.293656e-07 -1.499296e-05 -1.615031e-04 +7.131370e-03 +8.646283e-02 -1.944881e+02 -6.856176e+02 +6.359614e+04 +6.181736e+06 +6.286382e+09 +1.193117e+11 -1.359548e+12 +2.067753e+14 -1.444170e+17 -6.994199e+17   
Q20-025   +2.999685e+01   +6.434746e-07 -5.912744e-02 -2.218624e-04 -1.004871e-01 -6.990954e-01 +2.404554e+03 -3.522667e+03 +2.097104e+04 +1.433465e+07 -2.325516e+11 +2.726246e+09 -9.397707e+12 -9.443462e+14 +4.701790e+18 -1.737245e+17   +4.153909e-07 -2.024676e-05 -1.043764e-03 +5.419659e-03 +1.156027e+00 -1.544568e+02 +1.640649e+03 -6.209679e+04 -1.487557e+07 +2.877768e+09 +1.205439e+09 -1.027636e+13 +6.315120e+14 -8.446220e+16 +6.426938e+18   
Q20-096   +2.999590e+01   +6.437020e-07 -5.906731e-02 -1.262590e-03 -1.374215e-02 -4.656373e-01 +2.220123e+03 -1.040990e+03 +2.567826e+05 +6.322067e+04 -2.274997e+11 +5.432656e+10 -8.105724e+11 -9.841898e+13 +4.593094e+18 -2.783972e+18   +4.879840e-07 -1.939535e-05 -4.745445e-04 +1.089026e-02 +1.174694e-01 -2.126604e+02 +1.395214e+03 +1.443693e+04 +2.663261e+07 +3.764091e+09 -7.218523e+10 +4.246677e+12 -1.928180e+15 -5.618865e+15 +5.443011e+18   
Q20-097   +2.999555e+01   +1.108482e-06 -5.907270e-02 +9.251222e-05 -9.008453e-02 +9.762371e-02 +2.277941e+03 -2.009139e+03 +3.339279e+05 +2.101492e+07 -2.313415e+11 +3.581965e+10 -9.342432e+12 -5.633922e+14 +4.695863e+18 +3.193851e+18   +1.572791e-07 +1.546773e-05 -1.646827e-04 +1.405399e-02 +8.816398e-01 -2.553414e+02 -1.988997e+03 +5.935997e+03 -3.625534e+06 +7.648785e+09 -5.255056e+10 -1.089839e+13 +5.375674e+14 -2.239174e+17 -3.927399e+18   
Q20-101   +2.999425e+01   +7.208818e-07 -5.905575e-02 -1.060262e-03 -6.324152e-02 -1.614362e+00 +2.229783e+03 +5.735883e+02 +3.095730e+05 +2.281858e+07 -2.286547e+11 -8.547108e+10 -1.648847e+13 -4.422081e+14 +4.618495e+18 +2.244135e+18   +2.618210e-07 -2.123682e-05 -7.957358e-04 +1.139698e-02 +8.758539e-01 -2.047208e+02 +3.483151e+02 +7.058206e+04 -1.013185e+06 +4.924090e+09 -3.556412e+10 -1.740166e+12 -5.417852e+13 -7.023553e+16 -6.608043e+17   
