# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-005   +3.997950e+00   +7.341207e-07 -6.561763e-02 -4.506547e-04 -6.437529e-02 -2.067823e+00 +1.862643e+03 -1.335007e+03 +2.239159e+05 -2.591085e+07 -2.588664e+11 +3.249675e+10 +3.843100e+12 +4.057254e+14 +5.101737e+18 +5.658650e+18   +7.720459e-07 -1.962857e-05 -8.488493e-04 +2.192006e-05 +7.549179e-01 -2.897552e+01 +2.197798e+03 +3.154126e+05 -2.100974e+07 +1.387571e+09 -6.863493e+10 -3.190270e+13 -3.245556e+15 -3.320544e+16 +8.306482e+17   
Q20-007   +3.997950e+00   -4.275126e-07 -6.634505e-02 -8.909969e-03 -8.151678e-02 -5.496414e+00 +2.065171e+03 +7.677405e+03 -2.494474e+05 -2.274706e+06 -2.652384e+11 -1.109794e+12 -1.551357e+13 +1.920287e+13 +4.989552e+18 -2.736252e+19   -8.269065e-07 -5.129241e-06 +5.360462e-03 +2.224692e-02 -2.061317e+00 -2.519571e+02 -1.708147e+04 -3.841446e+05 +3.036491e+07 +6.537338e+09 -1.087900e+11 -1.899647e+13 +4.937798e+14 +6.990165e+17 -2.394596e+19   
Q20-009   +3.998100e+00   +1.694051e-06 -6.545892e-02 -2.718231e-04 -1.124117e-01 -1.275959e-02 +2.093323e+03 -1.586476e+03 -1.040438e+05 +3.035637e+07 -2.561919e+11 -1.451354e+11 -1.855291e+13 -9.537773e+14 +5.216978e+18 -5.815240e+18   +3.703742e-06 -8.876056e-06 -9.437505e-03 +2.962337e-03 +7.079963e+00 -1.587203e+02 +1.768254e+04 +2.884890e+05 +4.515497e+06 +3.391966e+09 -5.039331e+10 -6.821740e+12 +1.494097e+15 +1.176712e+17 +8.802981e+18   
Q20-010   +3.997650e+00   +2.238811e-07 -6.535132e-02 -5.663490e-03 -9.032639e-02 -4.379921e+00 +2.031182e+03 +6.399450e+03 -4.516729e+04 +5.390787e+06 -2.503886e+11 -1.857319e+11 +3.346426e+12 -1.054115e+15 +5.296189e+18 +2.771356e+18   +1.223740e-06 -7.543084e-06 -2.763403e-03 +3.050372e-02 +4.866289e+00 -1.546823e+02 -2.851203e+03 +6.809908e+04 +6.271082e+06 +3.043018e+09 -3.282924e+11 -5.497750e+12 -8.262832e+14 -1.818213e+17 -3.057361e+18   
Q20-011   +3.997650e+00   +7.429750e-07 -6.542651e-02 -2.368180e-03 -7.758388e-02 -2.730227e+00 +2.076424e+03 -2.772972e+03 -4.412505e+05 -2.483192e+06 -2.510597e+11 -2.058888e+11 -4.931465e+12 -1.205038e+15 +5.302840e+18 -6.118972e+18   +1.710764e-07 +6.671202e-07 +2.191670e-03 -1.989848e-02 -3.124331e-01 -2.170087e+02 -7.725304e+03 +6.169767e+05 +3.072305e+07 +2.941593e+09 +3.717409e+11 -4.016009e+13 -3.517827e+13 +9.276230e+15 +1.768446e+16   
Q20-012   +3.997600e+00   +2.882505e-06 -6.542445e-02 +3.875095e-03 -1.075887e-01 +6.086167e-01 +2.155424e+03 -2.584981e+04 +5.439671e+05 +3.960897e+07 -2.570817e+11 +3.163100e+11 +2.794247e+12 -2.260369e+15 +5.115915e+18 +4.315975e+18   +1.982875e-06 -2.132227e-05 -4.645592e-03 -5.794714e-03 +5.824167e+00 -2.265915e+02 +9.562297e+02 +6.098834e+05 +1.947653e+07 +4.497956e+09 -1.485242e+10 +8.862317e+12 -5.491487e+14 +1.327240e+17 -5.117988e+18   
Q20-013   +3.997600e+00   +2.799645e-06 -6.540857e-02 +3.758400e-03 -3.478825e-02 +1.514535e+00 +2.099798e+03 -1.239366e+04 +2.431538e+05 +2.133909e+07 -2.559000e+11 -1.341420e+11 +2.136516e+13 -2.788366e+14 +5.271195e+18 +9.609281e+18   +3.037485e-07 -1.618713e-05 +1.881285e-03 +5.363488e-02 +3.906274e-01 -2.012109e+02 -1.868693e+04 +2.095594e+05 +2.307292e+07 +1.059787e+10 +2.255240e+11 +1.079771e+13 +3.625075e+14 -6.762290e+16 -4.436362e+18   
Q20-014   +3.997850e+00   +1.476715e-08 -6.557087e-02 -4.376157e-03 -8.755731e-02 -3.650962e+00 +2.041317e+03 +6.330953e+03 -7.231717e+03 +3.282074e+07 -2.555689e+11 +8.996518e+10 +2.171764e+12 +3.308416e+14 +5.315304e+18 +9.898213e+18   +4.661040e-07 -2.826694e-05 +2.391659e-04 +6.250179e-02 +1.061344e+00 -1.807062e+02 +4.696164e+03 +1.970533e+05 +2.488229e+07 +7.366572e+09 +2.936088e+11 +7.791255e+12 +7.220348e+13 +6.571410e+16 +1.280504e+18   
Q20-015   +3.997850e+00   +1.162496e-06 -6.550048e-02 -3.372040e-03 -1.058379e-01 -3.327884e-01 +1.928852e+03 +1.290086e+04 -5.090616e+04 +2.665410e+07 -2.530330e+11 -6.192368e+10 +1.434975e+13 -2.170931e+15 +5.306880e+18 +8.460020e+18   -7.784527e-09 -4.212162e-06 +1.232936e-03 +1.503442e-02 +2.724557e-01 -1.741283e+02 -1.330333e+04 +4.711790e+05 +9.555371e+06 +6.460925e+09 -6.626247e+10 -2.647300e+13 -6.893138e+14 +6.287372e+16 +1.476349e+18   
Q20-016   +3.998200e+00   +9.217048e-08 -6.542317e-02 -5.776727e-03 -6.087289e-02 -3.938452e+00 +1.923697e+03 +1.542063e+04 -2.120859e+05 -9.169014e+06 -2.494770e+11 -5.854650e+11 -3.800243e+12 +1.751593e+15 +5.162446e+18 -2.541481e+18   +6.457126e-08 -1.648196e-05 +2.369983e-03 -1.216160e-03 -4.608401e-01 -2.573168e+02 -5.633638e+03 +7.298394e+05 -2.421507e+07 +7.698009e+09 +2.500062e+11 -1.601665e+13 -1.371353e+14 -1.707122e+17 +3.514639e+18   
