# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-004   +1.099963e+02   -4.795979e-07 -5.900008e-02 -1.111848e-03 -6.518987e-02 -2.832247e-01 +2.253534e+03 -5.008807e+02 -3.710235e+02 -1.723789e+07 -2.315126e+11 -2.009413e+10 -2.113547e+12 +5.755044e+14 +4.632793e+18 -1.294301e+17   +2.086657e-07 -4.526530e-06 +4.632193e-04 +2.463744e-02 -4.796264e-01 -1.296099e+02 -1.426757e+03 +4.228119e+04 +1.120696e+07 +2.515286e+09 +2.061610e+10 -1.237386e+13 -5.916774e+14 -1.520303e+16 +2.726794e+17   
Q20-008   +1.099977e+02   -9.304104e-08 -5.907975e-02 -1.525957e-03 -7.138040e-02 -1.576422e+00 +2.343203e+03 -2.350121e+03 +3.830317e+04 +8.464184e+06 -2.308301e+11 +6.408215e+10 +1.400231e+12 -9.235066e+13 +4.631736e+18 -1.572096e+18   +3.499477e-07 -2.523615e-05 -7.176295e-04 +2.830432e-02 +5.662743e-01 -2.296998e+02 +1.007611e+03 +8.571026e+04 +1.084641e+07 +5.094258e+09 -5.311107e+10 -8.409746e+12 -6.250114e+14 -6.927056e+16 +8.295284e+17   
Q20-017   +1.099958e+02   -9.563202e-08 -5.903006e-02 -1.664688e-03 -6.469336e-02 -3.036253e-01 +2.330508e+03 +3.014416e+02 +1.848484e+05 +6.878314e+06 -2.350533e+11 +2.843923e+10 -5.484567e+12 +3.535198e+14 +4.699243e+18 -7.937261e+17   +3.442429e-07 -7.522867e-06 -6.932916e-04 +9.897078e-03 +7.194527e-01 -2.901820e+02 +4.176200e+03 +1.813291e+05 -5.111660e+06 +3.661389e+09 -1.193625e+11 -8.771281e+12 +1.719389e+14 -5.916222e+16 +2.525025e+18   
Q20-019   +1.099980e+02   +4.999974e-08 -5.898675e-02 -2.617783e-03 -6.925945e-02 -1.914728e+00 +2.305599e+03 +2.385458e+03 +1.000687e+05 +1.393243e+07 -2.299910e+11 -5.593154e+10 -2.385367e+12 -3.398576e+14 +4.634092e+18 +2.002332e+18   +1.506698e-07 +9.411253e-06 +3.933124e-04 +2.169491e-03 -1.193784e+00 -2.581703e+02 +3.821003e+02 +8.764348e+04 +1.754089e+07 +7.496466e+09 -1.702361e+10 -4.847858e+12 -2.365798e+14 -1.858887e+17 +1.468747e+18   
Q20-020   +1.099960e+02   +7.041980e-07 -5.905595e-02 -2.102338e-04 -1.363685e-02 -1.924035e-01 +2.369603e+03 -2.305995e+03 +1.014362e+05 +2.114796e+07 -2.329650e+11 +8.093902e+10 +1.339021e+12 -5.099068e+14 +4.648726e+18 +2.491534e+18   +4.813909e-07 -1.788971e-05 -7.813122e-04 +9.522874e-03 +2.520660e-02 -3.284840e+02 +1.572239e+03 +1.904985e+05 +2.034539e+07 +4.542579e+09 -4.306017e+10 -1.097420e+13 -2.174419e+14 -5.093234e+16 +2.002954e+18   
Q20-024   +1.099971e+02   +7.770943e-07 -5.900698e-02 -2.547284e-04 -7.747078e-02 -1.052491e+00 +2.333877e+03 -1.513909e+02 +2.748162e+05 +2.814406e+07 -2.310036e+11 -5.271003e+10 -1.047179e+13 -7.797693e+14 +4.636053e+18 +1.988775e+18   +3.915921e-07 -1.400017e-05 -3.102455e-04 +6.075303e-03 +4.707804e-02 -2.551757e+02 -1.136646e+02 +5.081617e+04 +7.456317e+06 +7.107324e+09 +3.481709e+10 -5.381502e+12 +7.068610e+13 -1.686537e+17 -1.707039e+18   
Q20-025   +1.099975e+02   +6.387906e-07 -5.900427e-02 +4.069142e-05 -9.535726e-02 -2.381402e-01 +2.340054e+03 -3.997604e+03 +3.749918e+05 +3.801736e+06 -2.330028e+11 +6.099386e+10 -1.342659e+13 -4.788140e+14 +4.683539e+18 -4.793852e+18   +4.135448e-07 -1.980117e-05 -1.313357e-03 +3.260977e-03 +1.335767e+00 -1.937783e+02 +2.021778e+03 +9.855942e+04 +1.330862e+06 +4.006997e+09 -2.583187e+10 -4.951310e+12 +1.194614e+14 -8.566909e+16 +2.220032e+18   
Q20-096   +1.099961e+02   +5.844991e-07 -5.891653e-02 -1.016700e-03 -2.021358e-02 -1.233608e-01 +2.170687e+03 -7.755965e+01 +2.009112e+05 +7.911839e+06 -2.264866e+11 +2.512538e+10 -9.449626e+12 -2.079927e+14 +4.496544e+18 +2.399060e+18   +4.028112e-07 -1.983386e-05 -4.819305e-04 +9.883196e-03 -9.284675e-02 -2.243466e+02 +1.945426e+03 +7.675463e+04 +1.602925e+07 +4.207019e+09 -9.155652e+10 +1.916676e+12 -6.791970e+14 -5.349196e+16 +5.343685e+18   
Q20-097   +1.099962e+02   +8.769271e-07 -5.892043e-02 -2.432108e-04 -8.885822e-02 +1.319386e-01 +2.230492e+03 -1.808348e+03 +4.067756e+05 +2.958849e+07 -2.300809e+11 -1.849228e+09 -1.091033e+13 -6.775415e+14 +4.738351e+18 +2.712532e+18   -6.775450e-09 +1.543972e-05 +7.397434e-05 +1.890147e-02 +4.130420e-01 -2.435536e+02 -1.428568e+03 +2.103189e+05 -1.228636e+07 +7.798314e+09 +3.063295e+10 -5.467509e+12 +1.061280e+14 -2.126098e+17 -3.466561e+17   
Q20-101   +1.099956e+02   +5.764434e-07 -5.891793e-02 -1.138337e-03 -6.434967e-02 -1.501571e+00 +2.160295e+03 +2.803231e+03 +2.816349e+05 +3.656214e+07 -2.275461e+11 -1.163623e+11 -1.233574e+13 -1.057369e+15 +4.587992e+18 +4.391489e+18   +2.279638e-07 -2.191850e-05 -9.367466e-04 +1.180426e-02 +8.990033e-01 -1.904553e+02 -4.096223e+02 +4.586040e+04 +5.129937e+06 +4.098434e+09 +5.882500e+10 +4.186677e+11 -4.721156e+14 -1.809310e+16 -3.589388e+18   
