# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-004   +9.996250e+00   -3.009921e-07 -6.063422e-02 -2.085117e-03 -1.256867e-01 -8.556301e-01 +2.209253e+03 +4.249876e+02 -8.308365e+05 +1.714255e+08 -2.456564e+11 -5.286834e+11 +6.706803e+13 +4.820769e+15 +4.672166e+18 -3.237127e+19   +4.820959e-07 -4.114457e-06 +8.085941e-04 +3.409286e-02 -5.848870e-01 -2.381512e+02 +2.618463e+04 +1.457681e+06 +4.633287e+07 +2.423973e+09 +7.248989e+11 +3.357170e+13 +5.465694e+15 +2.689617e+17 -3.428768e+18   
Q20-008   +9.997200e+00   +7.893570e-08 -6.062152e-02 -2.543873e-03 -6.356125e-02 -2.160509e+00 +2.499797e+03 -1.377273e+03 -2.710548e+05 +4.070866e+07 -2.350529e+11 -1.585332e+11 -6.572701e+12 +1.076552e+14 +4.750016e+18 -5.183365e+16   +7.172562e-07 -2.359345e-05 -1.006322e-03 +3.808037e-02 +1.228364e+00 -2.081274e+02 +8.779231e+02 +1.268641e+05 +2.494081e+07 +1.917160e+09 +1.610667e+10 +1.425189e+13 -3.671170e+14 -1.619191e+17 +2.501583e+18   
Q20-017   +9.996050e+00   +2.520511e-07 -6.060416e-02 -2.226488e-03 -7.040580e-02 -5.052698e-01 +2.435159e+03 +1.349483e+03 +9.417599e+04 -6.793775e+06 -2.397780e+11 -3.291824e+10 -8.042389e+12 -2.804290e+14 +4.878275e+18 -4.033169e+18   -2.842296e-08 -7.524914e-06 +1.385463e-03 +1.426567e-02 -2.254194e-01 -2.107966e+02 -5.833921e+03 -1.422541e+04 +8.460977e+06 +4.399607e+09 -4.992609e+10 -1.112205e+13 -5.041553e+14 -8.149180e+16 +4.214796e+18   
Q20-019   +9.996550e+00   +7.681145e-07 -6.046903e-02 -1.798759e-03 -7.654103e-02 -2.473466e+00 +2.397581e+03 +2.804530e+03 +4.595764e+05 +4.287519e+07 -2.365263e+11 -1.121669e+11 +4.359018e+12 -1.817055e+15 +4.868686e+18 +1.778895e+18   +2.786764e-07 +1.061417e-05 +8.959283e-04 +5.248640e-03 -1.352419e+00 -2.666303e+02 -2.781438e+03 +2.509261e+05 +3.606971e+07 +6.161053e+09 +1.663951e+11 -1.556594e+12 -8.729972e+14 -2.551798e+17 -1.153300e+19   
Q20-020   +9.995950e+00   +1.167453e-06 -6.070530e-02 -2.556397e-04 -6.658227e-03 -1.827929e+00 +2.632879e+03 -1.616597e+03 +8.267256e+04 +1.052578e+07 -2.366558e+11 -4.181024e+10 -8.565532e+11 -1.458988e+15 +4.790915e+18 +4.616857e+18   +4.989835e-07 -1.952453e-05 +3.844341e-04 +1.105288e-02 -5.958629e-01 -2.209868e+02 -4.909060e+03 -5.799497e+04 +1.882891e+07 +3.246337e+09 +3.442424e+10 +9.658716e+12 -7.995653e+14 -1.861600e+17 -1.438990e+19   
Q20-024   +9.996650e+00   +1.278409e-06 -6.047620e-02 +2.141105e-05 -8.172298e-02 -1.455801e+00 +2.380207e+03 -4.382620e+03 +1.570913e+05 +5.521045e+07 -2.363230e+11 -2.223224e+11 +4.797172e+11 +6.063789e+14 +4.751271e+18 +3.552853e+17   +1.704220e-07 -1.436718e-05 +1.458725e-03 +7.606451e-03 -8.380166e-01 -1.944168e+02 -5.824271e+03 +2.474506e+05 +2.893094e+07 +6.839512e+09 +1.598482e+11 +6.789619e+12 +2.034520e+15 -9.536557e+16 +5.360434e+18   
Q20-025   +9.995900e+00   +1.038858e-06 -6.048382e-02 +2.826715e-04 -9.654094e-02 -9.349105e-01 +2.424699e+03 -3.381388e+03 -2.454466e+05 +1.280582e+07 -2.382415e+11 -3.251905e+11 -7.245261e+12 +3.855200e+14 +4.699371e+18 -2.359722e+19   +1.112294e-06 -2.075811e-05 -2.761461e-03 +4.781306e-03 +2.538501e+00 -1.276727e+02 +9.865213e+02 +2.218753e+05 -5.582631e+07 +1.472708e+09 +1.861190e+11 +4.874616e+12 -8.445993e+14 +1.352004e+17 -1.453011e+18   
Q20-096   +9.996150e+00   +1.398458e-06 -6.049041e-02 -8.199126e-06 -9.339501e-03 +7.472362e-01 +2.243607e+03 +2.391377e+02 +3.297674e+04 -2.088371e+07 -2.330928e+11 +1.314080e+11 +4.545518e+11 -3.119409e+15 +4.577783e+18 -5.746701e+17   +3.106787e-07 -1.734279e-05 +7.763703e-04 +1.015550e-02 -1.169592e+00 -1.474470e+02 -3.745954e+03 +7.355063e+04 -5.619211e+06 +6.384254e+09 -8.808998e+10 +1.425950e+13 -2.343866e+15 -1.150093e+17 +1.379506e+19   
Q20-097   +9.995900e+00   +1.411352e-06 -6.056222e-02 -1.454154e-04 -9.176656e-02 +2.351629e-01 +2.233528e+03 -4.511349e+03 +2.392825e+05 +5.637431e+07 -2.360536e+11 -1.592667e+11 -2.980087e+13 -7.995833e+14 +4.870004e+18 -1.552787e+19   -2.833240e-08 +1.604581e-05 +9.897090e-04 +9.419635e-03 +7.701009e-01 -2.575055e+02 -3.721661e+03 +1.278113e+05 -1.179366e+07 +7.678281e+09 +5.580299e+10 -4.712367e+12 +5.184219e+14 -2.205719e+17 -2.510597e+18   
Q20-101   +9.994400e+00   +1.206720e-06 -6.051997e-02 -3.741745e-04 -6.208642e-02 -1.116637e+00 +2.241385e+03 +1.412127e+03 +5.471231e+04 +4.214416e+07 -2.340156e+11 +9.461096e+10 -8.406665e+11 -5.318555e+14 +4.779314e+18 +6.352447e+18   +5.741781e-07 -2.001871e-05 -1.224717e-03 +1.529351e-02 +1.429149e+00 -2.117866e+02 +1.172229e+03 -2.769071e+05 +1.315582e+07 +5.858210e+09 -5.212440e+10 -1.073711e+13 -3.962525e+14 -4.370738e+16 -2.451045e+18   
Q20-103   +9.996200e+00   +5.989369e-07 -6.047596e-02 +4.235951e-05 -3.211828e-02 +9.702044e-01 +2.270234e+03 -4.057245e+03 +1.452117e+05 +1.568210e+07 -2.372386e+11 +3.863770e+10 +9.432826e+12 -4.449337e+14 +4.784721e+18 +5.114375e+18   +5.576268e-07 -7.785601e-06 -1.285669e-03 +1.021403e-02 +1.113949e+00 -1.946473e+02 +4.504874e+03 +4.190946e+04 +1.686129e+07 +3.025751e+09 -1.542721e+11 -4.254238e+11 -1.023480e+15 -5.923199e+16 +2.650522e+18   
Q20-104   +9.996700e+00   +1.389932e-06 -6.068009e-02 +8.693135e-04 -5.810548e-02 +1.045065e+00 +2.414872e+03 -9.270692e+03 -9.869676e+04 +7.888570e+05 -2.329944e+11 +1.846748e+10 +1.118242e+12 -4.424339e+15 +4.700296e+18 +1.843423e+19   +4.761177e-07 -1.918124e-05 -5.667760e-04 +3.668352e-02 +1.522361e+00 -9.600239e+01 +4.125672e+03 +4.373415e+05 -5.460221e+06 +2.932891e+09 +6.064601e+10 +1.802025e+13 -1.285287e+14 +1.655663e+17 +2.201648e+19   
Q20-134   +9.996050e+00   +8.748441e-07 -6.051797e-02 +3.842341e-04 -5.613239e-02 +1.270374e-01 +2.457279e+03 -4.785404e+03 +1.133193e+05 +7.045018e+06 -2.317093e+11 -2.075563e+11 -1.393124e+13 -9.933021e+14 +4.807295e+18 -9.604961e+18   +6.420482e-07 +1.089758e-05 -9.117515e-04 +1.427443e-02 +2.445096e+00 -1.386797e+02 -4.064137e+03 -3.199337e+05 -1.068916e+07 +3.987256e+09 +9.681124e+08 -6.275016e+12 -3.691096e+15 -1.712709e+15 -3.250273e+18   
Q20-135   +9.996350e+00   +1.026354e-06 -6.039348e-02 -8.341235e-04 -9.081559e-02 -1.787441e-01 +2.434894e+03 -2.292477e+02 +3.841016e+05 +2.077406e+07 -2.358693e+11 -7.874464e+09 -6.455135e+12 -5.284397e+14 +4.659426e+18 +3.571320e+18   +8.579797e-08 -1.070972e-05 +3.357857e-04 +3.493556e-02 -1.131925e+00 -5.850681e+00 -7.378202e+03 -3.599741e+04 -3.176941e+07 +1.065140e+09 -2.672489e+11 +9.365723e+12 -2.511635e+15 +5.277113e+16 -1.498001e+19   
Q20-148   +9.996650e+00   +4.858524e-07 -6.056878e-02 -2.165568e-03 -5.393157e-02 +4.405177e-02 +2.414252e+03 +4.111447e+03 +6.959195e+05 +5.012823e+07 -2.346508e+11 +3.152748e+11 +2.272305e+13 -5.597695e+14 +4.991646e+18 +1.161345e+19   +8.430031e-07 -1.599084e-05 -1.755560e-03 +2.009813e-02 +5.224021e-01 -1.414611e+02 -1.035153e+03 +2.959898e+05 +5.076659e+07 -1.566277e+09 -4.995124e+11 +5.783760e+12 +2.924497e+15 +8.569669e+16 -1.314104e+19   
