# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-029   +7.996700e+00   +1.404652e-06 -6.125350e-02 -7.922932e-04 -1.194473e-02 -9.366170e-01 +2.351695e+03 -5.155542e+03 +2.039240e+05 +5.727169e+07 -2.414537e+11 -6.697854e+10 +1.973529e+13 -2.094919e+15 +4.785737e+18 -2.521621e+18   +1.084979e-06 -6.636564e-06 -2.308500e-03 +2.292868e-02 +2.488969e+00 -1.947578e+02 +1.776293e+03 -3.639094e+04 +3.561050e+07 +5.563250e+09 -6.298097e+10 -1.093659e+13 -2.196842e+14 -8.386681e+16 -1.304741e+18   
Q20-030   +7.996250e+00   +9.983052e-07 -6.133758e-02 -2.228258e-03 -2.434736e-02 -1.480622e+00 +2.320607e+03 +2.811383e+03 -3.052114e+04 +3.068318e+07 -2.429024e+11 -1.701165e+11 -1.176093e+13 -6.916615e+14 +5.002076e+18 -1.626995e+18   +2.876241e-07 -1.676335e-05 +2.968069e-04 +2.489468e-02 +5.447497e-01 -1.821861e+02 -1.990419e+03 -1.706326e+05 +1.217521e+07 +4.813291e+09 -1.737463e+11 +1.304862e+13 +1.502548e+14 -1.789575e+17 -1.130143e+19   
Q20-032   +7.996450e+00   +4.511201e-07 -6.132695e-02 -2.030717e-03 -1.382417e-02 -7.765766e-01 +2.391529e+03 +3.025574e+02 -9.111511e+04 -8.695036e+06 -2.402501e+11 +1.049359e+10 +1.374472e+13 -8.776241e+14 +4.946010e+18 +8.756313e+18   +8.806582e-07 -1.347442e-05 -2.446810e-03 +1.961239e-02 +1.909529e+00 -1.833434e+02 +4.994459e+03 -3.215702e+04 -6.154083e+06 +5.722594e+09 +1.132067e+11 +4.453825e+12 -3.303804e+14 -1.349091e+17 +4.975229e+18   
Q20-037   +7.996000e+00   +4.674427e-07 -6.132563e-02 -1.164206e-03 -9.969147e-02 -5.284295e-01 +2.396543e+03 +3.501174e+03 +3.348193e+05 +1.160639e+07 -2.382000e+11 +4.102648e+11 -6.760623e+12 +6.189932e+14 +4.869273e+18 +5.742949e+17   -8.453270e-08 -1.027011e-05 +6.029997e-04 +1.151579e-02 +9.272129e-01 -2.213234e+02 -4.436596e+03 +1.288260e+05 -5.334106e+05 +5.762684e+09 -5.476562e+10 -2.539850e+12 -8.335004e+13 -1.398084e+17 -1.427554e+19   
Q20-040   +7.995600e+00   +1.435905e-06 -6.124617e-02 -7.173633e-05 -9.139033e-02 +8.506178e-01 +2.360780e+03 -4.352021e+03 +4.364758e+05 +1.029003e+06 -2.400673e+11 -5.917417e+10 +7.079776e+11 -2.385628e+15 +4.892443e+18 -4.990200e+18   +1.177911e-06 -1.015804e-05 -2.985588e-03 +1.473310e-02 +3.306770e+00 -1.733821e+02 +7.699307e+03 -1.228079e+05 +1.584643e+07 +7.303611e+09 +1.673126e+11 -2.086964e+13 -1.322314e+14 -2.089434e+17 +6.534728e+18   
Q20-043   +7.996050e+00   +1.414776e-06 -6.140182e-02 +1.041487e-04 -7.072078e-02 -1.565374e+00 +2.369709e+03 -3.982804e+03 -3.086364e+05 +3.604175e+07 -2.414106e+11 -5.790271e+11 -9.312486e+12 +6.203200e+13 +4.743188e+18 -2.315083e+19   +8.074023e-07 -2.359816e-05 -1.745643e-03 +2.503506e-02 +3.138003e+00 -1.005281e+02 -6.429732e+02 +7.697662e+05 -2.961396e+07 +8.996875e+09 -2.013723e+11 -5.009353e+12 -1.194455e+14 -1.335506e+17 -2.323503e+18   
Q20-046   +7.996650e+00   +9.163629e-07 -6.137495e-02 -1.818774e-03 -9.476998e-02 -1.367812e+00 +2.352733e+03 -4.249054e+02 -3.454016e+04 +4.036108e+07 -2.410654e+11 -8.737089e+10 -1.239491e+13 -1.279156e+15 +4.732936e+18 +8.234468e+17   +1.708537e-06 -1.575201e-05 -2.503032e-03 +3.549784e-02 +1.410314e+00 -2.136932e+02 +2.147054e+03 -1.443403e+05 +2.486675e+07 +4.862936e+09 +3.156187e+11 +1.821795e+13 +1.890613e+15 -1.981607e+17 +5.323749e+18   
Q20-047   +7.996000e+00   +1.495964e-06 -6.135863e-02 -7.194999e-04 -6.168199e-02 +1.433819e-01 +2.306876e+03 +2.037815e+03 -5.955803e+04 +4.097000e+07 -2.375299e+11 +1.128771e+10 -2.405797e+13 -2.837330e+15 +4.841957e+18 +3.279957e+18   -4.024166e-07 -8.654614e-06 +2.963622e-03 +1.751493e-02 -2.615423e+00 -1.067832e+02 -4.934864e+03 -6.210285e+04 +1.317494e+07 +2.729985e+09 +1.445552e+11 -9.960248e+12 -6.659377e+14 -1.870246e+17 +7.479621e+18   
Q20-050   +7.996550e+00   +1.442457e-06 -6.148123e-02 -1.427464e-03 -7.327909e-02 -2.858450e+00 +2.549323e+03 -2.217888e+03 +5.558166e+04 +5.439738e+07 -2.394052e+11 -2.250258e+11 +7.342456e+12 -1.223330e+15 +4.978457e+18 +7.497119e+18   +1.326202e-06 -5.715030e-06 -3.333403e-03 +2.460052e-02 +3.027148e+00 -2.134429e+02 +7.106151e+03 -1.628058e+05 +3.206930e+07 +6.137929e+09 -1.640205e+11 -9.342601e+12 -1.740877e+14 -1.836773e+17 +1.694367e+19   
Q20-056   +7.996100e+00   +1.246761e-06 -6.153641e-02 -1.042951e-03 -8.055144e-02 -6.976684e-01 +2.354505e+03 -3.688357e+02 +9.437959e+04 +5.482425e+07 -2.391268e+11 +1.267808e+10 -8.503023e+10 -1.003798e+15 +4.808158e+18 +8.750899e+18   +7.463197e-07 -1.474948e-05 -1.181675e-03 +1.459765e-02 +2.537074e+00 -1.152298e+02 +6.997839e+02 -2.961091e+04 +6.124828e+06 +3.711328e+08 -3.693115e+10 +9.382757e+12 -6.190562e+14 -2.464712e+16 +7.263162e+18   
Q20-058   +7.996250e+00   +1.625956e-06 -6.147976e-02 +5.476461e-05 -8.879800e-02 -2.994202e-01 +2.363159e+03 -3.819213e+02 +1.880139e+05 +4.044810e+07 -2.400554e+11 -4.387364e+10 +1.212316e+13 -1.086254e+15 +4.822946e+18 +6.372981e+18   +7.901821e-07 -7.511979e-06 -2.732533e-04 +1.719654e-02 +1.625509e+00 -2.033943e+02 -3.603958e+03 +1.653430e+05 +1.596680e+06 +3.874180e+09 +1.544609e+11 -5.199721e+12 -2.987428e+14 -3.199777e+15 +5.637646e+18   
