# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-029   +2.999665e+01   +5.080741e-07 -5.914890e-02 -2.212373e-03 -1.570133e-02 -1.485736e+00 +2.403694e+03 -1.464998e+02 -7.426673e+04 +3.754373e+07 -2.328633e+11 +7.143341e+10 +3.212780e+12 -5.319184e+14 +4.712933e+18 -2.201755e+18   +1.492647e-07 -8.182800e-06 -4.163272e-05 +1.958125e-02 +3.940980e-01 -1.933486e+02 -7.745598e+02 +1.290877e+05 +3.737207e+06 +5.711391e+09 +2.834543e+10 -9.330855e+12 -3.473821e+14 -1.269831e+17 -2.559091e+18   
Q20-030   +2.999585e+01   +9.581872e-07 -5.917952e-02 -5.682256e-04 -2.958243e-02 -7.500451e-02 +2.388517e+03 -2.811979e+03 +6.289423e+04 +1.314609e+07 -2.338300e+11 +6.366047e+09 -3.546657e+12 -3.471697e+14 +4.811402e+18 -6.056578e+17   +7.266809e-09 -1.566679e-05 +6.806918e-04 +2.205095e-02 -4.100137e-01 -1.613474e+02 +8.245764e+01 -7.471667e+04 +2.525380e+06 +7.112954e+09 -2.370969e+10 -3.005609e+12 -5.928443e+14 -1.973088e+17 +2.644232e+18   
Q20-032   +2.999650e+01   +3.067631e-07 -5.920754e-02 -1.000866e-03 -3.533942e-02 -4.539333e-01 +2.370303e+03 -9.417155e+02 -7.394969e+04 -3.627367e+06 -2.345671e+11 -6.872505e+10 -4.916620e+12 -6.472588e+13 +4.848662e+18 -2.275788e+18   -3.840288e-07 -1.533367e-05 +1.019315e-03 +9.997323e-03 -3.548094e-01 -1.902586e+02 -3.435878e+03 +7.840905e+04 -1.203470e+06 +6.033224e+09 +2.242950e+10 -7.529962e+12 +4.289867e+13 -1.242148e+17 +3.285476e+17   
Q20-037   +2.999585e+01   -6.856402e-08 -5.915572e-02 -1.591892e-03 -9.405654e-02 -6.551780e-01 +2.378809e+03 -1.542442e+01 +2.569724e+05 +5.594197e+06 -2.319524e+11 +4.739826e+10 -1.186282e+12 -5.318949e+14 +4.731328e+18 +8.554480e+17   -1.168422e-07 -1.229414e-05 -4.997838e-05 +9.450854e-03 +7.875009e-01 -1.986689e+02 -7.212191e+02 -4.557467e+03 +5.242359e+06 +4.586845e+09 +1.876037e+10 -8.244831e+12 +1.576648e+14 -2.399879e+16 -5.539883e+17   
Q20-040   +2.999550e+01   +1.021537e-06 -5.921622e-02 +7.336084e-05 -8.675691e-02 +8.607621e-01 +2.374035e+03 -3.117782e+03 +6.503836e+04 +3.089926e+07 -2.320760e+11 +9.454281e+10 -4.958197e+12 -1.119141e+15 +4.617319e+18 -3.386551e+18   +1.703597e-07 -9.734320e-06 -5.000777e-04 +1.156764e-02 +1.411015e+00 -2.137736e+02 +3.416376e+02 -6.764421e+04 -4.180204e+06 +7.288137e+09 -2.075318e+10 -6.616452e+12 +3.543658e+14 -2.003198e+17 -3.332905e+17   
Q20-043   +2.999595e+01   +2.473888e-07 -5.906047e-02 -2.415526e-03 -8.521497e-02 -1.783766e+00 +2.419563e+03 +1.066141e+03 +1.454638e+04 +3.254966e+07 -2.327358e+11 -4.517663e+10 -6.908349e+12 -6.194096e+14 +4.736709e+18 -6.718987e+17   +7.403926e-07 -2.194896e-05 -2.231407e-03 +1.464741e-02 +2.399182e+00 -2.196147e+02 +4.628685e+03 -7.369265e+04 -1.574450e+07 +6.771911e+09 +5.541138e+10 -1.594451e+13 -1.510679e+14 -9.713348e+16 +1.729033e+18   
Q20-046   +2.999655e+01   +7.977347e-07 -5.908459e-02 -6.334909e-04 -1.027067e-01 -2.453661e-01 +2.429351e+03 -1.544926e+03 +3.526085e+05 +2.056109e+07 -2.324942e+11 -1.141031e+10 -2.519135e+12 -8.409884e+14 +4.718803e+18 +3.415563e+18   +5.560496e-07 -1.442183e-05 +4.985600e-04 +2.688333e-02 -4.132525e-01 -1.657119e+02 -2.510862e+03 -1.907833e+05 -1.757000e+05 +7.587739e+09 +1.108688e+11 -1.381102e+13 -2.256805e+14 -1.994654e+17 -5.805568e+18   
Q20-047   +2.999605e+01   +1.433254e-06 -5.905094e-02 +6.228560e-04 -6.229877e-02 +7.890042e-01 +2.404273e+03 -4.368665e+02 +5.721527e+03 +5.508532e+07 -2.300079e+11 -1.428684e+10 +1.463266e+12 -3.799344e+14 +4.678753e+18 -1.499723e+17   +4.383397e-07 -8.734530e-06 -7.945363e-04 +1.522200e-02 -2.210734e-01 -1.720950e+02 +4.375429e+03 +4.960183e+04 +1.783356e+07 +6.341142e+09 -1.791144e+11 -4.111755e+12 +2.407407e+14 -1.494203e+17 +7.227565e+18   
Q20-050   +2.999690e+01   +1.143007e-06 -5.910887e-02 -6.476716e-04 -8.366831e-02 -1.964296e+00 +2.459619e+03 -8.852658e+02 +2.286209e+05 +6.068310e+07 -2.330411e+11 -1.093933e+11 -6.199587e+12 -1.508282e+15 +4.749501e+18 +2.310294e+18   +4.206481e-07 -8.642433e-06 -7.708680e-04 +2.446235e-02 +1.459685e+00 -2.087196e+02 +8.373595e+02 -2.294454e+04 +4.845537e+05 +7.116225e+09 -1.304451e+11 -1.930196e+12 -4.358714e+14 -1.604472e+17 +5.855268e+18   
Q20-056   +2.999600e+01   +8.052054e-07 -5.907848e-02 -8.715395e-04 -7.870876e-02 -6.240262e-01 +2.330205e+03 -1.867434e+03 +1.541135e+05 +2.430028e+07 -2.310024e+11 +1.915969e+09 +3.331665e+11 -1.435676e+15 +4.652444e+18 +3.040810e+18   +4.085815e-07 -1.471319e-05 -8.087482e-04 +9.654644e-03 +1.725362e+00 -9.459625e+01 -8.716619e+02 +1.703899e+04 +1.676225e+07 +7.585405e+08 -8.319396e+10 -2.182170e+12 -1.739312e+14 +9.929624e+15 +4.405577e+18   
