# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
Q20-004   +8.999860e+01   -3.805935e-07 -5.911195e-02 -7.983051e-04 -6.692171e-02 -8.720776e-02 +2.227442e+03 -7.722991e+01 +7.355780e+04 -1.170779e+07 -2.322845e+11 -8.715373e+08 -1.011712e+12 +8.080495e+14 +4.641561e+18 +8.019053e+17   +2.739640e-07 -4.567191e-06 +2.840760e-04 +2.453533e-02 -2.293929e-01 -1.367505e+02 -4.360074e+02 +6.122277e+04 +1.185025e+07 +2.751884e+09 +4.450169e+10 -9.854042e+12 -4.626166e+14 -5.322966e+16 -9.612403e+17   
Q20-008   +8.999995e+01   -8.011659e-08 -5.918951e-02 -1.551753e-03 -7.090931e-02 -1.580014e+00 +2.326478e+03 -2.038359e+03 +3.190212e+04 +7.811618e+06 -2.321162e+11 +5.506096e+10 +1.847075e+11 -3.478830e+14 +4.644673e+18 -1.330070e+18   +3.403991e-07 -2.545064e-05 -6.280143e-04 +2.721725e-02 +6.150068e-01 -2.254469e+02 +1.022211e+03 +7.013111e+04 +1.184015e+07 +5.195883e+09 -4.405126e+10 -7.254137e+12 -3.679226e+14 -8.673679e+16 +9.893295e+16   
Q20-017   +8.999810e+01   -6.406296e-08 -5.913503e-02 -1.590219e-03 -6.496254e-02 -1.484707e-01 +2.308549e+03 -6.730724e+02 +2.039822e+05 +3.140573e+06 -2.351766e+11 +4.780748e+10 -3.982940e+12 +9.152070e+13 +4.758215e+18 +5.524251e+16   +4.055788e-07 -8.129383e-06 -8.548838e-04 +9.669334e-03 +7.637703e-01 -2.653649e+02 +4.530160e+03 +1.127035e+05 +4.680491e+06 +4.464296e+09 -1.142977e+11 -6.757684e+12 -1.273435e+14 -8.995872e+16 +3.069118e+18   
Q20-019   +8.999970e+01   +9.147688e-08 -5.910229e-02 -2.518248e-03 -6.938215e-02 -1.915036e+00 +2.279551e+03 +3.070760e+03 +6.428557e+04 +1.481148e+07 -2.311789e+11 -7.785139e+10 -1.629721e+12 -3.801564e+14 +4.659746e+18 +3.127324e+18   +1.545621e-07 +8.680029e-06 +4.108579e-04 +2.694681e-03 -1.310467e+00 -2.397960e+02 +7.709297e+02 +8.917074e+04 +1.404869e+07 +7.996329e+09 -8.621765e+10 -5.367073e+12 -2.654068e+14 -2.041619e+17 +1.501797e+18   
Q20-020   +8.999785e+01   +7.161586e-07 -5.915968e-02 -1.924470e-04 -1.249390e-02 -2.714613e-01 +2.346512e+03 -2.118764e+03 +8.561815e+04 +3.121191e+07 -2.326143e+11 +3.173554e+10 -1.427567e+12 -7.065008e+14 +4.651047e+18 +6.728729e+16   +5.535686e-07 -1.877734e-05 -1.005736e-03 +1.051980e-02 +3.467178e-01 -2.872403e+02 +1.442341e+03 +3.600770e+04 +1.094191e+07 +5.355906e+09 -3.034907e+10 -6.160292e+12 -2.499412e+14 -9.431674e+16 +2.516900e+18   
Q20-024   +8.999895e+01   +7.738269e-07 -5.912393e-02 -3.195202e-04 -8.090299e-02 -1.099662e+00 +2.317791e+03 +3.635020e+02 +3.975909e+05 +2.724287e+07 -2.314309e+11 -1.931466e+10 -9.697605e+12 -5.340432e+14 +4.621938e+18 +1.479272e+18   +3.665157e-07 -1.435651e-05 -1.898669e-04 +7.770736e-03 +1.694051e-02 -2.402021e+02 -2.937229e+02 +2.222299e+04 +7.071157e+06 +7.542421e+09 +6.348917e+10 -2.071772e+12 +9.490669e+13 -1.944406e+17 -2.751912e+18   
Q20-025   +8.999950e+01   +6.092183e-07 -5.912393e-02 -1.161784e-04 -9.765436e-02 -4.101508e-01 +2.347126e+03 -3.204512e+03 +2.978662e+05 +9.967483e+06 -2.321740e+11 +1.201631e+11 -6.518407e+12 -2.384892e+14 +4.703596e+18 -3.691344e+17   +4.469217e-07 -2.010191e-05 -1.384098e-03 +2.130103e-03 +1.344522e+00 -1.671274e+02 +3.345282e+03 +6.128700e+04 +3.225289e+06 +4.849287e+09 +2.356763e+10 +2.042767e+12 -4.666821e+14 -3.527081e+16 +1.579743e+18   
Q20-096   +8.999825e+01   +5.666892e-07 -5.907047e-02 -1.129231e-03 -1.850942e-02 -2.888419e-01 +2.142309e+03 -4.875665e+00 +1.319626e+05 +1.325215e+07 -2.269811e+11 +3.130284e+10 -6.731493e+12 -3.803362e+14 +4.514847e+18 +3.129575e+18   +4.164889e-07 -1.991725e-05 -5.017934e-04 +1.042344e-02 +6.682352e-02 -2.113296e+02 +1.973269e+03 -3.845763e+04 +1.524549e+07 +4.466938e+09 -3.442686e+10 +5.406524e+12 -6.781817e+14 -5.972637e+16 +4.557806e+18   
Q20-097   +8.999810e+01   +9.167784e-07 -5.907629e-02 -1.367709e-04 -9.100267e-02 +1.599137e-01 +2.209020e+03 -2.379336e+03 +4.031527e+05 +2.649979e+07 -2.311831e+11 +3.510235e+10 -1.019341e+13 -8.551105e+14 +4.736304e+18 +1.618104e+18   +1.743631e-08 +1.532708e-05 +2.471210e-05 +1.879273e-02 +5.660854e-01 -2.389773e+02 -1.346223e+03 +1.848348e+05 -1.109011e+07 +7.689078e+09 +1.249890e+10 -9.262407e+12 +1.742887e+14 -2.034133e+17 -7.436148e+17   
Q20-101   +8.999745e+01   +5.771778e-07 -5.906494e-02 -1.197328e-03 -6.426961e-02 -1.567729e+00 +2.136337e+03 +2.992838e+03 +2.141063e+05 +3.550855e+07 -2.284585e+11 -1.431794e+11 -9.923396e+12 -1.285083e+15 +4.614657e+18 +5.025672e+18   +2.281326e-07 -2.195310e-05 -9.009999e-04 +1.145091e-02 +9.093722e-01 -1.950235e+02 -9.165345e+01 +1.646597e+04 +5.512392e+06 +4.415455e+09 +4.508926e+10 -8.881101e+11 -4.679178e+14 -2.625502e+16 -4.076075e+18   
